global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	non_steady_state_outlier00	non_steady_state_outlier01	non_steady_state_outlier02	non_steady_state_outlier03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07
758.3060742640433	n/a	n/a	575028.1022657448	1425.8065826964234	n/a	2032924.411260453	n/a	775.9408790849823	n/a	602084.2478351751	n/a	830.5655842093724	957.1693668489064	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0174485346578308	n/a	n/a	0.0003044513617055	-0.0005588948994272	n/a	n/a	3.1236350860574004e-07	-0.0392725998685676	n/a	0.0015423371004366	n/a	-0.0007160001493669	n/a	5.126562138934231e-07	n/a	1.5737046088482034e-07	n/a	n/a	2.4765461959100772e-14	-0.0004389999005707	n/a	n/a	1.927209127010845e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
597.6841224429822	-160.6219518210611	25799.41140680727	357226.31022043776	994.6886581146788	-431.1179245817447	989405.5265819804	185862.66489567087	637.3975878088645	-138.54329127611777	406275.6849445591	19194.24355761921	666.3465075303353	701.5731108894101	11.296094	317.137421	0.2924286929143217	0.1816769961072381	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0400097133634034	0.0225611787055726	0.0005090067845847	0.0016007771634217	-0.0199207107854704	-0.0193618158860432	0.000374879914405	0.0003968347181983	-0.1612705504390703	-0.1219979505705027	0.0260081904389207	0.0148834999434028	0.0014149976659662	0.0021309978153331	2.0022183946897937e-06	4.541151688954445e-06	1.3233858453531866e-13	-1.573703285462358e-07	2.47654203067502e-14	1.7513500956811683e-26	-1.311882822426641e-10	0.0004389997693824	1.92720797517816e-07	1.7210365397780894e-20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
564.4207611126878	-33.2633613302944	1106.4512069897248	318570.79557502584	856.2806754654753	-138.40798264920352	733216.5951756106	19156.769661022223	623.4284801542573	-13.969107654607228	388663.0698674472	195.13596866600625	641.2508023402361	614.4511542433539	2.850458	80.026505	0.2184940167695603	0.1358296932566756	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0251905731609412	-0.0148191402024622	0.0002196069163402	0.0006345649761767	-0.0576644790039466	-0.0377437682184761	0.00142459203933	0.0033251921387965	-0.0350463408380505	0.1262242096010198	0.0012282460061368	0.0159325510894021	0.0011599713808595	-0.0002550262851066	1.3455336044130954e-06	6.503840609532381e-08	0.0001732121345678	0.0001732121344354	3.000244351568836e-08	3.0002443561533655e-08	0.0003658994242216	0.0003658995554098	1.338824846491495e-07	1.338823886456984e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
555.2634095724726	-9.157351540215243	83.85708723108253	308317.4540100474	809.7682490548688	-46.51242641060651	655724.6171773879	2163.4058106020857	621.698946658696	-1.729533495561327	386509.580276532	2.991286112268583	635.1208572633541	585.9184655195694	1.260695	35.393955	0.1453512624808134	0.0744958279903617	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0109596437033019	-0.0142309294576393	0.0002025193532283	0.0001201137901033	-0.0745422525279337	-0.0168777735239871	0.000284859239127	0.0055565474119382	0.0213169216750515	0.056363262513102	0.0004544111497002	0.0031768173611208	0.0005513663795446	-0.0006086050013149	3.0400488449212e-07	3.704000476255095e-07	0.0003771961498548	0.000203984015287	4.160947849260705e-08	1.4227693546528478e-07	0.0007108963473414	0.0003449969231198	1.1902287696212921e-07	5.053736166633445e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
551.4496101506076	-3.813799421865042	14.545066030218129	304096.67253525706	785.738035830195	-24.03021322467373	617384.2609502928	577.4511476232842	621.2274768864997	-0.4714697721962011	385923.5780387666	0.2222837460947377	633.6086125850165	564.3646200686758	0.9614	26.991282	0.0796723945791716	0.0365648337741184	-0.0037076645	-0.015362393	-0.1379752791	0.0215498304	-0.1093651408	-0.1248407777	0.0443440045	0.0545645806	-0.0109696001	-0.0542155943	0.0094332756	-0.0625518038	0.1780258178	-0.0189395835	0.0133882577	0.035534406	-0.0932988097	0.0177130452	-0.0083841713	0.0330214218	-0.0174230265	0.0383320847	-0.0196682456	0.0180429625	0.0104274711	-0.122104276	0.0739767574	-0.1025309226	0.113132913	-0.0711846152	0.0061774316	-0.011656353	0.0419954939	-0.0252269682	-0.0409817319	-0.1516163723	0.0382021603	-0.0904640564	0.0083632144	-0.0118327991	0.0732483456	-0.0234999485	0.0281716607	0.0997123293	-0.0699193194	0.068967651	-0.0968526992	0.0076534056	-0.1126094392	0.0403004553	-0.0391349099	0.0558079854	-0.112671184	-0.0810576368	0.0488701146	-0.0736034384	0.0528466667	-0.0464347165	0.0104807597	-0.0251671421	0.0950221816	-0.041189328	0.0094962568	-0.0283429204	0.0489802491	-0.080882266	0.0649596046	-0.1808216481	0.0173094732	-0.1443563501	0.0650531404	-0.0332355904	0.0298172176	-0.0537651102	0.0974326277	-0.0612067691	0.0474414051	-0.003682639	-0.0049195078	0.0985300633	0.0985214698	0.098507148	0.0	0.0	0.0	0.0	-0.0064855276668822	-0.0174451713701841	0.000304334004135	4.206206911789447e-05	-0.0916383416030157	-0.017096089075082	0.0002922762616631	0.008397585651751	0.038948837965492	0.0176319162904405	0.0015170119788621	0.0003108844720731	0.0009968896304168	0.0004455232508722	9.937889352325443e-07	1.984909670677333e-07	0.0003608107131338	-1.638543672100002e-05	2.6848253653789586e-10	1.301843707121213e-07	0.0006228206780653	-8.80756692761e-05	7.757323518432944e-09	3.879055970257201e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
551.0953311060066	-0.3542790446009576	0.1255136414433673	303706.06396683905	775.9794967559998	-9.758539074195255	602144.1793856947	95.22908486259558	621.3983136708863	0.1708367843865517	386135.8642330212	0.0291852068995371	632.5683362983351	563.9811986259971	0.843109	23.670258	0.1730579646574564	0.0931728982285386	0.0829235021	0.045865366	-0.0708108277	0.0119460896	-0.0310745025	-0.0171269187	0.0850592915	-0.0085039329	-0.0682671723	-0.0520913756	0.090472459	-0.052694366	-0.0612685426	-0.0456655042	0.0495203947	0.0419788562	-0.0719003017	-0.0199900542	0.0609682976	-0.0085186099	0.0115420843	-0.0086235933	0.0576096891	0.0054686769	0.1306976225	0.0197239661	-0.0557654561	0.0659927911	-0.0424692405	-0.0678434048	-0.0275157052	-0.0628983772	0.0087471414	0.0403158745	-0.0444736238	-0.077934863	-0.0545762932	0.0363603979	-0.0050113538	0.0534094665	-0.0637024118	-0.084068223	0.1742581177	-0.0078317231	-0.0882152528	0.1277212124	-0.0971572606	0.0264534874	-0.0476417525	0.0077945537	-0.0206512921	-0.0274438466	-0.1072311273	-0.0008552951	0.088149241	-0.0586530906	0.0296101641	0.0972847016	-0.063486704	0.0373648089	0.092173612	-0.0672303678	0.0324257375	-0.039077748	-0.1056270602	-0.0715469693	0.0446337385	-0.1037887323	-0.1034791444	-0.0300285524	0.0694052732	0.0184995121	0.0107680379	-0.0256513685	-0.1480915487	-0.0386741736	0.2809124573	-0.1164807913	-0.1010966704	0.098507148	0.0984298219	0.0983009902	0.0	0.0	0.0	0.0	-0.006488614482464	-3.0868155818002466e-06	9.528430436044794e-12	4.210211790204157e-05	-0.0461409226159759	0.0454974189870398	0.0020700151344822	0.0021289847398534	0.0797104353370343	0.0407615973715423	0.0063537535016195	0.0016615078202797	-0.0001569792808762	-0.001153868911293	2.464249462440889e-08	1.3314134644484931e-06	-5.1062125744349984e-05	-0.0004118728388781	1.696392354055465e-07	2.607340685531809e-09	0.00079299615756	0.0001701754794946	2.895969382125105e-08	6.288429059049244e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
550.452182344055	-0.6431487619515792	0.4136403299998491	302997.6050473328	765.1483995814523	-10.831097174547494	585452.0733820577	117.31266600449072	620.5616988422714	-0.83661482861487	385096.822070006	0.6999243714582883	631.0064360129974	557.3176430028664	0.8285179999999999	23.260624	0.1540225086289345	0.1007461445650891	0.0874724291	0.0251253843	0.033928763	-0.057025896	0.0482434755	0.0134327475	0.0650776827	-0.062318908	0.0565638036	-0.0610250274	0.0772384796	-0.1418085383	-0.0732190314	0.0100868392	0.0197111085	-0.0020564349	-0.0029795278	-0.0396864693	-0.0777004941	0.057885137	0.012057982	0.0017060429	0.101608126	0.0164824667	-0.0231826876	-0.0077061419	-0.0831402397	-0.0124946581	-0.0289881852	0.0706909275	0.0240306875	-0.0638835097	-0.0432807121	-0.0965718916	-0.0575629999	-0.0612141696	-0.0603689319	0.1112476501	0.0464942715	0.0017585572	0.0500192369	-0.0566017539	0.0645861919	-0.0494268375	-0.0255386375	-0.0297846706	-0.0849164697	0.1190810642	-0.0568579481	0.0709028824	-0.065223291	-0.0635308476	0.0455897841	-0.0429057709	0.0402075668	-0.0648096691	0.0171755529	-0.039593088	-0.0917618877	-0.0843134349	-0.0143986197	-0.0602320838	-0.0049104608	-0.0112239184	0.0122572812	0.0543554435	0.0770080255	-0.1456460551	0.0153261078	-0.0084946854	0.1640374738	0.0457024688	0.0316920758	0.0623456807	0.015415143	-0.0666189125	0.1031850597	0.0821301416	-0.1023580824	0.0984613227	0.0982466114	0.097889106	0.0	0.0	0.0	0.0	-0.006314478258659	0.000174136223805	3.0323424441065285e-08	3.98726356790772e-05	-0.1138386661051384	-0.0676977434891624	0.0045829844735244	0.0129592419005971	0.0833120627273444	0.0036016273903101	0.0069408997958849	1.297171985863194e-05	0.0013170017913893	0.0014739810722654	1.7344937185226252e-06	2.1726202013969527e-06	9.400147293892048e-07	5.200214047373919e-05	2.7042226138505037e-09	8.836276914686599e-13	0.0006679993397861	-0.0001249968177738	1.5624204453601556e-08	4.4622311795466565e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
550.8734028544003	0.4212205103452788	0.1774267183355371	303461.5059723864	769.1811869729779	4.032787391525631	591639.6983931592	16.2633741452481	620.6920862405842	0.1303873983127914	385258.6659216888	0.0170008736387785	630.2648507844492	557.4454093288397	0.8562039999999999	24.037884	0.2703702057531755	0.1529483618696717	0.0271952805	-0.0146990086	0.0879865	-0.0067947834	0.0013339174	0.0628242798	-0.0083532381	-0.0559796167	0.0455234956	-0.0578387674	-0.0699862482	-0.0358445529	-0.1184846399	0.0002543804	0.0222015048	0.0509794338	-0.0913670216	0.1688764806	-0.0903894935	0.0461657769	0.0967273863	-0.0870941369	-0.0515770925	-0.0151096115	0.0662012725	0.1190065435	-0.189312561	0.0195166217	0.0040172013	0.0655006793	-0.1004352677	-0.0465078883	-0.0414985863	-0.0359505187	-0.0607776252	0.0356789772	0.0392958199	0.1194589543	-0.0462510131	0.0928098111	0.0120305467	0.0375095709	0.0797392156	0.152816113	0.0217818108	-0.1012317685	-0.1400839816	0.127157629	0.0161893646	0.0376045355	0.1001048382	0.1343399721	-0.0572238741	0.0052197647	-0.0595633038	-0.0068746075	0.0514535377	0.12567385	0.0480138005	-0.0184328691	-0.0795300212	-0.1002292036	0.033298375	-0.0801449087	0.0414502331	-0.1688829821	-0.0025623545	-0.0897851372	-0.0463798919	0.0512365041	0.1401576648	0.0710135179	0.0617809354	-0.0581961543	0.1097507811	-0.0698874097	0.0301552729	-0.0016720621	0.0167919873	0.0983925981	0.0979720086	0.0972723574	0.0	0.0	0.0	0.0	0.0015810062581209	0.0078954845167799	6.233867575471112e-05	2.4995807882174494e-06	-0.0214230400662955	0.0924156260388429	0.0085406479361512	0.0004589466456821	0.1431353935205948	0.0598233307932503	0.0204877408782955	0.0035788309071986	-0.0005369999321853	-0.0018540017235746	2.883689271670168e-07	3.437322391017588e-06	-7.727298576565289e-07	-1.7127445870457336e-06	2.9334940204544605e-12	5.971114329138794e-13	0.0010170001597105	0.0003490008199243	1.218015723079034e-07	1.0342893248511824e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
550.61940789047	-0.2539949639302676	0.0645134417019379	303181.73234565184	766.5985974523122	-2.5825895206656924	587673.4096158523	6.669768632252251	621.1076862656067	0.4156000250225133	385774.7579382153	0.1727233807987137	630.8842101460752	560.630754138687	0.898804	25.233881	0.2362830062520884	0.1172198277275256	-0.0354111983	-0.1240100205	0.0305560766	0.0154944964	0.0598861035	-0.0418622914	-0.1616601067	-0.0160006409	0.0119371038	-0.051336888	-0.0498365533	-0.0213819079	0.0009519309	0.0629851565	-0.0302161112	0.0621727949	0.0762564956	-0.1337370214	0.0989124103	-0.0789292533	0.0089394617	0.0005953985	-0.0402022539	0.0403886804	0.091590495	0.0162761944	-0.0841176405	0.1458749346	0.1462478774	-0.0256007134	0.0169167808	0.0409389613	-0.0922234587	-0.0352275883	-0.055326595	0.0285589956	0.0769300153	0.0144810912	0.0595674484	-0.0971630157	0.076585194	0.0010023207	0.0296112907	-0.1315777318	-0.0040677661	-0.0386837714	-0.025577126	-0.0497641644	0.0582681749	0.0406808339	-0.0373828765	0.0274046244	-0.0972000684	-0.0381822021	0.0005306895	-0.0311466609	0.039419517	-0.104689585	0.0044466528	0.0849759043	-0.0723961898	-0.0555813012	0.0245658627	0.0080510629	-0.108877911	-0.002271651	0.0484625327	-0.0072643088	0.0724949955	-0.0700725127	0.16827413	0.062548414	0.0517624653	-0.0128287249	0.1313887939	-0.0450905478	0.0001106438	0.0279801681	-0.0734817125	0.0983009902	0.0976062691	0.0964520353	0.0	0.0	0.0	0.0	-0.0212667677645583	-0.0228477740226792	0.0005220207777914	0.0004522754111516	-0.0941762095872178	-0.0727531695209223	0.00529302367534	0.0088691584522155	0.096976813590075	-0.0461585799305197	0.0094045023740841	0.0021306145012021	0.0007355964535763	0.0012725963857616	5.411021425140297e-07	1.6195015610534871e-06	-0.0002822501579566	-0.0002814774280989	7.92295425291959e-08	7.966515166652567e-08	0.0006806043180117	-0.0003363958416987	1.1316216231224405e-07	4.632222376961713e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
550.7126593810733	0.0932514906032793	0.0086958404997334	303284.4332025741	768.1342715874404	1.535674135128147	590030.2591871676	2.3582950493015824	621.546244493526	0.4385582279193158	386319.7340440061	0.1923333192757306	632.3705012304058	554.4344019802292	0.900827	25.290684	0.0725414667842415	0.0440793830220664	-0.075649891	-0.0631019462	-0.0778439613	-0.0310575482	0.0513881046	-0.1083885013	-0.004886218	0.0529435526	0.0688053824	-0.0432877925	-0.0768982328	0.0389464841	0.1478071601	0.03079086	0.0034455663	0.0119011019	-0.0329741012	0.0764701918	0.0444928528	0.02155732	0.0757955847	-0.030414767	0.0213732344	-0.0342398108	0.1316800233	0.0590580469	0.0888720111	0.0087906429	0.1107364311	-0.1293465387	0.0512082479	-0.0003848992	-0.0653929391	-0.0510974789	-0.0399261484	-0.0558793337	0.0769447221	-0.0842172163	-0.077453607	0.0457704155	0.0860144221	0.0579340135	-0.0202863709	0.067227329	0.0059573986	-0.0036754143	-0.0263846883	-0.0922535674	0.0921400339	-0.102954611	0.0183265236	-0.0535587611	-0.018952073	-0.0579449199	0.1330665324	-0.0297022202	0.0485832498	-0.0049917825	0.1157380709	-0.0518733326	0.0656143817	-0.0662042043	0.0455000048	-0.0440016498	0.0758761494	0.048965744	-9.26514e-05	-0.1585236771	-0.0632225968	-0.0348667153	0.0466618741	0.0809509306	-0.0876663713	-0.1089410732	0.1395723978	-0.0594615467	0.0553839343	-0.0522065346	0.0887777639	0.0981865202	0.097149733	0.0954298563	0.0	0.0	0.0	0.0	-0.0138204704698097	0.0074462972947486	5.544734340178034e-05	0.0001910054040068	-0.0536453533517402	0.0405308562354776	0.0016427503071809	0.002877823936233	0.1067907377176453	0.0098139241275703	0.0114042616622789	9.631310678170654e-05	0.0006880605498078	-4.753590376850006e-05	4.73427320201812e-07	2.259662147088098e-09	-0.000150226247412	0.0001320239105446	1.7430312955488543e-08	2.256792541149144e-08	0.0007960522862275	0.0001154479682158	1.3328233365156377e-08	6.336992424080296e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
