global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19
866.0545691335734	n/a	750050.5167171395	n/a	895.7367557501941	n/a	n/a	802344.3356018829	811.3302327543753	n/a	658256.7465812687	n/a	817.8148305009051	658.108837401153	n/a	n/a	n/a	n/a	-0.0026786358	0.1180601427	0.0206139456	-0.1564342369	0.0777610162	-0.2269238334	0.1634959401	-0.1308328415	0.1315582445	-0.0275737083	0.0491122349	-0.0105440793	-0.1095848326	0.0654693388	-0.1048246265	0.0183794162	-0.0797278465	0.2274066769	-0.1635343645	0.1772299513	0.0956069153	-0.0351589988	0.024607609	-0.0609981826	0.076713106	-0.0275412107	0.1551094483	-0.0960503839	0.0718531394	-0.0933214787	0.006890484	-0.0708987718	0.2610229676	-0.1137541101	0.1709514476	-0.0726814001	0.1166950826	-0.064468677	0.0977938917	-0.1039516892	0.0528332998	-0.0300813252	-0.1236470645	0.0016036102	-0.1373884341	0.0399198968	-0.0955983969	0.2549280367	-0.0190416069	0.2316094714	-0.0667005476	0.1855935177	-0.22538977	0.0965198688	-0.0112776266	0.1241517564	-0.2338529572	0.4252728385	-0.0990295687	0.1763462009	-0.0420586361	0.1503594394	-0.0799913331	0.1128921024	-0.1726810212	0.1561451084	0.1560591586	-0.0667283038648918	n/a	n/a	0.0044526665366853	-0.0569762478538962	n/a	0.0032462928195086	n/a	0.0861576871435687	n/a	n/a	0.007423147053929	0.0058719875534382	n/a	n/a	3.448023782773314e-05	0.0022988410477835	n/a	n/a	5.284670162974341e-06	-0.001253260097358	n/a	1.570660871629784e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
866.7851869781249	0.7306178445514888	751316.560364703	0.5338024347770635	887.196214806219	-8.540540943975088	72.94083961571489	787117.1235664827	811.5070692948984	0.1768365405231406	658543.7235155951	0.0312711620641923	817.7426990246826	661.6962215472047	1.114302	20.580761	0.1119712206550575	0.0564763830188003	0.0184978856	0.1400076375	0.0755605248	-0.21993752	-0.0843769439	-0.0558553926	0.2750253079	-0.1028925868	0.1230360763	-0.0584950412	-0.068744485	0.0326647166	-0.104126784	0.0605684563	-0.1593967416	-0.1288227823	0.0145099378	0.1243053541	-0.1305432947	0.1043530865	0.0034511789	-0.0039477425	0.0965291352	-0.1652468339	-0.0747839185	-0.0866942038	-0.1116163195	-0.0769016739	0.0771976223	-0.2085450342	0.0575018119	0.072061725	0.0756383525	-0.1950213017	0.106315088	-0.1240285532	0.0267815712	0.0115140294	0.1007396115	-0.2040175001	0.2126066098	-0.0520559928	-0.0157477933	-0.0578483649	-0.1674545202	0.0514275446	0.0085155016	0.2158442857	-0.0727505263	0.1715909291	-0.0717070357	0.0465921195	-0.1842758461	0.0714923559	0.1204610365	0.0158452084	0.0429361864	0.0318813253	-0.1729764036	-0.031494121	0.036710813	0.1195558152	-0.1937987735	-0.0877262067	0.0357748537	0.155915944	0.1551433414	-0.068350030432839	-0.0016217265679472	2.6299970611858272e-06	0.00467172666017	-0.0575749402595135	-0.0005986924056173	0.0033148737458865	3.584325965438315e-07	0.0474362574962157	-0.0387214296473529	0.0014993491139349	0.0022501985252472	0.00519893925468	-0.0006730482987582	4.529940124613077e-07	2.702896937385263e-05	0.0017948887817695	-0.000503952266014	2.539678864206455e-07	3.221625738922e-06	-0.0010096732214474	0.0002435868759106	1.0194400141079705e-06	5.933456611588613e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
867.993228408889	1.2080414307640694	753412.2445636857	1.4593640984425	891.3906590242564	4.194444218037347	17.593362298226932	794577.306995698	810.7321765827683	-0.7748927121301676	657286.6621466329	0.6004587153124469	817.7497933127663	671.1095597116571	1.362155	25.158518	0.4101920407223202	0.2326259064320872	-0.0372672167	0.2388309779	0.0220522116	0.047905388	-0.0452400185	-0.076366461	0.0799855542	-0.1367189774	-0.0607022362	0.0568221206	-0.3111701257	0.0976587353	-0.0396049467	0.1065564185	0.0187506603	-0.1660308936	0.0152782365	-0.0691217763	0.0559147693	0.1121059795	-0.1790658484	0.1287687451	0.0492584447	0.0338243804	0.1458948902	-0.0642926435	-0.0522894459	-0.0357110951	0.1019290587	0.0114112053	0.1259350601	0.1417908173	-0.0576544551	0.043513276	-0.0794638048	-0.1322200183	-0.1641884691	-0.1304198429	0.01321806	0.0370715457	0.2818858841	-0.0156424288	0.2392375916	-0.0260041194	-0.0332427156	0.1875820879	-0.1803996718	0.1476518053	-0.0058300338	0.1168936476	-0.092566907	-0.0244615018	0.0548139048	0.1598284071	0.2249006074	-0.0581771983	-0.2085098503	-0.3333909735	-0.2606039981	0.0772527689	-0.204862489	-0.2006899924	0.1073639682	-0.0807937766	0.2192526504	0.1554579513	0.1533170814	-0.0166425575148707	0.0517074729179683	0.0026736627555624	0.0002769747206357	-0.0763051002630135	-0.0187301600035	0.0058224683261485	0.0003508188937567	-0.1496992405335362	-0.1971354980297519	0.0388624045834383	0.0224098626163175	0.0063960695182792	0.0011971302635992	1.4331208680250902e-06	4.090970528266032e-05	0.0032080348448606	0.0014131460630911	1.9969817956298755e-06	1.0291487565839777e-05	-0.0012517750901791	-0.0002421018687317	1.566940876392894e-06	5.861331484338133e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
862.6826218423129	-5.310606566576098	744221.306028727	28.20254210496117	891.3057204536769	-0.0849385705794247	0.0072145607720759	794425.8873134481	811.0609227175573	0.3287461347890712	657819.8203594555	0.1080740211387541	816.7421546817619	683.0449173125944	1.717575	31.723005	0.5390670057620083	0.2924514337596763	0.0240250874	0.148775162	-0.1309821342	0.2113009416	0.1595491359	-0.1247459062	-0.0585435997	-0.0995353662	-0.1048757321	0.281016764	0.118355292	-0.1768599668	-0.0072558012	0.2096902389	0.1106942452	0.0979591775	0.0548766892	-0.0307843548	-0.0298823698	-0.0482915475	0.0609433892	0.2008385081	-0.1439313544	-0.1011521728	0.0925432049	-0.0200847743	0.0805400178	0.0107446686	0.2192229328	0.1273036353	-0.0407685657	-0.0680551885	-0.0035779792	0.0673985856	-0.0730543165	0.189081545	-0.0352692958	-0.1203956916	0.01068	0.0326593289	-0.0541292649	-0.061541366	-0.1008820115	0.1679806262	-0.003970248	-0.0198440461	-0.1798594065	0.186134358	-0.0034413746	-0.0731601199	-0.0656821514	0.0540474432	0.0783061803	-0.1707063135	-0.25292843	0.0399598259	-0.0415203345	-0.1068714372	-0.0660084863	-0.089296647	-0.0723865888	0.0738236143	-0.0191313513	0.1668954254	-0.0575152364	0.1547718027	0.1505910958	-0.0161265819526335	0.0005159755622371	2.662307808259943e-07	0.000260066645475	0.119579081002513	0.1958841812655264	0.0142991566134055	0.0383706124700656	0.0357143355059434	0.1854135760394796	0.0343781941797478	0.001275513760631	0.0053760255244925	-0.0010200439937866	1.0404897492603206e-06	2.890165043999486e-05	0.0017760101934609	-0.0014320246513997	2.0506946022164324e-06	3.1542122072770235e-06	-0.0005587782774702	0.0006929968127088	3.1223316337256386e-07	4.802445824246942e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
859.1245577157346	-3.558064126578301	738095.0056702566	12.659820328843413	878.8865295789257	-12.41919087475128	154.23630198350546	772441.5318752878	809.743392290014	-1.3175304275433746	655684.3613573394	1.7358864275026271	816.4395329376018	662.2575700624885	1.574564	29.081631	0.2478897996112722	0.1719193106503654	0.0664803327	-0.0492600511	-0.1259589734	-0.048804272	0.0255494747	0.144673058	-0.0114278033	0.0042897699	-0.025051093	0.0802193137	0.0519071867	0.1057060941	0.0575661592	0.118701985	0.1830173994	-0.0863837304	-0.0593268011	-0.0915302745	0.1181907548	-0.112166093	0.0947208695	-0.0085735523	0.0032604535	0.0830813811	0.0346268202	-0.0912987405	-0.040626503	0.0771025889	0.0929198609	0.1164071261	0.1240593733	-0.0184960636	-0.1721309872	0.0308245307	0.0926520624	0.0419701376	-0.0414469162	-0.0448323415	-0.2814840138	-0.0101882806	0.0885456467	-0.0557947637	-0.0089974907	-0.1283051827	-0.1133943193	-0.1364725669	-0.0242975166	-0.0497306092	-0.0649233109	0.0442116024	0.0435531503	0.0210759606	0.0929365315	-0.0363021157	-0.0083105798	0.0557254385	-0.0583368629	0.0524429748	-0.0235517664	0.0482369492	0.2385503248	0.0661880845	-0.0408229437	0.064697416	-0.0046950989	0.1538585052	0.1469813818	-0.0355374455401005	-0.019410863587467	0.0003767816252112	0.0012629100355156	-0.0389385941692808	-0.1585176751717938	0.0015162141158799	0.0251278533418703	0.0215094258156369	-0.0142049096903064	0.0002017794593097	0.0004626553989183	0.0063260810207816	0.0009500554962891	9.026054460291284e-07	4.0019301081493176e-05	0.0016880061262705	-8.800406719039998e-05	7.744715842052434e-09	2.8493646823267398e-06	-0.0006358457372248	-7.706745975459995e-05	4.042998015469494e-07	5.939393353026883e-09	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
857.5986282483746	-1.5259294673600152	735475.4071734938	2.32846073935762	879.8889683314732	1.002438752547505	1.0048834526089978	774204.5965914242	806.9668634588069	-2.776528831207088	651195.5187205446	7.709112350524197	813.831877038114	649.3609751720394	1.306017	24.121677	0.1818780572065371	0.0883119936086945	0.1087082776	-0.0661990265	0.0397368889	0.0134128985	-0.0142133068	0.1511136962	-0.0402929794	-0.0228532638	0.03663236	-0.0862562148	-0.0591904644	0.0265734152	0.1594431807	0.06209523	0.0088801776	-0.0591866596	0.1168253316	-0.1393414776	0.1031335175	-0.081020953	0.104603247	0.0248381682	-0.2699207291	0.0806750372	0.2643901718	0.1372713978	-0.0236657052	0.1579770596	0.0175663066	0.0438781718	0.0025462232	0.0807541155	-0.1510333882	0.0006276567	-0.0003043171	0.100564474	0.0907383059	0.0390323101	-0.1138136357	0.0898769756	0.2513269245	-0.0907224905	0.1109330091	-0.0630647495	-0.0003894238	0.0347928157	0.0180302195	-0.114460466	-0.0517152338	-0.0916835763	-0.1794370803	0.028135236	0.0142563587	-0.0889582638	-0.0159787886	-0.0232807159	-0.0980132615	-0.0536147081	-0.1145901305	-0.0913822079	-0.2655900982	-0.1274282192	-0.0704039609	0.1382178526	0.1041999687	0.152719399	0.1425091225	-0.014812205563075	0.0207252399770255	0.0004295355721052	0.0002194014336427	-0.0212915411432561	0.0176470530260247	0.0004533297242549	0.0003114184805033	-0.0415615060195051	-0.063070931835142	0.0039779424425531	0.0017273587826093	0.0070820820187334	0.0007560009979517	5.715375089041174e-07	5.015588572006696e-05	0.0022949097527207	0.0006069036264501	3.6833201179840373e-07	5.266610773132584e-06	-0.0008816377601897	-0.0002457920229649	7.77285140192311e-07	6.041371855317797e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
856.9691346154912	-0.6294936328833955	734396.0976836238	0.3962622338407351	886.1893706706741	6.3004023392009	39.695069635808174	785331.6006896853	807.8305117572764	0.8636482984695704	652590.1357260231	0.7458883834493841	815.871974496778	648.3470343366508	1.61095	29.753674	0.1842034649672558	0.1338162812982181	-0.0207545637	-0.1881888434	-0.0907801116	0.032860114	0.170259714	0.085903653	-0.1654418613	0.086594145	0.0835729537	0.0692154731	-0.1038394778	-0.0820831997	0.076355697	-0.2382535351	0.1995472893	-0.106954941	-0.0442904748	0.0567450028	0.1188440583	0.2718051093	0.2123512398	0.2143200333	-0.0807495505	0.0140830893	-0.1525883524	0.1495772518	-0.0819750196	0.0215920775	-0.2528814436	0.1404101757	0.093312845	-0.0087627779	-0.0519624879	0.0874254249	0.190739192	0.0724999343	0.2232788246	-0.3000407588	0.1693919007	0.2497311819	-0.0755969335	0.0361120293	0.0798870537	-0.0639929012	0.2481615418	-0.0857479005	-0.1739792934	-0.1317260289	0.1557302249	0.2997240805	0.1816564967	-0.0402267514	0.1638004272	-0.1451763623	-0.0860152312	0.1701059774	0.2219900186	0.024423514	-0.0022296474	0.0358912089	-0.2356631413	-0.0299550962	0.1805319582	-0.090569925	-0.1182411258	0.1513561561	0.1372005631	-0.0241031803131619	-0.0092909747500869	8.632221180675236e-05	0.0005809633012087	-0.0051846751165385	0.0161068660267175	2.6880856064053507e-05	0.0002594311332026	-0.0397263578439037	0.0018351481756013	3.367768826413133e-06	0.0015781835075418	0.0045562170168219	-0.0025258650019115	6.379994007881382e-06	2.0759113504377456e-05	0.0019972859212697	-0.0002976238314509	8.857994504757325e-08	3.989151051302154e-06	-0.0011975584471242	-0.0003159206869344	1.4341462342785251e-06	9.980588043316629e-08	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
857.5098739442133	0.5407393287221112	735323.1839118205	0.2923990216268394	881.201028669843	-4.98834200083104	24.88355591725502	776515.2529287895	807.8480645469286	0.0175527896521998	652618.4953922186	0.0003081004245743	814.0814413337115	650.8373218266371	1.481329	27.359627	0.1331455895270959	0.098146025038443	0.0715968909	-0.1089798522	-0.1008847557	0.0290918919	-0.0110521218	0.0964657534	-0.1889505181	-0.0842154171	-0.0461502965	0.00154582	0.0283040112	0.0153127115	0.0519072213	-0.0904697746	0.1394146929	-0.0863882078	0.2396215745	-0.0217613716	-0.236250283	0.1805020258	-0.0651944148	-0.013814124	0.0015985975	0.041183297	0.1107993249	0.0215379265	-0.1077738796	0.0492880192	-0.0493090695	0.1874445214	0.0346150369	0.1400860936	0.0794750819	-0.2308863502	-0.0856793855	-0.1093993778	0.0700109676	-0.0594079537	0.0596357711	-0.0290555977	-0.0764870899	-0.0463713535	0.0926228808	0.0796414325	0.0642901382	-0.0206080394	-0.1409631743	-0.0856016034	-0.1174326309	-0.0264881593	-0.0394802672	-0.1846583096	0.1974650832	-0.0933061505	0.0356366842	-0.1508099579	-0.0259356325	0.1113176697	-0.1124689453	-0.1533152281	0.1375905406	-0.1535196772	0.0021984571	0.1159915152	-0.064603592	0.1497707771	0.1310868562	-0.0177019411794105	0.0064012391337514	4.09758624474704e-05	0.0003133587215193	-0.0069493945689345	-0.0017647194523959	4.829408487473632e-05	3.114234745664837e-06	-0.0502928459769123	-0.0105664881330085	0.000111650671465	0.0025293703564574	0.0063963863387874	0.0018401693219654	3.386223133502966e-06	4.091375819502608e-05	0.0020609207761459	6.363485487620012e-05	4.04939475511505e-09	4.24739444554982e-06	-0.0008130997678071	0.000384458679317	6.611312324079599e-07	1.4780847610224868e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
855.8131382426242	-1.6967357015890911	732416.127588689	2.878912041047025	872.0607807799156	-9.140247889927425	83.54413148932271	760490.005374476	807.6276544534935	-0.2204100934351345	652262.4282380515	0.0485806092880847	813.2698710710141	642.509446850273	1.619835	29.91777	0.1401934809483682	0.0809754448911801	0.1260674236	-0.1028561691	0.0761977639	-0.0924122059	0.0286451724	0.2293537859	0.1604814101	0.1146238853	0.1480323259	0.1275339938	-0.1765527529	-0.13976072	0.1191195982	-0.0732993556	-0.0792349501	0.0556886667	-0.1404009538	-0.0174789881	0.4417788551	0.1024746247	-0.0659599502	-0.0032306026	0.2575315212	0.0753262068	0.0557780748	-0.078952122	0.0114385405	0.1191598223	-0.1057905784	-0.1302343013	-0.0412859306	-0.0519399617	-0.2209339902	0.0921927085	0.2540268251	-0.1140181717	-0.3613362271	0.0189365861	0.0754509679	0.1370798719	-0.040049799	-0.0990207136	0.0464925547	-0.2251194184	-0.0130590864	-0.1810439271	-0.03269184	-0.1477302538	0.08445787	-0.1330321634	-0.1037074034	0.0307229256	0.0413746427	0.1071799509	0.0943716265	0.1620528681	0.0331844255	-0.133730656	0.0909194558	0.0726912798	0.1035807717	-0.013848238	-0.1468221475	0.0242529517	4.51453e-05	0.1479655889	0.1242038795	-0.0214162304198026	-0.0037142892403921	1.3795944561292532e-05	0.000458654925394	0.0343578895164	0.0413072840853345	0.0011804645720211	0.0017062917185065	0.0099157148595594	0.0602085608364717	0.0036250707979991	9.83214011760871e-05	0.0058950056575671	-0.0005013806812202	2.51382587500932e-07	3.475109170274812e-05	0.0021939316648476	0.0001330108887016	1.7691896513215953e-08	4.813336150020961e-06	-0.0008779751336085	-6.487536580140007e-05	7.708403352348635e-07	4.2088130878654695e-09	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
849.0518973551893	-6.7612408874348375	720889.124402447	45.71437833792063	853.4721834170892	-18.588597362826363	345.5359519172752	728414.7678667336	798.9135419737618	-8.714112479731739	638262.8475490616	75.93575630941643	804.337864302743	641.4770589298864	1.498256	27.672264	0.1993606196591075	0.1286375817125368	0.0613652828	-0.0965006139	-0.0470292503	-0.1050026274	-0.0554860192	0.229520845	0.0133502645	0.4571164598	-0.4447013497	0.0759203843	-0.0952750707	0.2185324771	0.3965812758	-0.5038293105	-0.2301447859	-0.1569653701	-0.1317032035	-0.1450611347	-0.0562990338	-0.2301804139	-0.2583005478	-0.0301657032	-0.0040057033	-0.3092886607	-0.0384228905	0.0961621109	0.2737878005	0.3130779453	-0.5669287478	-0.2015887286	0.1180637953	0.0493410693	0.0547461486	0.2292471334	-0.4451054695	-0.0544438563	-0.011494625	0.1617148009	0.0930297808	-0.064771053	-0.043384037	-0.0621674941	0.1422902101	-0.212936962	0.0433522473	0.0942097241	0.0669199802	-0.2882195001	0.2614653681	-0.0282819985	-0.0949448682	0.1938178228	0.1944756221	0.3110058962	0.1291124294	-0.1395220922	-0.0306528413	0.0052333353	0.2352033904	0.3143611792	0.1690867472	0.1717504305	0.0030348516	-0.0586327541	-0.0128362815	0.1459432408	0.1165920251	-0.0161240034532426	0.0052922269665599	2.8007666265584853e-05	0.0002599834873601	0.0127770697588118	-0.0215808197575882	0.0001632535116215	0.0004657317814095	-0.0721649837072249	-0.0820806985667843	0.0067372410772113	0.005207784873464	0.0075870990118694	0.0016920933543023	2.863179919674011e-06	5.756407141590963e-05	0.0023051912023177	0.0001112595374701	1.237868467806067e-08	5.313906479242924e-06	-0.0008827597291996	-4.784595591099958e-06	7.792647394965511e-07	2.289235497037316e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
