global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	t_comp_cor_06	t_comp_cor_07	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02
906.7353157770156	n/a	n/a	822168.9328772441	1060.0334584410762	n/a	1123670.9330145488	n/a	894.8066747534366	n/a	n/a	800678.9851833024	918.7779363451452	784.7229017299683	n/a	n/a	n/a	n/a	-0.1746992231	0.1016523005	-0.0354847991	0.01212736	-0.0260367259	0.0021402998	-0.0458557821	0.2351687592	-0.1329665639	0.0032647199	-0.1089815084	0.1984937352	-0.2284975905	0.0111727088	-0.121065511	0.012092408	-0.0397747815	0.1418988066	-0.078045616	0.058769246	-0.0063596741	-0.053176961	0.056045374	-0.0015255495	0.0984847132	-0.108461129	0.087449535	-0.137602439	0.0669759631	-0.0651182857	0.031495168	-0.0653325236	0.1295752239	-0.0291265931	0.0947716859	-0.0544029513	0.0515805024	-0.0347365744	0.1185235088	-0.0963473252	0.2169703007	-0.0796393977	0.1036773921	0.0355672025	-0.0748505609	0.1525465328	0.0184589126	0.0167551393	0.1504782162	-0.0579454462	0.0593783876	-0.0383521212	-0.0362969883	0.088343781	-0.0067679232	0.1052284107	-0.1114370302	0.1001546504	-0.0912885982	0.2100825069	-0.086869273	0.1068923887	-0.0614903744	0.0542729536	-0.1804374883	0.0018953316	-0.0877011086	0.2357153551	-0.0038363202	0.1038541779	-0.0848923364	0.030146868	-0.0638526657	0.0006342373	0.0003195044	-0.1090484117	-0.1404968994	-0.0553100908	0.0635753595	-0.0666300524	0.0726961752	0.0104784984	-0.0334529857	0.0481422475	-0.0159444743	0.041628518	-0.0374143568	0.185760566	-0.1638499086	0.2461697738	-0.0775832172	0.0025319099	0.0724316996	0.0471961124	-0.1505575052	0.0913895483	-0.0058994081	0.0206900023	-0.0803567748	0.0787803451	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.1356090399080614	n/a	0.0183898117047861	n/a	0.0219354228593147	n/a	0.0004811627760169	n/a	0.4177680507998929	n/a	0.1745301442691418	n/a	-0.0055989580591859	n/a	3.134833134852274e-05	n/a	-0.0019924618163553	n/a	n/a	3.969904089633861e-06	0.001587934663552	n/a	2.521536495710004e-06	n/a	0.0	0.0	0.0
904.0168694583476	-2.718446318667929	7.389950387479218	817246.5002652712	1061.2902099895923	1.2567515485161491	1126336.909819753	1.5794244546977392	894.7315665674573	-0.0751081859792748	0.0056412396010973	800544.5762122563	919.1411742152876	793.0246765782078	1.040555	22.397343	0.1237288965791286	0.0711070288486529	-0.130585615	-0.0305620405	-0.0046504578	-0.0130830621	-0.0277693804	0.1292917332	-0.1116052082	-0.0214841569	-0.0664069586	0.1187870311	0.104992565	0.0992971347	-0.0458063912	0.0843484217	0.0478662503	0.0891176812	0.1053349771	0.0791400874	-0.0253407567	-0.0800031615	-0.000645758	0.0618391749	0.0960090908	0.162420294	0.0099865165	-0.1202928995	0.0166433079	0.0742390829	0.1695096759	0.0189968026	-0.0367003036	-0.0074673325	0.2351417061	0.0225231094	0.1658031981	-0.0809242069	-0.0396292813	-0.0028342802	0.0259258603	-0.0547090518	0.0469239244	-0.0659048643	0.0566354897	0.1703025728	0.0161712081	0.0639974258	0.0784450632	0.149528166	0.0906619431	0.0340398274	0.0038973948	0.0990810305	-0.0618136738	-0.0059253879	0.1213134586	0.1187485619	0.0166726109	0.0274523546	0.0974735499	0.1585347822	-0.1454157519	-0.055574014	-0.0406358791	0.0252430646	0.0686041172	-0.1621079946	-0.0249843143	0.1885743416	0.0926615479	-0.0251942152	-0.0165479245	-0.1018084153	-0.1316050755	-0.0120725286	0.1171867243	-0.0530288912	-0.1186747333	-0.0624722746	0.0766436276	0.0254256971	0.0838249521	0.0646817954	-0.0209648276	0.0195555734	-0.086557165	0.0146092199	0.022155845	0.1897064953	-0.1851165899	0.1379053111	0.0576352759	-0.0187416027	0.1137305567	-0.096411877	0.0022527961	0.158942902	-0.1781742062	-0.137458688	0.1316469562	0.1196266795	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.1231277228254015	-0.0124813170826598	0.0151604361281688	0.0001557832761178	0.0239082031480393	0.0019727802887246	0.0005716021777679	3.891862067580316e-06	0.3882536037663087	-0.0295144470335841	0.1507408608375258	0.0008711025836982	-0.0044572913649668	0.0011416666942191	1.98674463122076e-05	1.3034028406891685e-06	-0.0015430537120071	0.0004494081043481	2.019676442538425e-07	2.3810147581388902e-06	0.0015920669084679	4.132244915899851e-06	2.5346770410385363e-06	1.7075448044980166e-11	0.0	0.0	0.0
903.7278739747404	-0.2889954836072093	0.0835183895453647	816724.0701989043	1054.8715886219006	-6.418621367691685	1112754.0684816923	41.19870026178828	895.3299630434459	0.5983964759885794	0.3580783424755504	801615.7427233782	918.1707178802188	781.0443832158766	1.06428	22.908016	0.1120685355334741	0.0567486419562967	-0.097401453	-0.1315170046	0.0472110979	0.0743458094	0.0624259538	0.070143466	0.058191298	0.0407957124	0.1002620017	0.0466606365	-0.0490999814	0.1250587173	0.0400264052	0.0605469381	0.0731695804	-0.1841132985	-0.1652001055	0.0269577861	-0.0011624179	-0.0934222158	0.1294875245	-0.0028493428	-0.0136483383	0.1058084899	0.0628120563	-0.1574391604	0.1132283107	0.0750664471	0.1323634478	-0.0923289189	0.08640844	0.0874294062	0.0677820198	0.0445484683	0.058033254	0.0829185551	-0.0795405903	0.0878493337	-0.1113218573	-0.0333415537	-0.0464833509	0.1231845488	-0.0804732134	-0.0750955648	-0.0974245982	-0.0752069372	-0.0341614731	-0.0244021464	0.0438630642	0.0874003619	-0.0404782216	0.0269456982	0.0716075434	-0.0514601463	-0.0122102701	0.0544686561	-0.0817758649	0.1746145854	0.2191565225	0.073002112	-0.1550483174	-0.0189595126	-0.0169023912	-0.0197792906	0.0340896322	0.0193045592	-0.0532737012	0.0597135023	0.0470810932	-0.043334204	-0.0867093717	0.1430565489	-0.1024938531	-0.013194241	-0.0847510709	-0.0239338985	-0.0943202728	-0.0544223643	0.0842742975	0.0883181737	0.077494691	-0.0070734389	0.0431007806	0.0421680752	-0.104976013	0.0723007373	0.0893951267	0.0398815569	-0.0375419219	0.1427683239	0.1247463476	-0.0591068913	0.0733175414	-0.06634026	-0.1028946707	-0.0086153747	0.0158735309	-0.0781143367	-0.0920922616	-0.0272322047	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.1161717017487689	-0.0069560210766326	0.0134958642872049	4.838622921855709e-05	0.0536984100899502	0.0297902069419109	0.0028835192461884	0.0008874564296418	0.345783941665033	-0.0424696621012756	0.1195665343134069	0.0018036721989965	-0.0049211478580992	-0.0004638564931323	2.4217696241274343e-05	2.151628462210881e-07	-0.0017344281185798	-0.0001913744065727	3.662416349105309e-08	3.0082408985202648e-06	0.0015902448998999	-1.82200856799989e-06	2.528878841657643e-06	3.3197152218650097e-12	0.0	0.0	0.0
903.0159238152802	-0.7119501594602298	0.5068730295554466	815437.7586639639	1061.438998871566	6.567410249665272	1126652.748325472	43.13087738740848	894.8638674903463	-0.4660955530996489	0.2172450646192676	800781.34133978	919.2837759818044	793.0251317692797	1.111562	23.925732	0.1882627715237209	0.128199698106842	-0.0176120695	-0.037742812	0.0628825336	-0.1552710132	0.1336095555	-0.1253159417	-0.0101958053	-0.0529354617	-0.0316542155	0.0447817861	-0.0028804993	-0.0612612497	-0.0816406414	0.0751672336	0.1088658146	-0.0786060704	0.0111924919	0.1031292984	0.0216980875	0.0269051181	-0.0289044054	-0.0217532061	-0.0413009258	0.1334335263	-0.1424432991	0.1078888602	0.0683586069	-0.0278693251	-0.1016868156	-0.0579171564	-0.0061689201	0.0376933525	-0.0067506094	-0.0077118246	-0.0939025215	-0.1154158599	0.1054093864	0.0310240766	-0.0778288862	0.1005648119	0.1666716547	0.1874297785	-0.1841822531	-0.2038189438	0.0968990665	0.1262651393	0.0725636335	-0.161281795	0.0845581725	-0.0277923698	-0.04487092	-0.0191859989	-0.0101822807	-0.0820010057	-0.0017144048	0.1685688151	0.0636927794	-0.0857082264	0.0185414612	-0.0746744765	0.0270198429	-0.0044086969	-0.0295503081	0.143286314	-0.0504440586	0.1282010377	-0.080104133	-0.0443810821	0.0639060453	-0.0135555018	0.0726405389	0.1324942943	0.0661564029	0.0027849932	-0.0202321393	0.1757324729	-0.0338341572	-0.035311899	0.0797599755	-0.0731540313	0.0705763376	-0.0940807597	0.1922381469	0.0649937876	-0.0542736997	0.1031601304	-0.0227172302	0.0508312022	-0.1395093958	0.1186185572	0.1218193188	0.0440022384	0.0203645499	0.0655597322	-0.0126513369	-0.0201074298	0.0975602774	-0.0133838577	-0.1015377368	-0.1994603193	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.0994846563534395	-0.0166870453953293	0.0098971968497619	0.0002784574840257	0.056001273442547	0.0023028633525968	0.0031361426271869	5.303179620733379e-06	0.3278933841814933	-0.0178905574835397	0.1075140713899923	0.0003200720470718	-0.0025008645245446	0.0024202833335546	6.254323370125687e-06	5.857771414682168e-06	-0.00129620180552	0.0004382263130598	1.9204230145798584e-07	1.6801391206333075e-06	0.0017593813591306	0.0001691364592306	3.095422766856237e-06	2.8607141841098235e-08	0.0	0.0	0.0
902.5462942235522	-0.469629591727994	0.2205519534266023	814589.8132166668	1056.0325098888416	-5.4064889827243405	1115204.6619421262	29.230123120319675	895.5137189908792	0.6498515005329182	0.4223069727448854	801944.8209008753	918.9311709697868	772.2199631776069	0.95054	20.459826	0.0711592466798654	0.0324298035312756	-0.0323237876	-0.0121253505	-0.1151111397	-0.0004311588	0.1413227267	-0.131684997	-0.0085770117	-0.0118106289	-0.095913859	0.0576436304	0.0535792042	-0.0932986995	-0.0684696646	0.0435840686	0.0624144794	0.0299453449	0.02413829	0.0721278641	0.000384419	0.0942256111	0.0624457192	0.1013546333	-0.0096690233	0.0814428717	-0.0899518792	0.0791193108	0.0798412108	-0.0439531329	0.0101148817	0.0614637293	0.0338614922	-0.0459279308	-0.0195100785	0.096756325	0.0191481932	-0.0525910512	-0.0121033051	-0.0176817821	-0.1028049042	0.0018026809	-0.097059043	0.0886098061	-0.0210550703	0.0415505481	0.1153156749	0.0758349374	0.0375136196	0.0729637749	0.0620663431	-0.1169511877	0.0195634915	0.0936468596	0.0047390807	-0.0915182555	-0.0097071496	0.1021607161	0.0486269047	-0.0675834115	0.0303929353	-0.1055502295	-0.0187469006	0.1449909045	-0.0095281183	-0.0032561125	0.0041307823	0.0101971586	-0.0305356135	0.0017403045	0.0011387437	-0.0196252327	0.1483154968	-0.0108703102	0.0111248301	0.0068152405	0.1014096521	0.0122253605	-0.0322036305	-0.0263206991	0.0720199487	-0.0626673883	0.0792352654	0.0498850168	0.1481140459	0.0557339074	-0.0546259573	0.057710647	0.0645989374	-0.0157761429	-0.0961708558	0.0464009083	0.0033864159	0.0323276934	-0.0795292751	-0.0764031893	0.0356011844	-0.1199569535	0.0810210006	-0.0454176892	-0.0323228682	-0.0615944269	0.1282045865	0.1255324169	0.1211199807	0.1150284477	0.086390929806484	-0.0130937265469555	0.0074633927528288	0.0001714456748864	0.0437867214593694	-0.0122145519831776	0.0019172769761604	0.0001491952801497	0.3038592152381909	-0.0240341689433023	0.0923304226851692	0.0005776412767951	-0.0023858458565217	0.0001150186680228	5.692260451081764e-06	1.3229293993762018e-08	-0.0014534063775595	-0.0001572045720394	2.471327747012233e-08	2.112390098330628e-06	0.0015952686150644	-0.0001641127440662	2.544881954209489e-06	2.6932992764938082e-08	0.0	0.0	0.0
903.6616634140346	1.1153691904823972	1.244048431077358	816604.4019242199	1062.6057328774896	6.573222988648013	1129130.9435441068	43.20726045849072	895.3909994227286	-0.1227195681506145	0.0150600924070733	801725.0418472327	917.348488961252	757.2199988680118	0.929035	19.996941	0.0978533262247191	0.0480320223208586	0.0151193404	-0.0657098163	-0.1777314447	0.0589081644	0.1381786364	-0.1068735931	0.0538796416	0.0426739883	-0.0207960114	0.0096501577	0.1777164834	0.0287984307	-0.0504166643	0.0772564557	0.0476544585	-0.0920460271	0.0534787049	0.0433109555	0.0285147136	0.0436105106	0.1753283516	0.0977263055	-0.0881000696	-0.040594349	-0.1224659017	0.0717602703	0.0626553841	-0.0281944206	-0.004893546	-0.0846016655	-0.1334978773	-0.0304748259	0.0710829904	-0.0216944932	0.1317589625	0.1127446468	-0.025132921	0.1156863536	0.0136363288	0.2172361416	-0.1251181772	-0.0182286986	-0.0769676901	0.2218650509	0.016499584	-0.0992229207	-0.1802818156	0.074025901	0.0250191119	-0.0568353002	-0.0116865106	0.1587814252	0.0734476378	-0.1525571541	-0.1280146984	0.0638914405	0.0100890209	-0.0392537126	-0.0538638981	-0.0101600274	-0.0299554761	0.0672032011	-0.0387127236	0.0338720122	-0.0630231915	-0.0062598402	0.0212132108	-0.0998856485	0.0119057637	-0.1905372783	0.1423418954	-0.144821081	-0.0431239955	0.0970798968	-0.0588470749	0.0517682449	0.0006435199	-0.0339299859	0.0889395912	0.0584726447	0.0552970384	0.0585720452	0.117622915	0.0356665077	-0.0735262458	0.0243367213	0.094012284	-0.1568686301	-0.1411474433	0.0632263056	0.0350494918	0.0353424676	0.0089929759	-0.0222779922	0.0633511372	-0.1866867785	0.205345619	0.1718460952	0.0921013094	0.0320083406	0.1277634447	0.1237830955	0.1172407796	0.1082719048	0.0798607189619389	-0.006530210844545	0.0063777344331177	4.264365367421437e-05	0.0558777784079609	0.0120910569485915	0.0031223261198091	0.000146193658134	0.2690769110463833	-0.0347823041918076	0.0724023840582632	0.0012098086848914	-0.0020507291424313	0.0003351167140904	4.205490015617016e-06	1.1230321206274689e-07	-0.0013486772922837	0.0001047290852757	1.0968181302705768e-08	1.8189304387216928e-06	0.0011461193296351	-0.0004491492854293	1.313589517763211e-06	2.017350806016508e-07	0.0	0.0	0.0
905.8544839151216	2.1928205010869988	4.808461749987436	820572.3460291313	1069.338549188605	6.732816311115357	1143484.9327807904	45.33081547922101	899.3577975207613	3.966798098032768	15.73548715055639	808844.4479613947	924.7194041358944	785.4047723661845	1.189049	25.593597	0.1145785187540148	0.0555357795884343	0.0057541663	-0.1036951227	0.0337285739	0.0081668825	0.0284843997	0.0312033531	-0.0486185475	0.0703146082	0.1103352511	0.0161573876	0.0489811484	0.0202237749	-0.0072409886	0.0760133045	-0.0365387987	-0.0753705856	0.0669001078	-0.1164093528	-0.05351354	-0.0807760983	0.0988721657	-0.1414616975	-0.164935529	0.0177803419	0.029284106	-0.011951611	-0.0484072688	0.1708990762	-0.0436898235	0.0718825788	-0.0605048903	0.1593329022	-0.14122857	-0.0116037807	-0.0007209662	-0.207525002	0.1411915756	0.0215021362	-0.0322927073	-0.0629659615	0.0023379755	-0.0777519012	-0.0135614542	-0.0426955366	0.0504490373	0.032102127	-0.1335603661	-0.0980702833	-0.064440649	0.1452488761	0.0615912379	-0.0114175162	0.1311513337	-0.007967838	-0.0318198207	-0.014464828	0.0372695379	-0.0626228693	0.0988528784	0.1030176778	0.0155392934	-0.1976754621	0.1315134987	0.1013864495	-0.0198395784	-0.0374807746	0.1186044085	-0.0587582708	-0.0323710993	0.165564432	0.1546463014	0.08380146	0.150673078	0.1295016826	0.0916622176	0.0624164645	-0.0110766591	-0.0200184723	0.0645302875	0.0390957457	-0.0107180289	-0.000475134	0.1010122005	0.2441570994	-0.0704370095	-0.0508970462	0.151538387	-0.019008622	0.4411897853	-0.257624236	-0.0670689721	0.0488715512	-0.2272691383	-0.195099142	-0.2144037494	-0.0199697788	-0.0133846409	-0.1735982684	0.057322976	-0.173463992	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.1106164356918668	0.0307557167299279	0.0122359958451729	0.0009459141115715	0.0921128877635482	0.0362351093555873	0.00848478409214	0.0013129831500113	0.2811426399194729	0.0120657288730895	0.0790411839808904	0.0001455818132389	-0.0020131034849985	3.762565743279994e-05	4.052585641313106e-06	1.4156900972504131e-09	-0.0011266138602208	0.0002220634320629	4.93121678595542e-08	1.2692587900416125e-06	0.0015968695160476	0.0004507501864125	2.549992251282096e-06	2.031757305509035e-07	0.0	0.0	0.0
906.1201450318592	0.2656611167376468	0.0705758289462936	821053.7172325576	1054.168159950507	-15.170389238097869	1111270.5094534378	230.14070963539564	899.0027824576574	-0.3550150631039059	0.1260356950306703	808206.0028666101	922.1214154283284	776.8258052877866	1.206082	25.960226	0.1502844510659308	0.0679821899440629	-0.0387032151	0.0640577085	0.1212407502	-0.0962193742	0.0091481256	-0.0437357487	-0.1485982757	-0.0108360725	0.0186216474	-0.0699477614	-0.1381785827	0.0774951703	0.0139677926	-0.1360549766	0.1330340936	-0.0814211101	-0.1238882681	-0.0895704639	-0.130084109	0.043375597	-0.0364799685	-0.0767646253	0.1368346032	0.0412654104	0.0156154965	0.1174681432	0.0527362446	0.0899284946	-0.2267712764	0.0518554335	-0.00700089	0.0025752417	0.0136209771	-0.04457957	0.1466126412	-0.1530223293	-0.0390547865	0.0090403858	-0.241591783	-0.0100884659	0.0033374779	0.0299636071	0.0883252394	-0.1226323274	-0.0213713205	-0.0163922666	0.1198114998	0.0154995445	-0.0281870555	0.0655697904	0.1273469629	-0.0873994863	0.0438534216	0.0809156902	0.0861301814	0.0155413859	-0.0435778481	-0.1760130981	0.0815518794	-0.0770193022	0.1064433273	0.0460714673	0.0626157216	0.003432466	0.075858966	0.1225709898	0.0338589026	-0.0103224945	0.2797730566	0.0105597265	-0.0629962465	0.073682056	-0.094545438	-0.0321020778	0.1656867392	0.0515433613	-0.014338084	-0.0656415185	0.0503345481	-0.1638691775	-0.0911213595	0.0438100006	0.0776581564	0.072033402	-0.0932370696	0.0261341799	-0.1608198642	0.0942692213	0.1903086358	-0.2972928721	-0.2400811209	0.2754957101	-0.1094079869	0.0711968316	-0.0425386169	-0.0022686555	0.0362261264	-0.1528356112	-0.0047122952	0.0588461687	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.1372785976085708	0.026662161916704	0.0188454133613759	0.0007108708780725	0.0827513222601936	-0.0093615655033545	0.0068477813358104	8.76389086735988e-05	0.2988382982819502	0.0176956583624772	0.0893043285200518	0.0003131363248815	-0.0023829232330434	-0.0003698197480448	5.67832313457801e-06	1.367666460439932e-07	-0.0001611928259674	0.0009654210342534	9.320377733789044e-07	2.5983127143356504e-08	0.001000808992678	-0.0005960605233695	1.0016186398251533e-06	3.552881475196413e-07	0.0	0.0	0.0
903.1598203777576	-2.960324654101669	8.763522057682165	815697.6611447834	1058.0234225277609	3.855262577253825	1119413.562617357	14.863049539573804	896.1627314327327	-2.840051024924719	8.065889824175947	803107.6412089762	920.8069102879468	785.9544450896916	1.269173	27.318222	0.1662482732221034	0.0833816631696528	-0.0218618988	0.029472129	-0.068614291	-0.0319344037	0.0987994024	0.2251475665	-0.0240092203	-0.0606841273	0.0245770081	-0.0147561562	-0.0723807978	0.0332947812	-0.0040597531	0.0602844544	-0.0703771376	0.0353708321	-0.0374119839	-0.0177324832	-0.0182989832	-0.0239548689	0.0505117714	0.0579137563	-0.0318985976	0.1048908951	-0.0666032065	-0.0254992824	-0.0235684819	0.2039458172	-0.0471961947	-0.0899405325	0.0872706943	-0.1032522708	-0.0088740318	0.0073727792	-0.1534175554	0.1300351922	0.0315258278	0.1601294931	0.1492708521	-0.1304775928	0.0202887591	-0.1330029958	0.0302692712	0.1400042628	0.0612819807	-0.0308440476	-0.0896048091	-0.0645450151	-0.0176227071	0.0531195874	0.00250724	0.0071549174	0.0345401639	-0.0593498147	0.0112022098	-0.0358484941	0.1675724923	-0.0428054663	0.1865641419	0.0842136891	0.0357693568	0.0876730833	-0.0338130678	-0.0738062646	-0.04636299	0.0444729268	-0.0468308479	0.0510208278	-0.1247132801	0.0457731618	-0.0467777362	-0.1213164231	0.1305675455	-0.1715266558	-0.1621104461	-0.1211620224	-0.0179613668	-0.0774125458	0.0649286077	0.0915145218	-0.0833698114	0.0810931387	-0.146164569	-0.0324488848	-0.1104604884	-0.0301488486	-0.0611630385	-0.1310658574	-0.0793414765	-0.0482449961	0.0462636154	0.1833485898	0.0477407582	0.210847968	0.0330882543	0.0121854945	-0.1047073588	0.0057169445	0.0162653199	0.2080735484	0.1259161521	0.1165232592	0.1013839798	0.0812449131	0.1398901175971474	0.0026115199885765	0.0195692450013437	6.820036650735064e-06	0.0386354355003391	-0.0441158867598545	0.0014926968763008	0.0019462114646083	0.2594198715453828	-0.0394184267365673	0.0672986697526229	0.0015538123663861	-0.0034129288171862	-0.0010300055841428	1.1648083111179996e-05	1.060911503365351e-06	-0.0002844426026191	-0.0001232497766517	1.5190507444693937e-08	8.090759418472724e-08	0.0005520155587304	-0.0004487934339476	3.047211770804358e-07	2.0141554635447884e-07	0.0	0.0	0.0
900.4987208766098	-2.66109950114776	7.081450555008856	810897.9463004104	1049.355576492811	-8.66784603494989	1101147.1259165597	75.13155488559651	893.8565435045548	-2.3061879281779056	5.318502760073501	798979.52036591	917.3837035364312	760.0659426294638	1.066021	22.945478	0.1417874317233148	0.0799661025041364	0.0231671143	0.0765846699	0.0224909637	0.0299087121	0.0834247913	0.0200016335	0.0457448968	-0.022840467	-0.0010605798	0.0377445808	-0.0929000508	-0.1447004718	0.0443662694	0.1107310239	-0.0578952667	-0.0448380664	-0.0964609138	0.0862968061	0.0777590368	0.0410058446	-0.0663520077	0.0378738277	-0.0599046237	0.0319906918	-0.0845477088	-0.1108804099	-0.0345950323	-0.0083228488	0.0815212941	-0.040309998	-0.0399058658	-0.1316485556	-0.1292657845	-0.1316161971	-0.0875857707	0.0702237429	0.1037465985	-0.0338224918	-0.072258829	-0.0863114547	-0.0685645974	0.0040726371	-0.0501227255	-0.1040026587	0.0135585508	-0.058583338	0.0508524226	0.0633830432	0.0349992807	-0.0607017319	-0.0865167576	-0.0862620385	-0.0668888232	-0.0576538401	-0.0605074291	0.0171415534	0.0697328923	0.1290186741	0.0489032811	-0.0294984839	-0.006473793	-0.0004194893	-0.0663413514	-0.1849590903	-0.1157794023	-0.0115808537	0.0389128987	-0.1792183199	0.0077827488	-0.0090902664	-0.1043120688	0.024544397	0.0915184032	-0.0726951641	-0.013235909	0.008481376	0.002527121	-0.0568850465	0.0466678328	-0.0519991996	-0.0655264468	-0.0851307916	-0.0456421666	-0.0132567697	-0.0242925711	-0.048307433	-0.1785863673	-0.0880423785	-0.0003393637	-0.1319506004	0.0111845623	0.0902971815	0.0333007838	0.0980779668	-0.0608846853	-0.063201069	-0.0248239563	0.0700036375	-0.1748249124	0.0568376709	0.1251271724	0.1134548014	0.0948006283	0.0703125971	0.1210529472548529	-0.0188371703422945	0.0146538160390861	0.0003548389865046	0.0972532424858343	0.0586178069854951	0.0094581931740084	0.0034360472957887	0.309533617604103	0.0501137460587201	0.095811060427083	0.0025113875440378	-0.0034209397544318	-8.010937245599842e-06	1.1702828803451903e-05	6.417511555293878e-11	-0.0001852484415849	9.91941610342e-05	9.839481583278805e-09	3.43169851096341e-08	0.0007291846271867	0.0001771690684563	5.317102205254067e-07	3.138887881767312e-08	0.0	0.0	0.0
