global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09
983.9249938247056	n/a	968108.3934729468	n/a	1214.9098068807134	n/a	n/a	1476005.8388549322	901.786173344482	n/a	n/a	813218.3024352841	975.3271052719522	791.2851931908632	n/a	n/a	n/a	n/a	-0.0844729849	0.1405442337	-0.0711183151	0.1080435177	-0.1566587096	0.0643620348	-0.062083052	0.0877561057	-0.1251992734	-0.1287677791	0.0946414199	-0.3732513783	0.0344691895	-0.0119631488	0.1107496684	-0.1359972552	0.1409020687	0.0505735794	-0.1124397889	0.0132382777	-0.1459720921	0.0074236756	-0.0191166297	0.0497809829	-0.0039605197	0.0777449155	-0.1285385084	0.0881202262	-0.1356844884	0.0976588044	-0.2524439956	0.0169607751	-0.0596625957	0.1147995073	-0.0043468345	0.1120924755	-0.1245656723	0.0783374457	0.0105726102	-0.0478187908	0.1373807852	-0.134853144	-0.1452939031	0.0708995339	0.0202646939	-0.1049156385	-0.001822401	-0.0678591774	0.1480936937	0.1149708593	-0.0372327749	0.1011914589	0.0931251122	-0.2162300688	0.1217327995	-0.1886264719	0.0055368206	-0.1028684428	0.0513208908	-0.3136621427	0.2188613328	-0.0424856581	0.2474135998	-0.0355186861	0.0297699619	-0.2864571704	0.0174601371	-0.2246638596	0.0720050655	-0.0286823185	0.0699332391	-0.0617169812	0.0659093219	-0.1337154567	0.0350089647	-0.0454500233	0.0083731685	0.1597905158	-0.0924238424	0.1392715625	-0.1837705897	0.0601745457	-0.1842270324	-0.0940299339	0.0425125062	-0.2562513828	0.0062194582	-0.130439112	0.0277465612	-0.033333822	0.002604852	-0.092607056	0.0466384297	0.220152358	-0.0868515343	0.2099761865	-0.1104577129	-0.0829379184	0.1095450665	-0.0101480724	0.1359933471	-0.0796029204	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.0004425772759475	n/a	n/a	1.958746451851096e-07	0.0763892932269385	n/a	n/a	0.0058353241197111	-0.0381325332149344	n/a	0.001454090089388	n/a	0.005104022971716	n/a	2.6051050495804625e-05	n/a	-5.080336415996811e-06	n/a	2.5809818099703324e-11	n/a	-0.0010104943283349	n/a	n/a	1.0210987875970009e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
982.882953471276	-1.04204035342957	966058.9002244184	1.085848098175623	1204.0152989304413	-10.8945079502721	118.690303478542	1449652.84005856	902.2629989070596	0.4768255625775737	0.2273626171274196	814078.5191967606	971.6690000816895	780.3514513468633	1.283615	24.769365	0.2378973825510499	0.1453356729170226	-0.0735763759	0.0441488806	0.0668562141	-0.1565776756	-0.1612769354	-0.0312676867	0.0370984346	0.0477791828	-0.0458557671	0.0829840998	0.0088857333	-0.1188446613	0.0232882082	0.0903305544	-0.1047000344	-0.1656165341	0.0480034807	0.0852499422	-0.0001392363	0.0560111485	-0.0639495528	-0.0300350722	-0.0187401456	0.1007559375	0.0493153235	-0.0366120425	-0.0581978019	-0.1637826623	0.0533127288	-0.0261078277	-0.2315025442	-0.1454197751	-0.1683130304	0.0850231773	-0.0446576732	0.1112157445	-0.1173842782	0.1152228719	-0.0179468165	-0.0105008754	0.0310754699	-0.1090243282	-0.0607340426	-0.0253847987	0.1168194202	-0.1075489458	0.0886367327	0.1272130367	-0.0320868282	0.0256178856	0.0568333042	0.0533364649	0.0607783189	-0.1149391555	0.0339406564	-0.0021734981	0.0970435572	-0.0461983837	0.1093501546	-0.0646843839	0.1095101095	-0.0511604757	0.0912898841	0.0156527049	-0.0451109491	0.0202157189	-0.1345400136	-0.1316023976	0.1157791283	0.0246308742	-0.0710023037	0.0218470856	0.204710315	0.1148473553	0.0230102414	0.1355051879	-0.1976678712	-0.1765072835	-0.0670026758	0.0667690337	-0.1693097643	-0.0950292523	-0.0663990324	-0.008239529	0.1814565432	-0.0832875095	0.0866977358	-0.0344458054	0.0274696435	-0.0060755047	-0.0603497928	-0.0856861284	-0.0182133432	0.0325838908	-0.0562676686	0.0814807335	-0.0368100185	-0.0604576479	-0.1252187003	-0.1287060888	0.0013431745	-0.0096597274	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.0058833446356771	0.0054407673597296	2.9601949462699004e-05	3.461374410215051e-05	0.1161878266462537	0.0397985334193151	0.0015839232623283	0.0134996110607799	0.0686924925533531	0.1068250257682875	0.0047186585331924	0.0114115861303952	0.003605005442824	-0.001499017528892	1.2996064242790663e-05	2.2470535519254786e-06	-2.9331331723447818e-06	2.147203243652029e-06	8.603270206709363e-12	4.610481769549797e-12	-0.0007949979403962	0.0002154963879387	4.643869321462672e-08	6.320217252342e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
981.2937884882492	-1.5891649830267625	962937.4993256208	2.52544534327845	1196.9034877159784	-7.111811214462932	50.57785875016073	1432577.9589066731	900.0779997145368	-2.1849991925228096	4.77422147132533	810140.4055701216	970.9360912598584	797.8159988960718	1.190077	22.964403	0.1732007669710936	0.1118029169277458	-0.0354072191	0.0897177554	-0.1234819634	-0.0672826045	-0.0803721585	-0.1118269639	-0.037437086	0.0527467098	0.089215796	-0.0744484994	0.1739255966	-0.0113546956	0.0079472808	0.0821772744	-0.0055020258	-0.0210399118	0.0054392308	0.0345262485	-0.075701948	-0.006144618	0.0882516672	0.003981239	-0.1736559594	0.0314532965	0.1475175592	-0.0776495834	0.1117808907	0.1043911327	0.1005804839	0.0319372762	-0.0502648164	0.056916379	0.0020540154	-0.0420256375	0.0078920157	-0.0988455368	-0.1226735778	-0.0148676337	-0.0525746809	-0.0726326922	-0.1119871669	-0.0550372485	0.0726930973	0.0941640555	-0.1032418249	0.1725979547	0.0877159788	-0.0500531937	-0.1945489179	0.0377330572	0.0048272978	0.020265615	-0.0694808094	-0.0280064912	-0.1205167183	-0.0899532393	-0.0752754976	-0.1764586006	-0.0278534216	-0.0141341111	0.0022511165	-0.0141801422	-0.0605028652	0.0248002379	0.0850350571	0.1642211791	0.1527496449	0.0438252835	-0.0352811347	0.1019607316	-0.0901890456	0.1078119008	0.0695262622	0.133766859	-0.2181564695	-0.0521389078	-0.0067173397	0.0564299916	-0.0280505299	0.016017323	-0.1068792207	-0.0304549347	0.0705510791	0.0326051792	0.0706891603	-0.2135169198	-0.1188699991	0.0060509296	0.0112880211	0.025118662	0.0888842376	-0.1077096605	-0.0261867412	-0.0205873529	-0.0350711046	0.038501733	0.0205508582	0.0949410151	-0.0159458895	-0.1699339981	0.0288875281	-0.0747265665	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.0001840795211762	-0.0056992651145009	3.248162284536696e-05	3.388527011645907e-08	0.1387230062776439	0.0225351796313901	0.000507834321019	0.0192440724707072	0.1064042291871558	0.0377117366338027	0.0113218599889127	0.0014221750799372	0.0016770015629709	-0.001928003879853	2.8123342422068413e-06	3.717198960728606e-06	-1.847536523547077e-06	1.0855966487977049e-06	3.413391205840419e-12	1.1785200838808073e-12	-0.0010110001757223	-0.000216002235326	4.6656965665871854e-08	1.0221213553105214e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
980.0189565379698	-1.274831950279463	960437.1551737712	1.6251965014533392	1203.1153271940238	6.211839478045476	38.5869497010043	1447486.490529183	899.8950540018823	-0.1829457126544866	0.033469133778658	809811.1082170506	970.3750499246692	776.9962201662804	1.15368	22.262066	0.0656101523143207	0.0488607849833514	-0.0070036308	0.0355486633	0.1152996117	0.0644319323	-0.047749212	0.0953948321	-0.0014242887	-0.0050354897	0.0188176116	0.0136365063	0.0212696283	0.0445062529	0.0802840687	-0.1363445073	-0.0510645493	0.1475149853	-0.0567608038	0.0458159652	0.0125855674	0.1707782094	0.0075353573	0.1343310627	-0.1465748496	-0.0161461074	-0.0677479502	-0.0250626792	-0.0749118583	0.0999512594	0.0020947382	-0.0949318393	-0.0394617593	0.0732107342	0.0097563386	-0.0109355704	-0.0130734037	0.0905320391	0.0606444585	0.0135115871	0.0538063975	0.0372574564	0.0916562261	0.1773075063	-0.0259676964	-0.0258469475	0.0538861827	0.0794874507	-0.0471859768	-0.0804333363	0.0383517825	-0.0477205609	-0.0581311969	-0.0090181684	0.084029372	-0.0060363553	0.0908475569	0.146622971	-0.0416818332	-0.1380013886	-0.1029384485	-0.0057559248	-0.1103255059	-0.1259739244	-0.0622462031	0.0107445518	0.0422248828	0.0376107899	0.0186107209	-0.0479992023	0.0004852595	0.0290249598	0.0500054285	-0.0371479572	-0.0712594608	-0.0985046987	0.1115749378	-0.0081211312	-0.0142494947	0.0836917977	-0.0029525209	-0.0034825111	-0.0579120818	-0.0340853759	0.1436591594	0.0084952388	0.0165425987	-0.1117118208	-0.0399590671	-0.0671324889	-0.035167389	0.0663270962	-0.0207306605	-0.0618021291	-0.0147380649	-0.0267574236	-0.1379332066	-0.0680241234	0.2042231869	-0.1173967038	-0.0738972492	-0.0261669898	0.0642843251	-0.0810335738	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.0059456719120163	0.0057615923908401	3.319594687818654e-05	3.5351014485339564e-05	0.1397300336117695	0.0010070273341256	1.0141040516761323e-06	0.0195244822931462	0.1163393367104674	0.0099351075233116	0.0135348412662315	9.870636149976275e-05	0.0007849564230464	-0.0008920451399245	6.161565860817988e-07	7.957445316629207e-07	-8.739694757231575e-05	-8.554941104876868e-05	7.638226444958108e-09	7.318701730791184e-09	-0.0010104662253747	5.339503475999211e-07	2.851029737020766e-13	1.021041992622994e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
982.238296449268	2.2193399112982206	964792.07101156	4.925469641881194	1197.2005260673302	-5.914801126693646	34.98487236833643	1433289.0996158922	901.5124730981488	1.617419096266531	2.6160445329676407	812724.7391515404	971.0598827115484	779.2143797155929	1.087577	20.986506	0.1163786745853021	0.0533613528273781	-0.0552248419	0.019877106	0.0862114503	-0.1069336776	-0.0228896529	-0.0114187691	0.1246893763	0.0788851521	0.0450745876	0.0355586673	-0.041869078	0.0247801139	0.0585623293	-0.1112648183	0.0440488088	-0.1237653048	-0.0432525342	0.0806935778	0.0649520979	-0.0047445116	0.0968053074	0.0820740702	-0.040512601	-0.0617336815	0.067050169	0.0253646581	0.1470727249	0.0944372739	0.0156021224	-0.0842230216	0.1164510636	-0.0889171297	-0.0350242652	-0.0409837282	0.2131037069	-0.0075405057	0.0086295448	0.0259224888	-0.0378563617	0.0133144036	0.0352312743	0.0111036481	0.0445919329	-0.0199928515	0.0328306687	0.051910918	0.095316731	-0.1682024768	0.1175772335	-0.0524579171	0.0008390524	0.133169471	0.007684376	0.0704007339	-0.0573011814	0.0583429514	-0.08132864	-0.0645584474	0.0213540318	-0.1182540281	-0.041218108	0.077306439	-0.1579699995	0.0660349339	-0.0002201663	0.0598079582	0.0288656836	-0.0666184264	-0.1433626254	-0.0157509964	-0.1930488107	0.0651222961	-0.0065709054	-0.0125040139	-0.0389155474	0.0141652847	0.1156540886	-0.058526856	-0.0346807586	0.0212065589	-0.0717689775	-0.0419745435	0.0452260232	-0.0585444902	0.0504256073	-0.1283575616	0.1206328095	0.0735148483	-0.0069860029	0.0499321434	0.0148134765	-0.0661734613	0.0311384583	-0.112130459	-0.102576541	-0.0136476484	0.0952972796	-0.0065876694	0.0115961886	-0.0413993362	-0.0288285145	0.0697631579	0.1282045865	0.1255324169	0.1211199807	0.1150284477	-0.0032771891262228	-0.0092228610382391	8.50611657306688e-05	1.0739968569032958e-05	0.1293764313518437	-0.0103536022599257	0.0001071970797567	0.0167382609893383	0.1013256588721844	-0.015013677838283	0.0102668891458822	0.0002254105222317	0.0015608736493305	0.0007759172262841	2.4363265491743125e-06	6.020475420444112e-07	-0.0004709170933134	-0.000383520145741	2.217629087747415e-07	1.470877021892625e-07	-0.0005341329284228	0.0004763332969519	2.2689340978506698e-07	2.85297985225516e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
982.3081213890024	0.069824939734417	964929.2453467912	0.0048755222089149	1199.2771825513405	2.0766564840103	4.312502152582022	1438265.760588281	901.4700961467104	-0.0423769514384275	0.0017958060132148	812648.3342467593	971.1411833092288	791.3085544120231	1.188256	22.929272	0.0877217914384487	0.0392326818396845	0.0008091683	0.0552718825	-0.0798933081	0.0064973701	-0.0085230095	0.0975128149	0.0039733232	-0.0957970648	0.1006767096	-0.0964237057	-0.0215539831	0.0557889811	-0.1387940675	0.0059232651	0.0758234781	0.0225997523	0.0483603569	0.0134368217	-0.0980617157	-0.1916328453	0.2092630634	-0.0064945239	-0.1374501489	0.1016135796	-0.0329249741	-0.1316329491	0.0869445373	-0.0142370788	-0.0037222729	-0.1162927376	0.1147484798	-0.0980888763	-0.0900534293	0.0970513298	0.002040803	0.0629747965	0.0066479035	-0.068651785	-0.0703836231	-0.0729455927	0.033724248	0.0486834711	0.0732756603	0.060520454	0.0192282124	-0.0680199713	-0.0141372429	0.0946752496	-0.0230082478	-0.0166339461	-0.1186663405	-0.032907212	-0.0373987777	0.1155816878	-0.0862011505	-0.2040784456	0.0332743441	-0.037907341	0.043737726	-0.0721914886	-0.1133281501	-0.1499446591	-0.0196570475	-0.0069997487	0.0496114999	0.0938609169	-0.0093567152	0.0851846541	-0.0424469388	-0.0405675884	-0.2487965282	-0.1740612017	0.0047177912	0.0887077146	-0.0614077831	0.0286205158	0.0629679638	-0.1552829867	0.0055490561	0.0202807264	-0.0479884443	0.0034189124	0.0634440828	-0.0304860426	-0.0254579929	-0.0664011469	-0.1125297139	0.0869854748	-0.0140849661	-0.0656141652	-0.0083937959	-0.0432817232	0.0381165747	0.0366960464	0.062643325	-0.1045787412	-0.0196258318	-0.0063869692	-0.0847541505	-0.0115731118	0.0367112627	0.0321722411	0.1277634447	0.1237830955	0.1172407796	0.1082719048	-0.0090878151049764	-0.0058106259787536	3.376337426496624e-05	8.258838338223721e-05	0.1102925453304237	-0.01908388602142	0.0003641947056785	0.0121644455554635	0.0844849107865073	-0.016840748085677	0.007137700150604	0.0002836107960852	0.0013619996837709	-0.0001988739655595	1.8550431385920316e-06	3.9550854177400954e-08	-1.934750606391589e-07	0.0004707236182527	3.743259908932621e-14	2.215807247809709e-07	-0.0002839998851832	0.0002501330432396	6.256653932030359e-08	8.06559347840708e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
978.9959685515912	-3.3121528374111904	958433.106440268	10.970356418371	1202.701056895909	3.423874344568503	11.722915527394395	1446489.8322585365	901.6468734082368	0.1767772615264675	0.0312502001927971	812967.0843268491	972.912647290828	778.7889832187461	1.094279	21.115843	0.0546074722939591	0.027294685508387	-0.0173253849	0.0451897575	0.0990484023	0.1430168193	0.0119615271	0.1482796093	-0.0919257204	-0.1435599258	0.0876677994	0.0447201517	0.0288132096	0.016815496	0.0984973283	-0.1638507711	0.0411722903	0.1432453921	-0.0309927768	0.0379076275	0.039017176	-0.0019052709	0.0186502288	0.1754311488	-0.0601973024	0.1289848896	-0.0522349124	-0.0595666197	-0.0448358787	-0.0039083291	-0.0268616365	-0.1095505015	-0.0607308851	0.0463175136	0.0422878909	-0.2097698958	0.081121323	0.0060390386	0.0828408146	-0.0144816135	-0.0680255655	0.1400857613	-0.096726507	-0.0366386976	-0.015637624	-0.1099812898	-0.0656275603	0.0822433887	0.0275435068	0.1240364935	0.0853932634	-0.0133616336	-0.1452220922	-0.032400224	-0.0378224769	0.0476587253	0.1340597023	0.1192972844	0.0225356725	-0.0903424028	-0.1145039876	-0.0195456949	-0.0592599318	-0.0659094132	0.001705595	0.0109314509	0.0742964686	0.0002503549	0.0071683522	-0.1688006823	-0.1248446559	-0.0056646433	0.0335540436	-0.1089195556	-0.0862915154	0.1038326177	0.0288857376	-0.0725085435	-0.0492975332	-0.0324187347	-0.0094865719	0.0251059678	-0.0470408258	0.0117973136	0.0525040446	-0.1025055028	-0.1082044166	0.0101478004	0.0048109703	-0.0937043301	-0.0726623874	-0.0277185459	-0.0737113799	0.0633244	0.0636253565	-0.072217107	-0.0539299225	-0.18004336	0.1053690957	0.018861603	-0.1067029978	0.06261115	0.0089972109	-0.0355132087	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.0001114597647386	0.009199274869715	8.462665812856992e-05	1.2423279155584062e-08	0.1016438702154687	-0.0086486751149549	7.479958124404186e-05	0.010331476352379	0.0908953087246118	0.0064103979381044	0.0082619571481424	4.1093201724854365e-05	0.001362007912718	8.228947100119566e-09	1.8550655543064432e-06	6.771557037656621e-17	-0.0002849738960992	-0.0002847804210385	8.121012145795765e-08	8.109988820689998e-08	3.8193952254831904e-05	0.000322193837438	1.0380886888304493e-07	1.458777988844379e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
980.6813412754416	1.685372723850378	961735.8931257993	2.840481218298842	1200.3770351805629	-2.3240217153461344	5.401076933400389	1440905.0265888784	900.0547367287012	-1.5921366795356562	2.534899206322825	810098.5291077716	968.531387445138	773.4042197623754	1.214006	23.426159	0.0627543342110966	0.0295436168552391	-0.0120247128	0.0258929499	0.0898114078	-0.126523572	-0.0143709583	-0.0069537108	0.1253685036	0.0428090488	-0.0415566772	0.1010028786	-0.1521300493	0.1497759061	0.0774920594	-0.0013636665	0.1637117318	0.0679459892	-0.0902466607	-0.0015046632	-0.0593558263	0.1377923364	0.1052220049	-0.0280980648	-0.0112141734	-0.0277367116	-0.0074888796	0.0385303449	-0.0407926869	0.0420084345	0.0057464293	-0.0147367038	-0.0134542783	-0.1097295282	0.0062457928	-0.1540504278	0.0395050286	-0.0100993331	-0.1317280724	0.0603073525	0.012971251	-0.0389097528	-0.0558159235	0.1584320536	-0.0702108875	-0.0754736396	-0.0085294856	-0.1671387082	0.0124194225	-0.172235546	-0.0938424912	-0.108906864	0.0818183401	0.0528197432	0.0860582074	0.0356572591	-0.1233947584	0.0735662186	-0.1382360552	0.0121056461	-0.0494600556	-0.0336941081	-0.1683537669	-0.0132531984	-0.0183656137	0.1375210864	0.0362926962	-0.0559282476	-0.0368870528	-0.0344902167	-0.0756920106	0.0568141277	-0.0845215472	0.0061241581	-0.0966522289	0.0268781583	0.0690369357	0.0282311062	-0.1298256893	0.0609807597	-0.007191254	0.013623506	-0.0304290457	0.0072457184	0.0553824284	-0.0413565103	0.052138935	0.0195483475	0.1351509373	0.0998476712	-0.0216700854	0.0078557096	-0.0382783567	-0.0213918329	0.0320655679	-0.123706215	0.0734244146	-0.1131599356	0.0298285174	0.0649636636	-0.0877633656	0.0566338349	0.0676552303	0.0507228543	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.0002431339249113	0.0001316741601727	1.7338084457185854e-08	5.9114105442773675e-08	0.117378862283445	0.0157349920679763	0.0002475899753792	0.0137777973109559	0.0719854965139958	-0.0189098122106159	0.0051819117083665	0.0003575809978407	0.0013619384960395	-6.941667849997418e-08	1.8548764669943356e-06	4.818675253968778e-15	-0.0005741583432441	-0.0002891844471449	3.2965780311680973e-07	8.362764447050146e-08	-0.0002321092993684	-0.0002703032516232	7.306384783809222e-08	5.387472685328953e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
981.6396636387724	0.958322363330808	963616.429228842	0.9183817520599452	1197.1671708609554	-3.2098643196075045	10.303228950289348	1433209.234987224	900.5650897775495	0.5103530488482875	0.2604602344687425	811017.4809260458	970.6969782027908	783.1606484657009	1.106526	21.352171	0.0575064930694058	0.0298918356163724	-0.02875573	0.0082731607	-0.001030809	0.0874660412	-0.0618846221	0.0431249166	-0.0097489239	0.0060436046	-0.0139628327	-0.0644376317	0.0083617686	-0.0264763195	-0.105868858	-0.0560633451	0.14828392	0.0136689705	0.0325312905	0.0041935961	-0.0670978751	0.0579858398	0.0790634577	-0.0038233966	-0.1034743906	-0.0211859285	0.0321314735	0.037911989	-0.0151410157	0.0756230922	0.0772414099	-0.0337068139	0.1477443987	-0.0755724332	0.0516679428	-0.0119326703	-0.1210500563	-0.1415911358	0.1590229806	0.0102947269	0.1410815544	-0.0168869523	0.0121798092	-0.0246360447	0.24469639	0.0281747218	-0.0585511789	-0.0135271488	-0.0210594449	-0.0199754398	0.0090117808	0.0068843476	-0.0222530697	-0.0354052938	0.054623656	-0.0141843976	-0.0554620672	-0.0953717168	-0.0779473363	-0.0838162904	-0.0161228721	-0.0011696008	-0.1907565333	0.1341692058	-0.1214739163	-0.1058546148	-0.0090857669	0.0666906105	-0.0517527099	0.1549882819	-0.0228611533	0.060729108	0.081918877	0.1157084407	0.036265669	-0.0184048025	0.0514795879	-0.1408135131	0.0547154378	-0.0215165196	-0.028963656	0.0460702735	-0.0363768391	0.0665803212	-0.0522754928	-0.1250537641	-0.1674940898	-0.0168302125	0.0083342204	0.066643507	-0.0620381627	-0.0344586058	-0.0740049127	0.0556315756	-0.02649475	-0.0281489378	0.068322862	0.0611005688	0.0550445985	0.0656481624	-0.0344209963	0.1481227688	-0.0597400384	0.0480173829	0.1259161521	0.1165232592	0.1013839798	0.0812449131	0.0001548796353461	-8.825428956520001e-05	7.788819626658172e-09	2.3987701444940908e-08	0.1141439578622964	-0.0032349044211485	1.046460661396675e-05	0.0130288431164696	0.0588167555891487	-0.0131687409248471	0.0034594107380336	0.0001734157375457	0.0016670222981787	0.0003050838021391	2.778963342624995e-06	9.30761263277105e-08	-0.0004099012857852	0.0001642570574589	1.680190640883602e-07	2.6980380925056377e-08	0.0001188417097104	0.0003509510090788	1.2316661077342798e-07	1.412335196689098e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
981.9400176401904	0.3003540014179862	964206.1982432174	0.0902125261677956	1199.2945604759627	2.12738961500736	4.525786574041162	1438307.4427872326	903.6740669421788	3.108977164629323	9.665739010186584	816626.8192638174	972.6190019614796	782.4591758458038	1.115405	21.523506	0.2193877879982819	0.1293611885245721	0.0585419961	0.0304218022	0.0436687719	-0.0415195603	0.004443524	-0.0292876312	-0.0274438488	0.0393914886	-0.0323242076	0.052190259	-0.1349757379	0.0342952089	-0.1306479814	-0.0260534062	-0.0756903098	-0.0657773155	0.1095744385	0.0054959095	0.1407760531	-0.0205307419	-0.0538774803	-0.0046019542	-0.005900483	-0.1995472784	0.052453616	0.0556337931	0.0380103353	-0.0191743363	-0.0407092306	0.2275690957	-0.0171809567	-0.0263934898	-0.1165718761	-0.1111262165	-0.1541656342	-0.0183572689	-0.0208390769	0.1134229762	0.0174246058	0.2905387359	-0.1280734951	-0.0939286243	0.0686266498	-0.0815943805	-0.0007780781	-0.0723045296	0.0258716824	0.1306854428	0.0468091063	0.0380260606	0.0465732353	0.0223562691	0.0910637619	0.076102439	0.0310244085	-0.0599355043	0.1030605065	0.1175702066	0.0752024009	-0.0415630752	0.0083283694	0.0667708692	-0.047697882	0.0340497348	0.0344323507	0.1095347882	0.0319608686	0.0383392032	-0.040501417	0.1868646322	0.2424597676	0.2034688362	0.0908695865	-0.0702483612	0.0495778303	0.151132423	-0.055260574	-0.2446003264	0.0417811242	0.0455749814	0.0089296362	0.1051092063	-0.0472702208	-0.0351188706	0.1126900107	0.0417328234	0.1403712967	-0.0282434695	-0.003820251	-0.0451372767	-0.0125053216	0.0013051464	0.0006621986	0.0025258447	0.0276010916	0.0435598338	-0.0442926122	0.016858176	0.1601247237	0.0594439443	0.0519426412	0.1625446291	0.1251271724	0.1134548014	0.0948006283	0.0703125971	-0.0173233870020794	-0.0174782666374254	0.0003054898046489	0.0003000997372238	0.0668055093814246	-0.0473384484808718	0.0022409287045761	0.0044629760837116	-0.0531594486237594	-0.1119762042129081	0.0028259269779821	0.0125386703099308	0.00141799553275	-0.0002490267654287	2.0107113308989564e-06	6.201432989988082e-08	0.0001270374782178	0.000536938764003	1.613852087193801e-08	2.8830323628906936e-07	5.290986580056781e-05	-6.593184390983218e-05	4.347008041350475e-09	2.799453899034095e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
