global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12
954.9412770265538	n/a	911912.8425691054	n/a	1050.455951541078	n/a	n/a	1103457.7061280718	896.3926471367084	n/a	n/a	803519.7778407555	918.0492024148068	788.7565931009002	n/a	n/a	n/a	n/a	-0.0264090899	0.0244771687	-0.0007786467	0.0278307434	0.0258349129	0.0926406011	-0.0342741231	0.0572576046	-0.0020035202	0.0156939327	-0.0420313572	0.0870639724	0.0727635055	-0.1423859904	0.1200875484	-0.2821325897	0.1009706869	-0.059977624	0.1885882041	-0.0077015336	0.087144848	-0.0416593804	0.0314128722	-0.0712781393	0.0619462371	-0.0479935992	0.0696619011	-0.0800482618	0.0110254177	-0.0286627121	-0.0494761738	0.0676089935	-0.0561124237	0.2454433544	-0.0040337989	-0.0625045479	0.0323504639	-0.0108277429	-0.0536849039	0.0262840661	-0.2119081384	0.0526980865	-0.0101627954	0.3285783216	-0.0655060572	0.0681739792	0.0006285372	-0.0227165864	0.1961928159	-0.0030959172	0.1079015563	-0.0094324934	0.0916480164	-0.0752044637	0.0115525028	-0.0639796274	0.0298649907	-0.0251173401	0.0021201606	-0.2201105492	0.083541288	-0.0555452802	0.1021305164	-0.0446781793	0.2117134466	-0.0496719197	0.0746646912	-0.0944278191	0.046944202	-0.0952668372	0.0275995707	-0.1038867578	0.0999621555	0.0431898777	-0.1604390584	0.1903822371	-0.0059549683	0.1226022353	-0.0042100834	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.0427591591995764	n/a	n/a	0.0018283456954547	-0.0753836190614833	n/a	n/a	0.0056826900228068	-0.0559631200564751	n/a	n/a	0.0031318708064554	0.0006090286766442	n/a	n/a	3.709159289749856e-07	0.00151099212053	n/a	n/a	2.283097188303746e-06	-3.796065908785826e-05	n/a	n/a	1.4410116383845961e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
953.09241145076	-1.848865575793866	908385.1447650248	3.418303917355584	1048.4603635002586	-1.9955880408194844	3.982371628661748	1099269.1338310945	897.308727510644	0.9160803739355288	0.8392032515098582	805162.9524667711	918.0934005655582	780.5420089747083	1.049477	22.714718	0.1707788201669373	0.0999752999760992	0.0144498802	-0.0696450175	-0.0463235689	0.0592248744	0.0227531097	-0.0092485498	-0.0176520859	0.0304972022	0.0266509566	-0.0170620531	-0.0107574727	-0.0589415363	0.0055441296	-0.0654585067	0.1247552502	-0.1673721645	0.044512182	-0.0531151524	0.1156858518	0.1500154341	-0.0140352553	-0.0741861081	0.1002072723	-0.0645860178	-0.1898016818	-0.0928146571	-0.0195620323	-0.0243244926	0.037663319	0.0822038752	0.065238639	0.0989205754	-0.0729287994	-0.1975939678	0.0302352867	0.001793848	0.0361461588	0.1055017842	-0.0341472366	-0.0246732455	-0.0454091535	0.0211931341	-0.0762090581	0.2554057651	-0.0302952075	-0.0030601703	-0.0590774468	0.0342857343	-0.0217548106	0.0890555296	0.0138812683	-0.1040669065	-0.1871481131	0.0630119863	-0.0243810321	-0.0084480969	-0.0484064491	0.046542552	-0.0428753758	-0.0919121026	0.0616197642	-0.1065132456	-0.0108751118	-0.120194697	0.0637471087	-0.0953420455	0.0577169234	-0.06187679	-0.0585364657	-0.0391286753	0.1267875142	-0.0663473052	0.0225790928	0.0617968955	-0.155304971	0.1138928703	-0.0707189187	0.0365973883	-0.0579415881	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.045783455595739	0.0030242963961625	9.14636869184208e-06	0.002096124806287	-0.0289829186566095	0.0464007004048738	0.0021530249980628	0.0008400095738556	0.0303772111501388	0.0863403312066139	0.0074546527928677	0.0009227749572601	0.0007761776692016	0.0001671489925573	2.7938785712953757e-08	6.024517741672285e-07	0.001228887128942	-0.000282104991588	7.958322627886563e-08	1.5101635756793118e-06	-0.0002889765181282	-0.0002510158590403	6.30089614897607e-08	8.35074280294979e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
952.5793490496234	-0.5130624011366081	907407.4162358042	0.2632330274600617	1042.850456013399	-5.609907486859584	31.47106201112321	1087537.0736073542	896.2718394123057	-1.036888098338295	1.0751369284756058	803303.2101235178	916.3357752104616	773.7258784583089	0.923632	19.990948	0.0902885493167636	0.0511421782638693	0.018431688	0.0695472096	-0.0047372036	0.10446622	-0.0135388328	0.0256124888	-0.0053667946	0.0809249653	-0.0054730466	0.0395107929	0.0013873919	-0.0148333204	-0.0139501081	-0.018088297	-0.0314278599	-0.1226563885	-0.088104864	-0.0529976242	-0.0576237983	-0.0103559403	-0.107015271	-0.0885987349	-0.1145460681	0.0259718426	-0.0993295713	0.0607440086	-0.0290655122	0.0561995055	0.038066366	0.0490026682	-0.019110757	0.0566783416	0.0493537598	-0.0550663125	-0.0048247376	-0.0175331659	-0.0143232098	-0.0137105186	0.0880821148	0.0203182813	-0.1108700831	-0.0404893732	-0.1415261519	0.0885504422	-0.002958753	-0.0423862783	0.0119297504	0.0286267433	-0.0083874815	-0.0524411887	0.0251646003	-0.0188067319	-0.0714778325	0.1229453461	0.0323359267	-0.0018783309	-0.0124607186	0.0267404002	0.0242951594	-0.1233046455	0.0596601324	-0.0204238333	0.0526978396	-0.0682170225	-0.0171461018	0.034646631	0.1556037571	-0.0824972852	-0.1598213753	-0.0342348232	-0.0425710688	-0.0499618193	0.0197690388	0.1122594353	-0.0443735981	0.0059447431	0.1152238518	0.1511192117	0.0407577249	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.044801232148032	-0.000982223447707	9.647629012254273e-07	0.0020071504019818	-0.0734978219304167	-0.0445149032738072	0.0019815766134764	0.0054019298285152	0.0456202710820932	0.0152430599319543	0.0002323508760891	0.0020812091336036	0.001283720783538	0.0005075431143364	2.57600012910292e-07	1.6479390500874169e-06	0.001218269414221	-1.0617714720999923e-05	1.1273586589653848e-10	1.484180365626379e-06	-0.0003617829423367	-7.28064242085e-05	5.300775406028055e-09	1.308868973658e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
949.7384397244904	-2.8409093251329978	902003.1038903096	8.070765793627626	1041.1346838708018	-1.7157721425971886	2.943874045312547	1083961.4299587545	895.2031275189112	-1.068711893394493	1.1421451110828422	801388.6395196399	914.1673771012532	792.3635881447236	1.23174	26.659599	0.0694577018807249	0.0358364994455085	0.0565378331	-0.0098509868	-0.0052215914	-0.1868171502	-0.0420323359	-0.0582332615	-0.0795280407	0.0280424276	-0.008044374	-0.0570797808	-0.1520539633	-0.1541422736	0.0904420428	0.0309380647	-0.0084089721	-0.0367165077	-0.1295342665	0.09186738	-0.0410811033	0.0102513013	0.0083925268	0.0095394948	-0.0254075359	0.2202013476	0.0781783536	0.0626632424	0.1508712322	0.1474184596	-0.107938876	0.0044458879	0.1636925225	-0.0576198185	0.0628285442	0.0643469628	0.0022005108	0.0134332791	0.1421414019	0.1386425209	0.0606582547	0.0288069704	0.007766779	-0.1451439097	-0.0593369927	-0.0761457854	0.056980791	0.0380806755	0.0346487259	0.0561335456	0.0260244574	0.0732182207	-0.1534999194	-0.05595346	0.0670476234	0.0594250789	0.2288639763	-0.0123505697	0.0010722815	0.0587660893	-0.0175517224	-0.1413169204	0.0707639082	-0.0347084963	-0.0593304567	0.0576279879	0.0270116313	0.094443074	0.1434841532	0.100282697	0.0856378691	-0.1485251617	0.1033505247	0.0777038183	0.0625023549	0.0724274545	-0.0188418948	-0.1172528027	0.0271373416	0.0485939723	-0.0075688412	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.0513656939158835	0.0065644617678514	4.309215830158402e-05	0.0026384345114602	-0.072536496406883	0.0009613255235337	9.241467621973452e-07	0.0052615433109857	0.0139999938331385	-0.0316202772489547	0.0009998419333007	0.0001959998273279	0.0009401127917444	-0.0003436079917936	1.1806645202443072e-07	8.838120612014496e-07	0.0011154033671674	-0.0001028660470536	1.0581423636433453e-08	1.244124671488374e-06	-0.0002020242343762	0.0001597587079604	2.552284476920832e-08	4.081379127528979e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
943.9181268029593	-5.8203129215311264	890981.4301072075	33.8760425045422	1033.8783218533383	-7.256362017463516	52.65478972848719	1068904.384398275	892.1320882807333	-3.071039238177832	9.431282002427878	795899.6629401422	911.9700697860192	763.9898356650434	1.147076	24.827141	0.1124928382339275	0.0543209981401148	0.1420372637	0.020264835	0.1064178171	-0.0456912512	-0.1029528172	-0.0509856265	-0.1299348585	-0.0390340586	-0.093884311	-0.0290939887	-0.1745977541	0.0845998868	0.0439459738	-0.1016808741	0.0130608433	-0.0203978819	-0.0476028094	0.0460728396	-0.0812170601	-0.1830144526	-0.065698861	-0.0900769017	0.0494431707	-0.0303964039	-0.0515268786	0.0087988186	0.0335301155	0.0568095323	0.0085423374	-0.0628914203	-0.0114158084	0.007535272	0.0340680464	-0.0564366155	-0.0872359285	0.0019479574	0.1525638212	-0.0797341883	-0.0289915149	-0.0160022041	-0.0942249344	-0.1309912733	-0.0684251689	-0.0838810542	0.0311654531	0.0892584254	-0.0076904014	0.0347042568	0.0380048078	-0.0911592053	0.0802798383	-0.0621403859	0.0049546113	0.1035206358	-0.0088994955	-0.0190833282	0.0471858213	0.0948743099	0.0543346654	-0.1968661973	-0.013778267	-0.0883883133	0.0457593056	0.0101032168	0.0165917626	0.1156644152	0.0980750665	0.0376939309	0.0009399225	-0.1594602118	-0.0313002885	0.0358043387	0.0739461909	0.1058227787	-0.0071418228	0.0626724701	-0.0327938511	0.0276925236	0.143183244	0.1282045865	0.1255324169	0.1211199807	0.1150284477	0.0513500972120084	-1.5596703875096762e-05	2.432571717674584e-10	0.0026368324836827	-0.0438071737104195	0.0287293226964635	0.0008253739825975	0.0019190684684948	0.0381394501566774	0.0241394563235389	0.000582713351596	0.0014546176582536	0.0016197432175585	0.0006796304258141	4.618975156922549e-07	2.623568090826762e-06	0.0015112419659455	0.000395838598778	1.5668819628260958e-07	2.28385227963482e-06	-0.000318724459985	-0.0001167002256088	1.361894265714482e-08	1.0158528139272989e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
949.6439453079184	5.725818504959193	901823.6228599888	32.78499755173313	1030.381213094674	-3.497108758664353	12.229769669926934	1061685.444298452	896.0835999826905	3.9515117019572017	15.6144447307047	802965.8181579385	913.6844305550678	743.2259103053153	1.412989	30.582523	0.2884626653159758	0.1450885212084735	0.1304934072	0.0581290129	-0.1218386655	0.0886582243	-0.0222206087	-0.0850123215	-0.0348865254	0.0793770377	0.0064857732	-0.0603615072	0.0014562212	0.0859242514	-0.0021510554	0.1570285375	0.1939562911	-0.1287051602	0.2054350127	-0.0059680012	-0.0492907217	0.0158566572	0.0278462099	-0.2080128775	-0.1062819317	0.0634679976	-0.1673482864	-0.0726949051	-0.1717318449	-0.0988041235	-0.0611192616	-0.1390116758	0.0060850729	-0.0586251715	-0.1508834908	0.0711133299	0.0135539625	0.0366943973	0.0804019383	-0.0362289721	-0.0518144963	0.1238832817	0.1793073182	0.2029510018	-0.1908193931	0.1168580118	-0.0380966495	0.0492372033	-0.0131291833	0.1893261619	0.1041886715	-0.015315005	0.1687314294	-0.1165376815	0.0219653459	-0.0602961584	-0.0912511255	0.0406434092	-0.0259240846	0.1637152299	0.089731293	0.034094866	0.1250651049	-0.0521753676	-0.0442063342	-0.1002994764	0.089697653	-0.184249659	-0.0502149319	0.1671825877	-0.2106198426	0.1491533864	0.2758277722	0.0756593977	-0.0067696068	-0.373105041	-0.0862491914	-0.1262845798	-0.0091198154	-0.0930428186	0.0707017837	0.1277634447	0.1237830955	0.1172407796	0.1082719048	0.0442244923137877	-0.0071256048982207	5.077424516554683e-05	0.0019558057204122	0.0308714357687307	0.0746786094791502	0.0055768947137394	0.0009530455464228	0.1030147086760493	0.0648752585193719	0.0042087991679553	0.0106120302036113	-5.594840593266104e-05	-0.0016756916234911	2.807942417038443e-06	3.130224126405821e-09	0.0004300066161184	-0.0010812353498271	1.1690698817157317e-06	1.84905689905597e-07	-0.0002399875849186	7.87368750664e-05	6.199495495221881e-09	5.759404091506225e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
958.48202039469	8.838075086771596	918687.7834198872	78.11157123941275	1032.6132875330309	2.232074438356904	4.982156298366286	1066290.201589774	898.688305599475	2.6047056167844858	6.784491350108649	807640.6706212554	914.8406237694902	768.4981726753329	1.54161	33.366367	0.2566706797938137	0.1309991672094325	-0.0217836202	-0.1052746061	0.0009297329	0.1611238127	0.0011261775	0.0373905123	0.05006029	-0.09137406	0.0541573276	0.0290327759	0.1692748178	-0.0828797016	-0.0964090105	0.0183265409	0.165882967	0.1112104968	0.0507584257	0.0935193187	0.0473091964	0.0841858896	-0.1551322997	0.1601950724	0.0526390167	-0.0618724543	-0.0758507387	-0.0050930867	-0.0244969442	-0.1014240821	0.0362353694	0.1329029144	0.0082642018	0.112491863	-0.0302157507	-0.0740556382	0.0415170875	-0.0089698006	-0.120410175	0.0555874739	-0.0210471536	-0.1326546236	0.2271472509	0.0639128724	-0.029995803	0.0221119426	-0.1276889416	0.0481508419	0.1064577771	0.0152571422	-0.2112125302	-0.0134654069	-0.0676487648	0.16167088	-0.1487211332	-0.0840660593	-0.0845005473	0.089304507	-0.0325436275	-0.014989012	-0.0369566039	0.1384508549	-0.0703547515	-0.0678911932	-0.0734042333	-0.1640825545	-0.283267714	-0.0981286635	0.0081202139	-0.0847534696	-0.0673497522	0.1700392149	0.0345155191	0.1049749335	0.1079253995	-0.2017626008	0.0238717258	-0.1179141568	-0.1456229354	0.1381664097	-0.3658339511	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.0208414343903626	-0.0233830579234251	0.0005467673978502	0.0004343653874477	-0.0197766099291101	-0.0506480456978408	0.0025652245330105	0.0003911143002881	0.1173213162847091	0.0143066076086598	0.0002046790212681	0.0137642912547767	0.0022550153014923	0.0023109637074249	5.340553257035319e-06	5.085094009964408e-06	-0.0002818836263336	-0.000711890242452	5.067877172983674e-07	7.945837879498066e-08	0.0001038178364822	0.0003438054214008	1.1820216778458168e-07	1.0778143171844818e-08	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
958.4181783454566	-0.0638420492334717	918565.4045830234	0.004075807250329	1050.68001982745	18.06673229441913	326.40681579820694	1103928.5040646107	898.2606504087095	-0.427655190765563	0.1828889621887301	806872.1960726777	916.8009983053988	820.0936436330306	1.465965	31.729137	0.28467338340823	0.1489734447575925	-0.1024258034	0.053485844	0.1457569909	-0.1089980033	0.0356200837	0.0525630927	0.0690689853	-0.0654491398	0.0446193585	0.0721241306	0.0199093552	-0.0537184774	-0.2078346147	-0.0060562595	-0.1366897333	0.0338139321	-0.0790912064	-0.1366810645	-0.0498871567	-0.0981689149	-0.0882685444	0.0723363498	-0.0051896171	0.0861987046	0.2209046074	-0.0079322233	0.0280638673	0.066689375	0.0136746571	0.080017961	-0.0891246674	0.0285979686	0.1321147576	0.1170062261	0.0268976319	-0.0651292634	-0.0457261014	-0.0347524946	0.1726832561	-0.1401733229	-0.0080003106	0.0579682775	0.1737779568	-0.0543509261	0.1034457628	-0.0460758718	0.1220911204	-0.101803612	0.0048238516	-0.1914949137	0.0200348199	0.0787436727	-0.0074053692	0.0546030408	0.0747294806	-0.0081770685	0.027143308	-0.0769751037	-0.0224103527	0.0056587215	-0.0455210709	0.0572212708	0.1057661005	0.0855212137	-0.1741086359	0.0970190879	0.0031789593	-0.02010495	0.0804019995	-0.0158273481	-0.1721195069	0.0025565225	0.1777253092	0.1812123181	0.0327744224	-0.0616638768	0.1752945709	0.135319397	0.0663480425	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.0062330544953965	-0.014608379894966	0.0002134047631556	3.885096834258251e-05	-0.110108219637425	-0.0903316097083149	0.0081597997124953	0.0121238200317234	0.012252410129065	-0.1050689061556441	0.0110394750407435	0.0001501215539708	0.0010690591634376	-0.0011859561380546	1.4064919613896182e-06	1.1428874949299012e-06	-0.0003788323326052	-9.694870627159998e-05	9.399051647736969e-09	1.435139362270969e-07	0.000314202745142	0.0002103849086598	4.4261809791792395e-08	9.87233650547686e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
949.2168483687192	-9.201329976737384	901012.625227044	84.66447334080598	1034.3829727920831	-16.29704703536686	265.59374207295974	1069948.1344021873	894.5640121217758	-3.696638286933649	13.66513462442374	800244.7717834087	914.5907229224324	806.8785732324327	1.461053	31.622822	0.1745118508415401	0.10876914509945	0.0372815196	0.1056058826	-0.0391210464	-0.1758601817	-0.0641597443	-0.0750956115	-0.0326423933	0.1481219467	-0.0154207665	-0.0305549222	-0.116510479	-0.1241204835	0.1203739658	0.1425781068	-0.1082435483	0.0784519675	-0.1925521546	-0.0346435605	0.0265451153	0.0217818096	-0.024994743	0.0055691735	-0.0554806148	0.0796678807	0.0052441363	0.0593717465	-0.0983938342	0.1241488756	0.0861646687	0.0526904875	-0.034966442	0.0530666726	-0.1074319102	0.0288889516	-0.0072030576	0.0076824895	0.101353598	0.1007909896	0.1121371276	0.1295490397	-0.0197317761	-0.1429510367	0.0379000322	-0.0400436857	-0.0131669964	-0.0935128392	-0.058060563	0.0685806501	-0.0637168103	-0.0094597704	-0.1928117822	0.0281284962	0.0024763502	0.0595882854	0.2262896152	0.0192619077	0.0348185774	0.056727343	-0.0012130722	0.0714807459	0.0973905999	0.0869770244	-0.0195838253	0.0485206307	-0.1145792401	0.1348583494	0.0933304412	-0.0935580687	-0.0227007663	-0.0429903443	0.0331085335	0.1090544728	-0.0334297863	0.0216119977	0.0508506187	-0.1401681564	-0.0832237078	-0.1617438812	-0.0046135134	0.1259161521	0.1165232592	0.1013839798	0.0812449131	-0.0006667894791263	-0.0068998439745228	4.760784687275859e-05	4.446082094735225e-07	-0.0103583305739505	0.0997498890634745	0.0099500403681754	0.0001072950122792	0.0485687078707215	0.0363162977416565	0.0013188734816606	0.0023589193842314	0.0012270159741045	0.0001579568106669	2.4950354036058906e-08	1.5055682007076152e-06	-6.470969803107351e-05	0.0003141226345741	9.867302955179023e-08	4.187345019272721e-09	0.0004730397011387	0.0001588369559967	2.5229178590297623e-08	2.2376655885339065e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
942.500280614822	-6.716567753897152	888306.7789590183	45.11228239269104	1032.8608984853706	-1.522074306712511	2.316710195154372	1066801.635620007	892.3526333279079	-2.21137879386788	4.890196169968559	796293.2222072517	913.1495375687964	757.3819027380991	1.435156	31.062309	0.081216452430729	0.0587354112618286	0.193273427	-0.1489180862	0.0615459932	-0.0445946875	-0.1034942165	-0.1224086959	-0.1519013863	-0.1317583188	-0.0683993682	-0.0797018672	-0.17098503	-0.0163846064	0.0129698257	-0.1241727438	0.0407387058	0.2596873179	-0.0397051629	0.1310730976	0.0435619911	0.147337252	-0.0618670404	-0.0112468776	-0.0240607237	-0.0609475508	0.0049340207	0.1009682818	-0.0647384478	-0.0930744998	0.0638956156	-0.1379416658	0.0234990721	0.0046441846	0.0632836965	-0.1107190064	-0.0555731472	0.0369365775	0.1957208083	0.0387004898	-0.0448166754	-0.1227812033	0.0560109014	-0.124006228	-0.0527972654	-0.1196461254	-0.1781355595	-0.0520498952	-0.0076069691	-0.138727604	0.0327840968	0.0919603703	-0.0348251887	0.0111526032	0.0295257433	-0.020585921	-0.1129589455	0.0267095205	0.0642979938	0.1355387141	0.0247213116	0.0148064179	-0.1040786677	-0.1110997164	-0.1004634801	-0.0054000466	-0.1162809899	0.0705676205	0.017589107	-0.0325845525	0.089879856	0.0354464574	-0.0157856267	0.097319039	-0.0534570825	0.146260138	0.1434418552	0.0147716717	-0.0806538086	-0.0813471783	0.0671136812	0.1251271724	0.1134548014	0.0948006283	0.0703125971	-0.0082450683469659	-0.0075782788678396	5.7430310598744245e-05	6.7981152046139e-05	-0.017089168820803	-0.0067308382468525	4.530418350529243e-05	0.0002920396909859	0.107048822031416	0.0584801141606945	0.0034199237522478	0.0114594502983137	0.0013950158543548	0.0001679998802502	2.822395976411507e-08	1.9460692339012524e-06	-6.46702880138239e-05	3.941001724960813e-08	1.5531494596144104e-15	4.182246151790936e-09	0.000473544833978	5.051328392999808e-07	2.551591853392603e-13	2.242447097872516e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
