global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06
833.0688258864766	n/a	n/a	694003.6686638726	916.8945898758736	n/a	840695.6889436465	n/a	782.117951252352	n/a	n/a	611708.4896711764	790.1930758121721	716.1205790162666	n/a	n/a	n/a	n/a	-0.1725293186	0.0373293752	-0.0560177082	0.1562808989	-0.2756672913	-0.134145332	0.0804812189	-0.008545828	0.362388208	-0.1488824046	0.2286987961	0.1327395413	-0.0461346659	0.0114986004	-0.1552780001	0.0602859857	-0.165278491	0.1653067562	-0.1784701059	0.235223415	-0.1186764535	0.0273153461	-0.0642935863	0.0245911751	-0.038187849	0.0945930017	-0.0407757866	0.0205033047	0.0172629339	-0.1371375409	0.1065737898	-0.0206599729	-0.035851353	-0.1439257286	0.1139763941	-0.0010951904	0.2896449481	-0.1910197026	0.0962045374	-0.00897539	0.3060908214	0.0218901717	-0.0242255722	0.0985103977	-0.2204670503	0.0406452254	-0.0222772581	0.0012246752	-0.0054962013	0.1055446479	-0.0041567293	0.0350634483	-0.1769866112	0.2419412114	-0.2321217781	0.1260912647	-0.1359585395	0.0775518392	-0.2095859081	0.1224853074	-0.0668754024	-0.029875229	0.0298684025	-0.0657257435	0.2177492261	-0.1429284824	0.1123556707	-0.1703105051	0.0162403332	-0.2063352388	0.0851237354	-0.1207217397	0.0220031066	-0.0058266936	-0.117290927	0.1624977113	0.1561451084	0.1560591586	0.0945166228099054	n/a	n/a	0.0089333919873899	0.0013525885821366	n/a	1.829495872526298e-06	n/a	-0.1246957233376377	n/a	0.0155490234186966	n/a	-0.0025271504761136	n/a	6.386489528921196e-06	n/a	0.0018276108860482	n/a	3.340161550801887e-06	n/a	0.0007063104902001	n/a	4.988745085667057e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0
829.8582889625469	-3.2105369239296806	10.307547339915857	688664.779759846	902.4934546219675	-14.40113525390609	814494.4356354934	207.39269660129685	780.4075214076915	-1.710429844660439	2.9255702535051333	609035.8994696966	787.3885842359032	706.9875952907668	1.3796	20.730907	0.4760836883139652	0.2158752558291026	-0.0799353316	0.0391469834	-0.1184999794	0.0741690908	-0.0766585021	-0.1094335247	0.0798954953	-0.0070442062	-0.076276538	-0.1564051974	0.1963195199	0.130003271	-0.148163883	0.0264548933	-0.0067585915	3.92552e-05	-0.0549776386	0.1453974616	-0.1461814099	0.1591395741	-0.0117700169	0.0084750143	0.0167828566	-0.1019836237	0.0703463851	0.1576352394	0.0788778406	-0.0628634073	-0.0299864824	-0.0093335874	0.1009143831	-0.0828779143	-0.1291812499	-0.1241617085	0.1217637052	0.025478638	-0.0060617927	-0.0301037584	0.0488763588	0.1047196599	0.0946253717	-0.0942340809	-0.0572413702	0.0388333092	-0.1465329608	0.1714847638	-0.1567485228	-0.118687082	-0.0092957969	0.0286732022	0.1741297578	0.1496143153	-0.0276256886	0.1231143945	-0.0881819551	-0.0577183778	0.0253777173	0.17909459	-0.0225113338	0.002622919	0.1167318488	-0.1706307559	-0.0301247044	-0.025476514	0.1731016057	0.0257126839	0.0291436699	-0.1648765322	0.2420409637	0.0120084672	0.3122765169	-0.0056640396	0.090404019	0.0574588788	0.1157353878	0.0631029382	0.155915944	0.1551433414	-0.0111563451692404	-0.1056729679791458	0.0111667761615215	0.0001244640375352	-0.0268214968436382	-0.0281740854257748	0.0007193926929332	0.0007937790895788	-0.0152085588175481	0.1094871645200896	0.0002313002613068	0.0119874391946491	-0.0003041932202867	0.0022229572558269	9.253351526839279e-08	4.941538961233463e-06	0.0013226892909981	-0.0005049215950501	1.749506960521056e-06	2.549458171479373e-07	-0.001220800066702	-0.0019271105569021	1.4903528028596076e-06	3.713755098523522e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
828.3541641735106	-1.5041247890362683	2.262391380993398	686170.6213035954	895.6562393188476	-6.837215303119933	802200.0990307808	46.7475131012174	780.9396976043329	0.5321761966413305	0.2832115042716321	609866.8112943469	787.2712890284206	691.7564700604258	1.155946	17.370117	0.2366906449564809	0.1097973413405403	0.0253094155	0.0080747987	-0.0683175776	0.168125236	-0.0437916015	-0.0576400174	0.0451171984	0.0537611278	-0.0901356816	-0.0616188212	-0.0991211874	0.1015540829	-0.1093060182	0.0877638642	0.0441162758	0.0090016095	-0.0314258365	-0.0562159728	0.082115998	0.010390527	0.0850250256	-0.005760296	0.0720958938	-0.1455855678	0.0829632819	-0.0465788218	-0.0552849002	-0.0193135148	0.1290068919	0.1460925705	0.105379918	0.100438703	-0.1601691348	-0.0998403567	0.0731783584	0.0867315701	-0.0311550485	-0.0429897005	0.0730609929	0.046603474	-0.1240672297	0.0276686715	0.000292216	0.0513508205	0.1080837071	0.1386372654	0.0335174838	0.0158159084	-0.1077842905	-0.173908576	0.144653446	0.0100963664	-0.06037463	0.0164039315	0.0479320354	-0.0956329468	-0.044536415	0.1035897024	0.0602667842	-0.0099610202	0.0991947152	-0.0919977285	0.0655435301	-0.0642344469	-0.0411398029	0.1825995915	0.0666672922	0.0678215084	0.1167611904	-0.0360588827	-0.0537392638	0.0183924255	0.0899831825	0.0046699683	-0.0516357909	-0.1479293873	0.1554579513	0.1533170814	0.0048821951521205	0.0160385403213609	0.0002572347756399	2.383582950338891e-05	0.0132724486663278	0.040093945509966	0.0001761578936003	0.0016075244665561	0.0312451170383809	0.0464536758559289	0.0009762573387421	0.0021579440005277	-0.0012419615740905	-0.0009377683538037	1.5424685515173525e-06	8.794094853958888e-07	0.0006670822934984	-0.0006556069974996	4.449987862990855e-07	4.298205351705715e-07	-0.000132085752621	0.001088714314081	1.7446646045456007e-08	1.1852988576848624e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
829.1254895615249	0.7713253880142474	0.5949428541953293	687449.0774406383	893.2626725849352	-2.393566733912394	797918.2022335812	5.729161709692044	780.875550298659	-0.0641473056738277	0.0041148768252114	609766.6250542336	786.9407668649635	690.201090059945	0.988863	14.859402	0.0433741822846829	0.0277238017152083	0.0288816923	-0.1095528757	-0.0452755896	0.1358078317	-0.0075888172	-0.0133205582	-0.0059173226	0.1358974325	-0.0641802399	0.0261770493	-0.0937957192	0.0211493074	-0.0939384387	0.0893163633	0.0571676459	0.0689363081	-0.1008301567	-0.2030223998	0.0691480025	0.0647035058	0.0386149957	-0.0440758722	0.0463603552	0.0338564085	0.0841858845	-0.0329264126	-0.0976958424	0.0045719192	-0.0287058669	0.0614274483	0.0395626657	0.0220026527	-0.1829815756	-0.0078463934	0.0346833547	0.1439628228	-0.0445149997	-0.0845757883	0.1374220406	-0.0825352816	-0.1568603249	0.1008462835	0.0422137962	-0.0995569719	0.008482831	0.0438493274	-0.0639117754	0.069851904	-0.0364693458	-0.0766344258	0.0439200911	0.0338517828	-0.0592500925	0.0123513367	0.0301636784	-0.0882671127	-0.0901019514	0.0879712093	-0.0062796311	-0.0120318557	0.0671699196	-0.1161183341	0.0704493693	0.0745824055	0.0844302039	0.0302542927	0.0574428573	0.0980157718	0.0964896552	0.0029273418	-0.0430633076	0.1169527405	0.1674451291	-0.0021968208	0.0181759468	-0.0155572046	0.1547718027	0.1505910958	0.0013498026570601	-0.0035323924950604	1.247779673915904e-05	1.8219672130065057e-06	-0.0099513266136455	-0.0232237752799733	9.902890137144924e-05	0.0005393437382546	0.0321039630652251	0.0008588460268442	0.0010306644444933	7.37616497826075e-07	-0.0012599742994437	-1.8012725353200006e-05	1.5875352352586424e-06	3.244582746498143e-10	0.0003770884163958	-0.0002899938771026	1.4219567377989226e-07	8.409644875699788e-08	-0.0001392625198213	-7.176767200299994e-06	1.939404942697797e-08	5.150598744730181e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0
828.6978020064525	-0.4276875550723389	0.1829166447637549	686740.0470503257	897.0183491757042	3.755676590768985	804641.9187579056	14.105106654450148	781.1860815930975	0.3105312944384195	0.0964296848256004	610251.6940747775	787.3851430161885	682.8698331440287	1.044712	15.698633	0.049636883059006	0.024483172598436	0.0747971957	-0.1276484006	-0.0013513911	0.0340896169	0.0884402609	0.0299303434	-0.0093010972	0.1456844312	-0.0843356984	0.0675952574	-0.0520194828	-0.1111324712	0.0167749014	0.0656696959	0.0446239215	0.1103982913	-0.0312364425	-0.0530728499	0.0589568022	-0.1269515355	-0.2258553882	0.03276003	-0.0447470302	-0.0486267778	0.1808914341	0.0495933584	-0.0216892454	0.1333029878	-0.0819276963	-0.0435908784	-0.1660570118	0.0438996472	-0.0381334984	0.1046600182	-0.05948199	0.1099935045	-0.0619524441	-0.0626018134	0.0169114823	-0.006869756	-0.105979923	-0.0989637994	0.0767505707	0.231622029	0.0437320034	-0.0612688866	0.0584028629	0.0235360614	-0.1756609556	-0.0029297367	0.0118193636	-0.0277678546	-0.0476996368	-0.0140941468	0.0480891719	-0.0667675987	-0.0690233727	-0.0603327489	0.0750155858	-0.0601461154	0.0045932667	-0.0166706759	-0.0955039771	0.0315959032	-0.0227423936	0.1714212065	0.0653634143	0.1458925354	0.0767594235	-0.0357985166	-0.0484097224	-0.0535667987	0.205383562	0.0337085537	-0.0550333158	0.1182389054	0.1538585052	0.1469813818	0.0086094941657819	0.0072596915087217	5.27031208018074e-05	7.412338979063256e-05	-0.0028739828597821	0.0070773437538634	8.259777478321296e-06	5.0088794610349286e-05	0.0383375208803471	0.0062335578151219	0.001469765507251	3.8857243034468544e-05	-0.0014279998273652	-0.0001680255279214	2.0391835069550406e-06	2.823257803329876e-08	1.6062103558756036e-05	-0.000361026312837	2.5799117073220327e-10	1.3033999856071112e-07	-8.698856095386656e-05	5.227395886743343e-05	7.567009736824558e-09	2.732566775674122e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0
829.5300607327005	0.8322587262479146	0.6926545874158013	688120.1216591977	903.7960426732112	6.777693497507016	816847.286751757	45.93712914614889	781.5516873273945	0.3656057342969916	0.1336675529508424	610823.0399642973	788.5621080865777	693.1681289734678	1.070343	16.083775	0.1836050040486013	0.1225673051067937	0.089412792	-0.0802100382	0.056121128	-0.0539486237	-0.0360263226	0.0844748006	0.0339146449	-0.0134120393	0.0116823388	0.0303274132	0.0928044286	-0.1522763679	0.0789683994	-0.0151813609	-0.0490791671	0.0526431789	0.0044943064	0.016284463	-0.1753235015	0.0445625057	-0.1276829025	0.084270781	-0.0244680831	0.0829775403	0.061078088	-0.0114834792	-0.0753735482	-0.0187756015	-0.0924521103	-0.0673984929	0.1718810283	-0.0344402488	0.0319301891	0.161382119	-0.0467100602	-0.0213722726	0.0229955484	-0.0582780505	-0.0114958348	-0.1222615116	0.1241792949	-0.1165563921	0.0318916061	0.0387975624	-0.0582413738	-0.0064617568	-0.0933262036	0.0597057655	0.1181630355	0.0819936066	-0.0291290172	-0.1151543612	0.026239775	0.0382838644	-0.0600993546	-0.0313672181	0.0044743928	-0.2338791773	0.0473164172	0.0612779319	-0.1019543826	0.0607716312	0.1114063971	0.0117131332	0.11420989	-0.107812748	0.0539610191	0.1133508447	0.1234483442	-0.1091668426	-0.1891072378	-0.0748433441	0.1550650834	-0.0564982683	0.1335329617	0.0741992122	0.152719399	0.1425091225	0.0219777554481765	0.0133682612823946	0.0001787104097143	0.0004830217345398	-0.0120206734222705	-0.0091466905624884	0.0001444965895248	8.366194824591436e-05	-0.0274509070910937	-0.0657884279714408	0.0007535523001238	0.0043281172549534	0.0002879991782616	0.0017159990056268	8.294352667935688e-08	2.9446525873121664e-06	1.6014819213872045e-05	-4.728434488399103e-08	2.5647443445300516e-10	2.235809271108208e-15	0.00010299763372	0.0001899861946738	1.0608512551919281e-08	3.609475416665632e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
830.0544659268136	0.5244051941131147	0.2750008076128135	688990.4164050478	896.5339842946906	-7.262058378520578	803773.1849953126	52.737491893040925	781.0472367061229	-0.5044506212715305	0.2544704293012331	610034.7859662704	787.475892465465	692.1835049670944	1.167164	17.538685	0.0875782723414342	0.0497133008917845	-0.039545494	0.0669522589	0.1889976005	-0.1060099714	0.0308864134	0.0883863111	-0.1396093238	-0.0933285585	-0.0225799921	-0.0086525375	0.128033086	-0.0492072174	0.0814074039	-0.1135313182	0.1025008572	-0.0581326759	-0.0700757837	0.0382864751	-0.0814720196	0.0420316846	0.2391857396	0.1218087554	0.06197495	-0.0039321699	0.0411812846	-0.0646612648	0.1078987667	0.1568098276	0.0574101009	0.0091433492	-0.0206488706	-0.1281843492	0.0421691572	0.0491953792	-0.1106118696	-0.1266883902	-0.050346367	0.0140381332	0.1017483058	0.0675225861	0.0050244754	0.0014597601	-0.257269338	-0.0358256937	0.0329631096	0.189287903	-0.007880357	-0.0147072174	0.0310447605	0.0098320294	-0.187669197	0.0722032109	-0.0051437766	-0.0047490068	0.0057527769	0.0940760585	0.1294254631	-0.0936046753	0.0523018258	-0.0802167144	0.0040899611	0.1899329116	-0.0164373546	-0.1266316225	-0.0167462889	-0.0132962317	0.028253808	0.0403957161	-0.0204638212	-0.0097013365	-0.1569266649	0.1642313295	0.1947703025	-0.0977960345	-0.0493739429	-0.0676402151	0.1513561561	0.1372005631	0.0227797642203029	0.0008020087721263	6.432180705676917e-07	0.0005189176579325	-0.0390865366403971	-0.0270658632181266	0.0015277573465411	0.0007325609517423	-0.0004428321449125	0.0270080749461812	1.961003085678054e-07	0.0007294361122985	-0.0001910022208665	-0.0004790013991281	3.648184837593525e-08	2.2944234036667735e-07	1.5973364367871667e-05	-4.1454846000377195e-08	2.5514836922879224e-10	1.7185042569149885e-15	0.0002780012878459	0.0001750036541259	7.728471604397895e-08	3.0626278957417634e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
830.0596123138525	0.0051463870389625	2.648529955480152e-05	688998.9599946232	899.3871875160619	2.853203221371245	808897.3130680518	8.140768622443252	779.7802113184786	-1.267025387644367	1.6053533329353575	608057.1779638911	786.4600622303548	693.610827280598	1.028603	15.456563	0.0996054979539906	0.0674003509347472	-0.0718567371	0.0941854203	0.0687683163	-0.1042120038	0.0037458474	-0.0651500581	-0.0781087835	-0.1151438687	0.0184933045	0.0595183939	0.0600767708	-0.0328464709	-0.0600567077	-0.1324384866	0.2135129908	-0.1100749318	-0.07478681	0.0372496752	-0.0921167815	0.1483500776	0.0365036445	0.0586749399	-0.2886616858	-0.0345577695	-0.0738744754	-0.1159309652	0.1819823208	0.105251094	0.0667574167	-0.042713439	0.0110582992	-0.0600922653	-0.008512835	-0.0131034484	-0.0165970037	-0.11654548	-0.1794183104	0.036892038	0.1776875622	-0.0462420532	0.1603565928	0.1396675554	-0.071372142	0.0459508766	-0.0637627794	-0.0533519763	0.0001591774	-0.0818390279	0.0104776528	-0.0082300709	-0.1650999172	0.1572618198	-0.0048831604	-0.0232297358	0.0160636673	0.0508043173	0.0914195878	-0.1399404439	-0.0158417778	0.1424346679	-0.1130011715	0.0676576135	0.1404665008	-0.0934256164	-0.0568200072	-0.0682465758	0.0344797827	0.0455555957	-0.006687176	0.067850411	-0.1225052326	0.0971319344	0.1170784574	-0.0904927668	0.0280215641	0.003072676	0.1497707771	0.1310868562	0.022910621876349	0.0001308576560461	1.7123726145879667e-08	0.000524896594761	0.0233733742170585	0.0624599108574556	0.0005463146222906	0.0039012404643213	0.0180971912971728	0.0185400234420852	0.0003275083328464	0.000343732469233	-0.0002204549703528	-2.9452749486300024e-05	4.860039395325393e-08	8.674644523027462e-10	-0.0003240306296674	-0.0003400039940352	1.0499584896265173e-07	1.1560271595993704e-07	0.0002779639113994	-3.737644649998932e-08	7.72639360404535e-08	1.3969987529665637e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0
830.4314479105449	0.3718355966923354	0.1382617109675451	689616.389678804	898.7386970118472	-0.648490504214692	807731.2455065529	0.4205399340566255	782.2414619200238	2.4612506015452027	6.057754523606622	611901.704746776	788.450937342575	695.823028317147	1.17344	17.632998	0.1208671740151615	0.0688291635623305	-0.0431931782	0.1394285706	0.0283471685	0.0654370432	0.0185884669	-0.0190199425	-0.0890427342	-0.133482599	0.150444834	0.0042234355	-0.117602508	0.2158857193	0.0061098868	0.0007627275	-0.009768598	-0.1191525133	-0.0576351752	-0.0184390201	0.1032469995	-0.1593509227	0.0325648277	-0.1336502193	0.0989165674	-0.0910006997	-0.0767205154	0.0786245995	0.0546950835	-0.1592757555	-0.1986898925	0.0339365195	0.0472538157	-0.0461115905	-0.1030413904	-0.1842976666	-0.0376830686	-0.0415123814	0.0643162318	0.119681684	0.0449857322	0.0555410721	-0.1746842577	-0.0731004276	0.0684695004	-0.1564402126	-0.0051678686	-0.0049612766	-0.0061782242	-0.1251801779	0.0702333683	0.0403768179	0.1006091985	-0.1372607182	-0.0223293836	-0.0736654154	-0.0755373084	0.068699952	0.0994699416	0.1503581728	-0.0652352488	-0.0177879277	0.078344747	-0.0205346428	-0.0324192847	0.0091156159	-0.0272452112	-0.0178219907	0.0045786275	0.0064392876	-0.0209810296	-0.1578049915	-0.2332071019	-0.150391338	-0.0293570137	0.0357903315	-0.0809155312	-0.074129468	0.1479655889	0.1242038795	0.0047610031964637	-0.0181496186798853	0.0003294086582252	2.266715143673757e-05	-0.0382319608398091	-0.0616053350568676	0.0014616828296566	0.0037952173074689	0.0015882214690918	-0.0165089698280809	2.522447434884116e-06	0.0002725460847844	-0.0003730020703308	-0.0001525470999779	1.391305444710631e-07	2.327061771169792e-08	1.5448171667653554e-05	0.000339478801335	2.38646007873294e-10	1.1524585655588475e-07	0.0002780030190929	3.910769349996885e-08	7.728567862476731e-08	1.529411690887506e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0
831.7934251587212	1.3619772481763448	1.8549820245500088	691880.3021372772	901.9862787347092	3.247581722862037	813579.2470256885	10.546787046667555	783.2810175109254	1.039555590901614	1.0806758265748035	613529.1523929506	789.6474703807995	699.8466522241528	1.32198	19.865072	0.1607870457152737	0.097131305405449	-0.0130229097	-0.0480121447	-0.118916294	0.0776774883	0.125176796	-0.1304801829	-0.0539697529	0.186727624	0.0332349555	-0.164300618	-0.0015305597	-0.0025545702	0.1286524753	0.2614739279	-0.1867433664	-0.0731294625	0.1288879423	-0.0579773628	0.0332656087	0.0134167627	0.1764712793	-0.004502418	-0.0260681233	-0.1130264216	-0.097297471	-0.1224143767	0.0782973324	-0.052449647	0.0996260928	-0.142266013	-0.0812132701	0.0945753678	0.0704017202	-0.0252098362	-0.0405328067	0.2301362927	0.2033298174	0.1519327361	-0.1612340331	-0.1307125357	0.0881343835	0.071089795	-0.128822795	-0.0279851687	0.1837762633	-0.0008452883	0.1014767431	-0.1239661497	-0.0522476388	0.0349991259	-0.0782163119	0.0325829275	0.0300367944	-0.0846328482	-0.2529778091	-0.0567786401	-0.0072471349	-0.0394802316	-0.0954837154	-0.0193449893	0.0667917217	0.0041737268	-0.0633028406	0.013579345	-0.0764144636	0.0937657386	-0.0439574531	-0.0254060473	-0.2002954356	0.3468007777	-0.1535703463	-0.109045565	0.052296152	-0.0753740296	0.134156564	-0.0328915729	0.1459432408	0.1165920251	0.0123828588739343	0.0076218556774706	5.809268396819082e-05	0.0001533351938917	0.0248073222664118	0.0630392831062209	0.0006154032380296	0.0039739512145462	-0.0265195455475293	-0.0281077670166211	0.0007032862960474	0.0007900465666606	0.0008020070919619	0.0011750091622927	6.432153755571835e-07	1.3806465314717926e-06	-4.988830174657011e-05	-6.533647341422366e-05	2.48884265115683e-09	4.268854758207555e-09	0.0002780201816852	1.7162592300026123e-08	7.729522142427163e-08	2.9455457445691585e-16	0.0	0.0	0.0	0.0	0.0	0.0	0.0
