global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	t_comp_cor_06	t_comp_cor_07	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15
908.8504657916988	n/a	n/a	826009.1691697878	846.2461652363817	n/a	716132.5721772814	n/a	841.9366599512464	n/a	708857.3393698607	n/a	841.3935741684566	697.9985031656012	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.060310048812056	n/a	n/a	0.0036373019877125	0.0008398413648222	n/a	n/a	7.053335180664157e-07	-0.1562222355660054	n/a	0.0244053868852404	n/a	-0.0020600007739284	n/a	4.243603188585606e-06	n/a	-0.0005389992331323	n/a	2.9052017331720746e-07	n/a	-1.0549651248685944e-06	n/a	1.112951414689009e-12	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
905.5065288387322	-3.343936952966601	11.181914345415557	819942.0737695696	834.6868169079088	-11.55934832847288	696702.0823198569	133.61853377896875	839.9546759452529	-1.981984005993468	705523.8576422948	3.928260600013914	838.0819116865995	698.9887558080677	1.33113	24.11669	0.0818233069930918	0.0462874930014029	-0.1377790161	0.0764978878	-0.0474994969	0.1200453312	-0.2301790151	0.0742430055	-0.0783587438	0.0095836951	-0.1954808114	0.0430880258	-0.0964349105	0.0258300134	-0.0291083339	0.0705014473	-0.2011151676	-0.2363760498	0.0362332263	-0.0447145267	0.0127670843	-0.1192284988	0.0973201165	0.0596346622	-0.0699039743	0.0873315861	-0.0336322926	0.1751638825	-0.0250106826	0.0107987208	-0.1476865418	0.0984049043	-0.0177411303	0.0380638859	-0.030783158	-0.0508284542	-0.2068816548	0.1003605175	-0.0374068735	0.0284238825	-0.0119809904	0.1814225043	-0.0528677244	0.0031451013	-0.0070922932	0.0722222974	-0.0464971384	0.1031836621	-0.0921508569	0.0352578862	-0.0352760279	0.0955239501	-0.1950978964	-0.2350120567	-0.0076321268	0.1098915069	-0.1882362202	0.0964263123	-0.0192288709	0.0216430886	-0.025984979	0.1232000162	-0.0894482948	0.1247802391	-0.2065410802	0.2491432503	-0.0674885138	0.1632483673	-0.1212195061	0.0500435419	-0.26625148	0.0971541327	-0.1328377073	0.0950858313	-0.1921015073	0.0693975309	0.1527679022	0.1571052943	0.1570166674	0.0	0.0508596075311089	-0.009450441280947	8.931084040462898e-05	0.0025866996782184	0.000452453424117	-0.0003873879407052	1.5006941660381558e-07	2.0471410099519786e-07	-0.1322331150258975	0.0239891205401079	0.0174855967094522	0.0005754779042878	-0.0014030245326857	0.0006569762412427	1.9684778393179267e-06	4.3161778155738637e-07	-0.000780957407557	-0.0002419581744246	6.098944724181501e-07	5.854375817093353e-08	-6.204769408410125e-05	-6.099272895923266e-05	3.8499163411542144e-09	3.7201129858944174e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
904.7445713314422	-0.7619575072899352	0.5805792429154916	818562.7393537151	825.8711625190631	-8.8156543888457	682063.1770805888	77.71576230357446	839.6036048015566	-0.3510711436963447	704934.2131957684	0.1232509479362595	837.8518080687111	696.9091511085385	1.040792	18.856503	0.0779642186120803	0.0414584990911973	-0.0978162261	0.0774117388	-0.0530248897	0.096036612	-0.1317324411	0.2424042291	-0.1293866258	-0.0654705996	-0.1183290011	0.0658863132	-0.129568157	0.0600387544	-0.0209328724	0.1546205419	0.0004228673	-0.2048999079	0.012108804	-0.0579535314	0.0319915007	-0.1443533895	0.0839460661	0.1079143684	0.1617046061	0.0782564849	-0.0638503331	0.1493561222	0.1286017299	0.0747015009	-0.1399477587	0.0895370747	-0.0547739889	-0.0183600553	-0.249338839	-0.0008168253	-0.1600612288	0.142278504	-0.0685921376	0.0139127927	-0.0404379139	0.2094416125	0.1141806473	0.0454646172	-0.0052843972	-0.1246870458	-0.0612078034	0.0449341192	-0.0065592801	0.143482388	0.0416524648	0.1513981001	-0.1299468514	-0.2521504694	0.0049920779	0.0187760559	-0.1730260348	0.0883171874	-0.0293143694	0.0131283291	-0.1180875389	0.1288770214	-0.0496836851	0.1641710555	-0.1855075687	0.214140238	0.0155138665	0.1658621454	-0.1842052099	0.0829240255	0.0328099787	-0.0424100547	-0.087395613	-0.0325175983	-0.0705907193	0.1546487357	0.0682392135	0.156868993	0.1560723507	0.0	0.0469860205437129	-0.003873586987396	1.5004676148923649e-05	0.0022076861265342	0.0155270978720665	0.0150746444479495	0.000227244905232	0.0002410907683287	-0.1399825443703974	-0.0077494293444999	0.0195951127284102	6.0053655165396194e-05	-0.0020181836438308	-0.0006151591111451	4.073065220226166e-06	3.784207320248297e-07	-0.0007800249649041	9.32442652899941e-07	6.084389458736425e-07	8.694493009470799e-13	-0.0004712872969308	-0.0004092396028466	2.2211171624834005e-07	1.6747705253812373e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
905.6932785288132	0.9487071973709362	0.9000453463434166	820280.3147722703	833.1351011093349	7.263938590271778	694114.0967004616	52.76480384323954	840.4090191324249	0.8054143308683024	706287.3194391244	0.6486922443680353	837.9487279540767	693.8119803951521	1.33591	24.203287	0.1364822675474868	0.0639620759890065	-0.0735210955	0.1072789666	-0.0192860849	0.087203052	-0.0252913538	-0.0449498509	0.102144688	-0.0793087938	-0.1081219146	-0.052012132	-0.1310911108	-0.0605785748	0.0317673242	-0.051463637	-0.0147537178	-0.1819612478	-0.0362082411	-0.1240282566	-0.0015435679	-0.0503803091	0.0113504455	-0.0361543417	-0.1076955216	-0.1295623376	0.1623999785	0.0212307383	0.122620125	-0.0158234803	0.1093748304	-0.0027971435	0.0982462954	0.1359411896	-0.0435369816	0.0562346373	-0.1344311781	0.144013517	-0.1319598994	0.0289389185	-0.0310115726	-0.0854027339	-0.0896189418	-0.1522823418	-0.1950993334	0.0612393435	-0.067612182	-0.083781332	0.0024681581	-0.0709769675	-0.0781573782	0.1221640017	0.0036996688	-0.195012403	-0.1264653273	-0.1162607003	-0.0867450627	0.0940570653	0.0597629488	-0.0263910478	-0.0202998128	0.0606574339	0.05177208	-0.0241100146	-0.0985160854	-0.1467182191	0.0014917233	-0.212800816	-0.1769046266	-0.0794471774	-0.217385057	0.0074386296	0.2039642476	0.0083646303	0.2914812403	-0.0960321832	-0.0260116379	0.1563967458	0.1541893965	0.0	0.0421113033316657	-0.0048747172120472	2.3762867897429224e-05	0.0017733618682915	0.049998764637877	0.0344716667658105	0.001188295809613	0.0024998764653138	-0.1139063766001982	0.0260761677701991	0.0129746626301861	0.0006799665255795	-0.0016828879637455	0.0003352956800853	2.8321118985194757e-06	1.1242319308386395e-07	-0.0012116555013912	-0.000431630536487	1.46810905405156e-06	1.863049200281417e-07	0.0001829808024854	0.0006542680994162	3.3481974078200973e-08	4.2806674591368665e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
904.625685997514	-1.0675925312991694	1.139753812885768	818347.6317664727	824.7141247056935	-8.420976403641362	680153.3874890782	70.9128435906846	840.3235508110687	-0.0854683213561884	706143.6700477228	0.0073048339554446	837.6355871780721	691.5462387029373	1.285666	23.29299	0.1291128240312503	0.0731862541551108	-0.1198401975	0.1348794387	0.0017532411	-0.0912937254	0.1817633315	-0.0740501791	0.1079327866	-0.0091846438	-0.1721140033	-0.0894138741	-0.1078371662	-0.0377561253	-0.0257551888	-0.1488295784	0.0681146122	-0.0999781748	-0.0557729161	0.0900027298	0.188084503	-0.0149134997	-0.1458887799	-0.0203359958	0.0343195738	-0.1335807983	0.08226748	0.1588205707	-0.1770289324	0.0051496427	0.1586558116	-0.0555461845	-0.0721810614	0.1538236472	0.0243304807	0.0359317355	-0.0891340438	0.0526025257	0.107977237	0.1427379325	0.1735484247	-0.1057760376	0.0164438101	-0.0041112119	0.002660697	0.0483549174	-0.0489612341	-0.0496586708	-0.205907352	-0.0382015431	-0.0356572824	-0.041847317	-0.0730664818	-0.1121201023	-0.0583220445	-0.0766353352	0.1648586291	0.1434518144	-0.0468111621	0.1231919325	0.0744160867	0.045003098	0.1406518572	-0.2263741689	0.0137908449	-0.0227837933	0.0504402655	0.0581810134	0.1291289248	-0.0603763416	-0.1141070203	0.0462353793	0.1296482518	0.2223405405	0.0678056522	-0.1033309861	-0.0088291114	0.1556892631	0.1513791291	0.0	0.0431101041978081	0.0009988008661424	9.976031702068125e-07	0.0018584810839458	0.0363139896069242	-0.0136847750309527	0.0001872730676477	0.0013187058411717	-0.0937096589537702	0.0201967176464279	0.0087815001812319	0.0004079074036895	-0.0015049908497568	0.0001778971139886	2.264997457851695e-06	3.164738316550852e-08	7.817602509674337e-05	0.0012898315264879	6.111490899926651e-09	1.663665366722218e-06	-0.0002339411667925	-0.0004169219692779	5.47284695202363e-08	1.7382392846656222e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
904.133881778941	-0.4918042185729518	0.2418713894061518	817458.0761806561	830.6006702788889	5.886545573195349	689897.4734677394	34.65141878530576	839.0458948033456	-1.277656007723067	703998.0135863469	1.632404874070846	836.307972431668	692.5394503657718	1.210087	21.9237	0.1519578117000634	0.075297336990128	-0.0884731616	0.1285570497	-0.0342186655	-0.183656693	0.0633064715	-0.0733752685	-0.1034466118	0.1004791234	-0.1416611743	-0.0364461877	-0.0010109759	0.0965190788	-0.1161946226	-0.0430220083	-0.1058367676	-0.086625756	0.087459451	0.2048718764	0.1621242325	0.0056198247	-0.0462262927	-0.2078435261	0.0394593426	0.0390432425	-0.159045136	0.0404970563	-0.1006612972	0.032128644	0.0661764054	-0.0298201429	-0.0403217835	0.08723239	0.0743335248	-0.1608235926	-0.1481808475	-0.0446610302	0.2322586855	0.0986141481	0.0699711866	0.0113521704	-0.0090222081	0.0510966919	0.2614406063	-0.1380482767	0.1027426631	-0.0263861959	-0.0828827468	-0.1473172954	-0.0150756533	-0.0231663077	-0.0776762001	-0.117576909	0.0047560988	0.1314008155	0.0180514635	0.2194477087	-0.041088781	0.0772101404	0.1756144647	0.0299051012	-0.1065643113	-0.2271178311	0.1391049802	-0.0289445503	-0.0930110776	0.2822580143	0.1019082184	0.037645811	0.1031579171	-0.0008729139	-0.0152832943	0.0509319827	0.0762877813	-0.039792155	-0.0627948094	0.154747609	0.1476584499	0.0	0.0291810741287719	-0.0139290300690361	0.0001940178786641	0.0008515350873088	0.0237725423651653	-0.0125414472417589	0.0001572878989178	0.0005651337705035	-0.044841231833729	0.0488684271200412	0.0020107360723662	0.0023881231691867	-0.0013373674455568	0.0001676234042	1.7885516844351202e-06	2.80976056355966e-08	-0.0004239207380982	-0.0005020967631949	1.797087921897227e-07	2.5210115961083904e-07	0.0006287168111971	0.0008626579779896	3.9528482868185005e-07	7.441787869891053e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
903.2821883281242	-0.8516934508168106	0.7253817341642469	815918.7117508448	831.917508478034	1.3168381991451952	692086.7409122998	1.7340628427279607	838.0305770291627	-1.015317774182904	702295.2480358314	1.0308701825717266	836.1881713867188	696.7183415755114	1.303933	23.623949	0.0935156778410274	0.0624262272065566	-0.0033999353	-0.0051810304	-0.1059627061	0.0490174735	0.0091137126	-0.1585777348	0.0929411699	-0.0070979991	-0.0553557703	0.1025764222	-0.0916935557	0.0282601474	-0.0826609771	0.0554376586	-0.0590372372	0.0133149683	0.0040881927	-0.0509575804	-0.021404538	-0.0667792521	0.0399437591	-0.3215998478	0.1904938564	0.2616461639	-0.0364600702	0.0029590411	0.0761100342	-0.0921889473	-0.1380149518	0.1065636827	-0.0385987033	-0.1472211996	0.1338828835	0.0706552878	0.0029156859	0.0094833713	-0.0180668589	-0.000127497	-0.0149002481	0.111052275	-0.0646665127	-0.1443398952	0.3434837824	-0.1982766755	-0.1009565585	0.020275725	0.1296290864	-0.0295693085	-0.0052885988	0.0300617665	-0.0045986491	-0.1067759299	-0.0112003734	0.0194550218	-0.1400005278	0.0954401904	0.0268397247	-0.082384873	0.1331385108	-0.0031072178	-0.0748797704	-0.0289884574	0.1696136441	-0.205194763	-0.2023609696	0.0682513084	0.054973913	-0.0546861445	-0.0517849564	0.0044344115	-0.0177626484	-0.1063858097	-0.1507761729	0.0279756145	-0.3300149841	0.1535731997	0.1430497353	0.0	0.0297985995160132	0.0006175253872412	3.81337603887516e-07	0.0008879565331157	0.0050784965655168	-0.0186940457996485	0.0003494673483593	2.5791127365965933e-05	-0.1044140263131367	-0.0595727944794077	0.0109022888909204	0.0035489178420857	-0.0011118753535322	0.0002254920920245	1.236266801792355e-06	5.08466835656306e-08	-0.000376860845711	4.705989238720001e-05	1.4202409703001018e-07	2.214633471494845e-09	0.0006487910702799	2.0074259082799944e-05	4.209298528749381e-07	4.02975877723376e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
902.0650214059306	-1.2171669221936554	1.481495316482376	813721.302844082	828.4247587021083	-3.492749775925745	686287.5808306463	12.199300997229342	837.9460311307251	-0.0845458984375682	702153.5510877342	0.0071480089426155	835.8759082394481	691.2810975163361	1.407215	25.495153	0.0754308071723112	0.0347289255791191	-0.1059845332	0.1023284029	0.113136023	0.1166113114	-0.0448703092	-0.0543569853	0.0069504337	-0.0426115759	-0.1501970947	-0.0486298857	-0.09123906	-0.1708056207	-0.0652782248	0.010291564	0.1076436251	-0.0794648043	0.1726888082	-0.1389888172	0.0455410643	0.0015434559	0.2072207312	-0.0678134648	-0.043198048	0.010459337	0.1974790643	-0.1877021538	0.022896824	0.1014060639	-0.0304070404	-0.1505600208	0.1048672699	0.199554119	0.2374039597	0.0386611687	-0.1254673742	0.0004921013	-0.1186742243	0.1107793017	-0.2047533805	0.0121984034	-0.0591839507	-0.2354362822	-0.1353204454	0.0184096811	-0.05459148	0.051545283	0.2061361236	-0.0125832265	-0.2104528187	-0.0615158088	-0.0052880381	-0.1085580051	-0.049597847	-0.0994531828	-0.0251713639	0.027595446	0.0259142918	0.1735304193	-0.0320932233	0.0297818425	0.0881593676	0.112133702	-0.0820633155	-0.2374655441	-0.0248100232	-0.2735753373	-0.0255914552	-0.0075260123	0.0598551024	-0.1026211935	-0.0337046256	-0.1761465729	-0.0117584113	-0.1004891546	-0.0436839755	0.1521678018	0.1375807028	0.0	0.016621522807128	-0.0131770767088852	0.0001736353505918	0.0002762750204278	0.0270750533173327	0.0219965567518159	0.0004838485089358	0.0007330585121364	-0.0846112301528165	0.0198027961603202	0.0071590602679728	0.0003921507357671	-0.0013239415296803	-0.000212066176148	1.7528211740122126e-06	4.497206306607695e-08	-0.0001799294993782	0.0001969313463328	3.237462474648968e-08	3.8781955168449216e-08	0.0006488810988248	9.002854490006673e-08	4.210466804120799e-07	8.105138896823329e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
903.9599490642332	1.894927658302663	3.590750830200414	817143.5895122112	824.7079251433072	-3.716833558801113	680143.1617941788	13.814851703830149	839.4968578542462	1.550826723521027	704754.9743471524	2.4050635263869635	836.0253899187184	686.8051359735986	1.201799	21.773546	0.0849413078943795	0.0462044029412133	0.0347051325	0.1330514155	0.014906476	0.0461308811	-0.0023481465	0.0452007113	-0.0856337059	-0.0272565694	-0.0481076042	-0.0565366128	-0.0111208822	-0.0120099617	-0.0994306505	0.1189689375	-0.0149940619	-0.0698138519	-0.0348619822	0.0447655544	-0.0397770885	-0.1921652536	0.047222073	0.0650100399	-0.1427540765	-0.0806223598	0.0159382813	-0.1405000304	0.0144379414	0.0050243266	-0.1144452313	0.1044207325	0.1178747631	-0.0840606252	0.2321577497	-0.126852	-0.0322240321	0.0761747087	0.0548099709	0.0080317356	0.0158202992	0.1242169634	-0.0273536578	-0.0462107166	-0.2001073541	0.1902133783	0.0373013935	0.0433638116	0.0280964201	-0.0276871677	-0.126122293	0.0008968051	-0.0750176691	-0.0555403247	-0.096576281	-0.0518722697	0.1206851461	0.163057178	0.1063656876	0.0046984677	-0.0207807702	0.1232807165	0.0486705393	-0.0033688155	-0.0412420142	0.0113443267	0.0515678627	-0.2539759913	0.0179339566	-0.1154596239	0.2189967373	-0.0033104322	0.0734917358	0.0019660573	0.0390953526	-0.0427929501	-0.0152579621	0.150533529	0.1312842438	0.0	0.0309561927012822	0.0143346698941542	0.0002054827609743	0.0009582858665589	0.0255059969355357	-0.0015690563817969	2.4619379292578914e-06	0.0006505558796755	-0.0610912026833432	0.0235200274694733	0.0037321350452973	0.0005531916921647	-0.001323842845969	9.86837113000575e-08	1.752559880823301e-06	9.738474875953096e-15	-0.0008252545493077	-0.0006453250499295	6.810450711530551e-07	4.164444200665116e-07	0.0003839537494865	-0.0002649273493383	1.4742048174474202e-07	7.018650042741766e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
900.8242136865346	-3.1357353776986656	9.832836358950994	811484.2639639633	827.0619159855255	2.353990842218309	684031.4128736485	5.541272885247663	836.4141026620647	-3.08275519218148	699588.5511319869	9.503379574921874	833.5804041554945	694.8789298990386	1.375613	24.922615	0.1013225425972956	0.0502528511891779	0.0197962326	0.0021023031	0.0211776359	-0.0200882398	0.128115015	-0.2686767365	0.0077440756	-0.1314795428	-0.0038956742	-0.066094583	0.0437864173	0.0152703382	-0.2145938371	-0.14869007	-0.0776713917	0.1187032559	0.0734905608	0.133359679	0.0579480808	0.0553603285	0.0159956548	-0.1009639139	-0.1677117894	0.0343497307	0.0833559124	0.0129551991	-0.141004806	0.0347977491	-0.0913305467	0.1856656285	-0.1612346261	0.0441006571	-0.0197079543	-0.0050130768	0.042558771	-0.1051567757	0.1618538646	0.0676677701	-0.041668613	-0.0310445228	-0.1989893653	-0.0895889645	0.0726724147	-0.080683821	0.0944237829	0.1946449557	-0.0595994811	0.0328168459	0.0173012183	-0.1113173972	-0.0712128842	-0.0030284015	0.0007423715	0.1572959484	0.0764505014	0.0892994166	0.0255868665	0.0759308245	0.1730240923	-0.0135575127	0.0630434008	-0.020480264	0.0901669083	-0.1450210284	-0.1344891925	-0.0037135192	0.0717413239	-0.0483529066	0.0992018843	0.0158085998	-0.0029855654	0.0095970352	-0.2194734101	0.0570436365	0.1257547282	0.1486728395	0.1241982259	0.0	0.0109909022189782	-0.019965290482304	0.0003986128240427	0.0001207999315871	0.0048457935866963	-0.0206602033488394	0.0004268440024153	2.3481715484866992e-05	-0.042386108330831	0.0187050943525122	0.0017965821794329	0.0003498805547363	-0.0006559128962046	0.0006679299497643	4.302217274075064e-07	4.461304177922738e-07	-0.0008250698456495	1.847036582000366e-07	6.807402502000897e-07	3.411544135247595e-14	0.0002122293146363	-0.0001717244348502	4.5041281990993634e-08	2.948928152462059e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
