global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01
890.5435639083372	n/a	793067.8392185627	n/a	809.973571995951	n/a	n/a	656057.1873318801	864.5054565901609	n/a	747369.6844741625	n/a	924.72769229578	674.9723010117564	n/a	n/a	n/a	n/a	-0.1535299949	-0.1679948654	0.1530326381	-0.0663666795	0.241011892	-0.2039258355	-0.0102560223	-0.0321003622	0.1421453826	-0.1588687695	0.0077067629	-0.1892609178	0.1746491513	0.0045972981	-0.1206870058	0.3084638967	-0.0100186375	-0.0106747896	0.1969699415	-0.1014741297	0.136530339	-0.1049615445	0.0229762254	-0.0236660809	0.0675505991	-0.080372061	0.1094543477	-0.0189465344	0.0447587629	-0.0950336839	0.1437056884	-0.112002963	0.1694319326	-0.055517235	0.0090894388	0.0723976768	-0.1404514851	0.0300895941	0.0185776463	0.0566423222	-0.0412700998	0.1861786884	-0.0113917018	0.2378928068	-0.0075937101	0.0656444038	-0.1610815766	0.1333601737	-0.1023496622	0.0285508989	-0.0709399842	0.007167731	-0.0467975906	0.0654056575	-0.06188759	0.1683382354	-0.0358766576	0.0772331041	-0.0951686651	0.0178831142	-0.0554928578	0.2536289997	-0.0152808679	0.0315097807	-0.0074337268	0.0885145506	-0.1441200967	0.0574285296	-0.0432195393	0.0715178907	0.1714372383	-0.1790867204	0.039857336	-0.0356836307	0.040065605	-0.1427488071	0.1343494098	-0.054507758	0.0940938883	-0.1318764814	0.1094736288	-0.1613684562	0.0976458102	-0.1092288065	0.1561451084	0.1560591586	0.0875050550686182	n/a	0.0076571346625619	n/a	0.0477410348651545	n/a	n/a	0.0022792064099958	0.0008361127727596	n/a	6.990845687717465e-07	n/a	-0.0014460142384742	n/a	2.0909571778701205e-06	n/a	-0.0022469608444886	n/a	n/a	5.0488330366649215e-06	0.0013248777362989	n/a	1.7553010161404976e-06	n/a	0.0	0.0
887.0428893773815	-3.5006745309557346	786845.0875949734	12.254722171682152	805.704717685295	-4.268854310656025	18.223117125606525	649160.092100341	863.857320962493	-0.648135627667898	746249.4709804956	0.4200797918524601	923.1366721372028	655.9815651164762	1.337915	17.735601	0.1570734410509942	0.0779322051035982	0.0382683824	0.0651791678	0.1548724737	0.1593496785	0.1316458819	-0.1956828467	0.1005639172	0.0187208279	-0.0469025408	-0.0253365804	-0.0882243306	-0.0547600579	0.1861072065	-0.0440471982	0.0125790075	0.0185223415	-0.1485343785	0.1084859753	0.1058939895	-0.0871002784	0.1932149145	-0.1304766522	-0.1467001657	-0.0856304916	0.0112516788	-0.2394457234	0.0433705625	0.068068679	0.0722434725	-0.2149202326	0.0721374565	0.0746945424	0.2642961915	-0.0861972627	0.0176568495	-0.1074299625	-0.240627293	-0.0171845391	-0.1400968297	-0.1842122267	0.0176632287	0.2677921747	0.0123826535	0.1336151703	-0.1292109098	0.0435353767	-0.2057357894	-0.0510618232	-0.0347429504	-0.1254954249	0.1374741706	0.0847211979	-0.0472494889	0.1003883888	0.1386280934	0.3481736745	0.2113968789	0.109948228	0.0803743138	-0.1079089298	-0.0431546111	0.3033065617	0.0455967558	-0.0108470287	0.0470280087	0.1562742793	0.051216185	-0.0963173131	0.0450665698	-0.0271721631	0.0461074888	-0.0287054074	0.1454914322	-0.1418762451	0.0862715992	-0.0692453678	0.0541584224	0.1093074196	0.2035997619	0.0041491513	0.1062946598	-0.0389972272	0.0091166125	0.1261447193	0.155915944	0.1551433414	0.0785534500153204	-0.0089516050532978	0.0061706445093094	8.013123303022692e-05	-0.0025197646185119	-0.0502607994836664	0.0025261479647373	6.349213732704421e-06	0.0509225684468646	0.050086455674105	0.0025931079772256	0.002508653041994	-0.000710249687166	0.0007357645513082	5.04454618119401e-07	5.413494749617569e-07	-0.0022289012793847	1.805956510389983e-05	3.261478917419965e-10	4.968000913242753e-06	0.0011232102359125	-0.0002016675003864	1.2616012340586138e-06	4.0669780712098675e-08	0.0	0.0
886.090313432681	-0.9525759447004702	785156.0435592269	0.9074009304219932	807.2991797766917	1.5944620913967356	2.542309360901252	651731.9656681193	863.1069811791489	-0.7503397833440886	744953.6609601836	0.5630097904688538	922.310494196284	653.9603900981947	1.211433	16.058947	0.1209433631986414	0.070393502224513	-0.0823962537	-0.0130461962	-0.095183509	0.1322761546	0.101466039	-0.116256203	0.1297395661	-0.0627653336	0.0092126987	0.0153125658	-0.1122747642	-0.0408610613	0.224253054	-0.0868224403	0.0809217303	-0.1221745711	-0.0776790287	0.1322611723	-0.0011442972	-0.1713686405	0.0621676264	-0.0515236212	-0.0856482204	-0.0724616964	0.1244963611	0.096971586	-0.0161155506	-0.026363025	0.0565373913	-0.0601386361	-0.15372416	-0.0034224675	-0.0654804483	-0.0163635234	0.0142356198	0.0597741282	-0.0532356929	-0.1877296175	-0.0288979396	-0.1577335886	0.004289386	0.1895180465	0.0493904179	0.0282966449	-0.1626216103	-0.0093988567	0.0103253808	0.0090863481	-0.1498267075	0.0119803768	0.1593275698	0.0253333439	0.0669688389	0.0933009162	0.0360646936	-0.0345051088	0.1553071149	-0.1145233907	-0.0339958183	-0.0238323661	-0.0292122582	0.2232902959	0.0814396362	0.0943180165	-0.0209460618	0.0976835288	-0.0964176081	-0.0345613236	0.1345778513	-0.1211818295	0.012511409	0.1312936077	0.1737664552	-0.0138221422	-0.0604590066	-0.1343032486	0.0594878567	0.0005880688	0.1019959219	-0.0090568151	-0.0905576561	0.0819107654	-0.1024558256	0.1739421987	0.1554579513	0.1533170814	0.0828780809196558	0.0043246309043354	0.006868776296925	1.8702432458732888e-05	0.0537483649499677	0.0562681295684796	0.0031661024051352	0.0028888867347949	0.0381706931978982	-0.0127518752489663	0.001457001819208	0.0001626103223652	-0.0008466459988258	-0.0001363963116597	7.168094473277366e-07	1.8603953834397284e-08	-0.0014604948769072	0.0007684064024775	5.904483993684137e-07	2.133045285472177e-06	0.0011703820713124	4.717183539990001e-05	1.3697941928495036e-06	2.2251820549952604e-09	0.0	0.0
887.3249648790098	1.2346514463288258	787345.593297536	1.5243641939218615	809.9315651617624	2.63238538507062	6.929452815533397	655989.1402453821	862.793728386004	-0.3132527931448976	744413.0177422216	0.09812731241308	923.3701661641782	650.5209667582928	1.240479	16.443975	0.0465461576336519	0.023905080481972	-0.0005816301	0.0348723412	0.1464548147	-0.0001379452	0.0724992844	-0.1221892928	0.0883072586	-0.1687247397	0.0991062129	-0.0234628852	-0.0008313993	-0.0765551082	0.0975382364	0.1359105724	0.0472344315	0.0934473498	-0.0526529617	0.2154509684	0.0767300468	0.0270830991	0.1314547862	0.0034972874	-0.0390646668	-0.1492438162	0.1418644314	0.1236543309	-0.0563421762	-0.1041510138	-0.1074530641	-0.161841565	-0.0072020932	0.0780199296	-0.0653977735	0.1466778806	-0.0063557533	0.0456187768	0.2652097732	-0.0035814557	-0.1153157199	0.1188384666	-0.0423496419	0.1818048944	0.1684603204	0.1236980251	-0.1577101779	-0.0658040077	0.0565449389	0.0073282952	0.0071318474	0.0030372616	-0.0775396926	-0.0799987096	-0.0321607372	0.2142591226	-0.13663168	-0.0172261835	-0.0646716666	0.0764479184	-0.1655608825	0.0547659525	-0.0575976091	0.2350598385	0.1124344237	0.0927420002	0.0549193709	0.0334644886	0.0515922919	-0.0443871574	-0.118579464	-0.0123591337	-0.012235372	-0.0809401547	0.108885138	0.1290247829	-0.0271758383	-0.1565345176	-0.0386926537	-0.0786644847	-0.0408072101	0.0069417304	0.0372257018	0.0846523409	0.0713299254	-0.0236488165	0.1547718027	0.1505910958	0.0873628685338872	0.0044847876142313	0.0076322707984692	2.0113319944763305e-05	0.0444492426583593	-0.0092991222916084	8.647367539428833e-05	0.0019757351729017	0.0218640887046461	-0.0163066044932521	0.0004780383748846	0.0002659053500993	-0.0007950443380321	5.16016607937e-05	6.320954994369e-07	2.662731396668076e-09	-0.0016959511471981	-0.0002354562702909	5.5439655219301414e-08	2.876250293682552e-06	0.0011283271377058	-4.2054933606599934e-05	1.2731221296833634e-06	1.7686174406555287e-09	0.0	0.0
886.4675174505596	-0.8574474284502003	785824.6594949582	0.7352160925558613	808.9102190777361	-1.021346084026277	1.043147823355811	654335.742528391	863.7490851805383	0.955356794534282	746062.4821502167	0.9127066048628184	923.1696262132554	652.059951267315	1.183595	15.689918	0.0423304664926574	0.0229824245438253	0.1427472656	0.0470964541	-0.0219767426	0.0618334881	-0.010497397	-0.1915492253	0.0353563643	-0.012476636	-0.0192003283	0.1089562904	-0.034397084	-0.1323927174	0.1193153333	-0.0664925347	0.105829206	-0.0053619612	-0.0547052559	0.057766646	-0.061520574	-0.0842059837	0.118800203	0.1010352304	-0.2130275048	-0.156693914	-0.0718048066	-0.0438294858	-0.1533621211	-0.305915344	-0.1131216312	0.0677325572	-0.0164059686	-0.1049853823	-0.198535775	0.1556473458	0.0554098246	0.1075041017	0.0394637345	-0.1856881651	0.1007061957	0.1514544587	-0.0235632454	0.1580641182	0.0675490985	0.0037279237	-0.1516052769	0.0485100371	-0.0356745286	-0.2468812481	0.0384681342	-0.0977918866	-0.0009827485	-0.0907035357	-0.0643266323	0.1839179849	-0.1147881258	-0.0362849595	-0.0807815864	-0.1527509583	-0.1437422091	0.0372107143	-0.0709021844	0.2299551138	0.0459215558	-0.0999163077	0.1117445111	-0.0523382007	0.0739732517	-0.1835375244	0.0585984158	-0.1027192689	0.0106136288	0.0813774732	0.1078174101	0.0751408049	0.0683453076	-0.0235665864	0.0224587055	-0.0036866436	-0.1614966811	0.0664496783	-0.028380259	0.0215166242	-0.0362324303	0.1545167347	0.1538585052	0.1469813818	0.0874065562261563	4.368769226910374e-05	0.0076399060713162	1.908614455799906e-09	0.0316086538509523	-0.0128405888074069	0.0001648807209209	0.0009991069982693	0.0221134407788525	0.0002493520742064	0.0004890042630798	6.217645691103538e-08	-0.0010929443705985	-0.0002979000325664	1.1945273972229513e-06	8.87444294030622e-08	-0.0019431009242045	-0.0002471497770063	6.108301227431319e-08	3.7756412016443818e-06	0.0010894401889031	-3.888694880269995e-05	1.1868799251972225e-06	1.5121947871838071e-09	0.0	0.0
883.9404124570966	-2.5271049934630128	781350.6527748221	6.3862596479856935	803.4894624726478	-5.420756605088286	29.38460217160828	645595.3163045845	864.5706206646162	0.8215354840779128	747482.3581163996	0.6749205515991304	921.3945192500348	652.4885189868652	1.227411	16.270746	0.1258231943114202	0.0651976393779106	0.0205472754	0.0598355064	-0.2056894184	0.1303824255	-0.179481235	-0.0176019678	0.0323390923	0.1814499364	-0.2376234603	-0.0834678055	0.0096577322	0.1254394361	0.0113952589	-0.0949024094	-0.0314041315	0.020525436	-0.0175053842	-0.0387225407	-0.1729170272	-0.2026862435	-0.0275327387	0.1183089836	0.0080569697	-0.0595389507	-0.0220821411	-0.1111080437	-0.003383476	-0.0801511536	0.1464790741	0.1307768565	-0.057229263	-0.0984279868	-0.0832455394	0.0705310935	-0.0317987969	-0.2054470516	0.0200553389	0.3663243125	0.0132770562	-0.0130640858	0.0406243692	0.045178988	-0.1031762596	-0.2528593329	-0.1203274706	0.1269326936	-0.0308344612	-0.1187040561	0.0089343721	-0.0583654105	-0.0119459923	-0.1016453243	-0.1660550918	-0.0981853106	-0.1302266221	-0.0377226828	-0.0693784196	-0.0289233522	0.0385844479	-0.0779943325	-0.0158412019	0.072809065	0.0030156756	-0.2238236504	-0.0159867474	-0.0878850668	-0.0552085573	-0.1025973867	0.0187520805	-0.1251278741	-0.0584789834	0.074719422	0.0088443804	0.0588541698	0.131866488	0.0629843706	-0.1456201054	0.0437222971	-0.1897399783	-0.0743000569	0.0936012379	-0.0913704348	-0.0882630201	-0.0387298945	0.152719399	0.1425091225	0.0781124260120122	-0.0092941302141441	0.006101551097482	8.638085643746631e-05	0.0101664341950709	-0.0214422196558814	0.000459768783771	0.0001033563842427	0.0039858106795378	-0.0181276300993147	1.5886686773117583e-05	0.0003286109730175	-0.0001768879415735	0.000916056429025	3.1289343874109953e-08	8.391593811580349e-07	-0.0016810623737852	0.0002620385504193	6.866420190584803e-08	2.8259707045563314e-06	0.0007283508815058	-0.0003610893073973	5.304950065902759e-07	1.303854879166619e-07	0.0	0.0
883.9991174700381	0.0587050129414592	781454.4396878062	0.0034462785444568	804.4747966777288	0.985334205081017	0.9708834957026397	647179.6984896731	863.3472913761728	-1.223329288443324	745368.5455265742	1.4965345479632497	921.6099167116832	637.6727479999963	1.237617	16.406044	0.1264058860821081	0.0657761289043715	-0.1484962064	0.0441415719	-0.0642372977	0.1029061758	-0.2509144469	0.1049058348	-0.028301534	0.3008130197	-0.1606917561	-0.0435741912	0.0120464098	0.0458970256	-0.0165668511	-0.033463782	0.0455594379	0.0399081614	0.0213794051	0.0572180009	0.0197968708	-0.1284508783	-0.0161389503	0.0480178135	0.1457925552	0.0750627848	-0.1570666925	-0.0998056973	-0.0498757722	-0.0161438514	-0.1086630084	0.0556987768	-0.104816425	-0.026494873	0.0927548425	0.065316939	-0.0571439715	0.0278722906	0.2004681441	-0.0550426674	0.1495517642	0.0002431083	0.0775796732	0.0330247446	-0.2596230707	-0.1639058548	-0.0071734824	0.0607454478	0.0253276226	0.0418639572	0.0343693982	-0.1572201086	-0.1202090406	-0.0677139105	-0.0545368984	-0.1202710675	-0.1814154014	-0.0509167872	-0.0330583971	0.0755305156	-0.0122947478	-0.0427192673	0.0031668231	-0.0083419005	-0.1737934521	-0.1707641642	-0.1142233967	-0.0359816875	-0.0646351872	0.0718275304	0.0307194985	-0.0721317245	-0.1770414595	0.0193369067	0.0219241221	0.0510656588	-0.0022394986	0.1629698086	-0.1931278999	0.1254695917	-0.0688518872	0.0452024206	0.1469679805	0.0059989543	0.0311193231	0.0235005798	0.1513561561	0.1372005631	0.0301965796201102	-0.0479158463919019	0.0009118334207536	0.0022959283354523	0.0059866587643284	-0.0041797754307425	1.747052265143866e-05	3.584008316051004e-05	-0.0209999109304135	-0.0249857216099513	0.0004409962590853	0.0006242862843699	-2.281689880265388e-05	0.0001540710427708	5.20610870970548e-10	2.3737886220495892e-08	-0.0012940072689602	0.0003870551048249	1.4981165417109166e-07	1.6744548121218355e-06	0.0002829861761114	-0.0004453647053944	8.00811758701523e-08	1.9834972081104079e-07	0.0	0.0
885.2823592123669	1.283241742328869	783724.8555326143	1.6467093692552313	806.5149470550624	2.040150377333589	4.162213562134386	650466.3598232301	863.6716450956679	0.3243537194950932	745928.7105422574	0.1052053353503015	922.3109413250024	642.5655393636725	1.141269	15.12884	0.1370573620940703	0.0811491992168125	-0.0313618147	0.1048761945	0.1065397993	0.0678494647	-0.1722961196	0.0607454293	0.0244659546	0.0249730463	-0.1299745991	-0.0756444941	0.0400767	0.1528517552	-0.0401251745	0.09415021	-0.003523813	-0.0514312638	-0.0251629481	0.0940865166	0.1017270206	0.1073773053	-0.0900003737	0.1323797318	0.0818193049	0.070720772	0.127367363	-0.0024420191	-0.2018901987	0.0708193104	-0.1725910677	0.0240076985	0.0316366014	-0.0431951247	0.0066678147	0.0180857593	-0.0847622947	-0.0618610128	-0.1682903921	-0.0361836701	0.0609620724	-0.205586658	0.0328717744	-0.0198306457	-0.0820612712	-0.1312169556	-0.0172843315	-0.1931363458	0.0293649416	0.0522105122	0.1420532528	-0.0234130202	0.0592791346	-0.1377155236	-0.1266987358	-0.1254912046	-0.0585107261	-0.0263947401	0.0112286015	0.0088310851	0.0197216801	0.0161684261	-0.000800533	-0.0504870743	-0.005510786	0.0299553056	-0.0924287464	0.0836961194	0.147833781	0.0577930138	-0.1181396911	-0.0564038263	-0.087037389	0.1108329439	-0.0452253546	0.1093618682	0.0445008456	0.0974294348	-0.0816086812	0.016495368	-0.0184122309	-0.0646003185	0.0442055721	-0.2619138718	-0.090394156	0.0100675616	0.1497707771	0.1310868562	0.048860486825859	0.0186639072057488	0.0023873471728599	0.0003483414321848	0.0757246119321592	0.0697379531678308	0.0048633821120385	0.0057342168522761	-0.0578017370851569	-0.0368018261547434	0.0033410408100616	0.0013543744083239	-0.0001348346075039	-0.0001120177087012	1.8180371380730772e-08	1.2547967062677234e-08	-0.0011690170626257	0.0001249902063345	1.5622551679540883e-08	1.36660089271002e-06	0.0002829205798322	-6.559627920000017e-08	8.004405449258823e-08	4.302871844884373e-15	0.0	0.0
886.6174377113034	1.3350784989364683	786090.480853757	1.7824345983224534	808.1221692541609	1.6072221990984872	2.583163197274977	653061.4404400507	864.4338293173878	0.7621842217198491	747245.8452683227	0.5809247878386922	923.3289592931995	645.5126777474871	1.205905	15.985658	0.1017379658859213	0.0715263912908345	0.1334870402	0.0392323587	-0.1573657432	0.0751750949	-0.0589187198	0.1288106917	0.0167442315	-0.1240224346	-0.0959685875	-0.038967721	0.1579798919	0.1609848422	-0.0935244105	-0.1261161075	-0.0280787523	-0.0138112089	0.0144750764	0.0888923375	-0.1723325439	0.1435955863	-0.0291802502	-0.0045421485	0.0366425744	0.0436576454	-0.0259866669	0.0257836939	0.1899771703	0.139206605	-0.1654610319	0.1399576362	0.0625762757	0.0538826676	-0.1520355128	0.0346530388	0.0424470845	0.2692190465	0.0005310344	0.1364008127	-0.0820655351	-0.037406501	-0.0362447584	-0.0231708215	0.1102525633	-0.17581401	0.0486538777	-0.0309490837	0.0716974621	-0.1205843623	0.0257916786	0.1131218942	0.0130167763	-0.0532260984	-0.1051051752	-0.1716678727	-0.0995894995	-0.1332288884	0.0676503551	0.1421529816	0.0887729642	0.023865857	-0.0456691786	-0.0712344482	0.1656269213	-0.0772982297	-0.0091623977	-0.0972995893	0.0035986059	-0.0867760481	0.0794847741	-0.016600121	-0.0232105421	0.092326894	-0.1403460677	0.0834245415	-0.0378910959	0.123436224	-0.1433834299	-0.0893577529	-0.2291018503	-0.0539454477	0.0838017506	-0.0780982647	0.1120444952	-0.1270868414	0.1479655889	0.1242038795	0.0486033996421042	-0.0002570871837547	0.00236229045677	6.609382005097388e-08	0.0064266548380516	-0.0692979570941075	0.0048022068574167	4.130189240745204e-05	-0.0601795958683908	-0.0023778587832338	0.0036215837588828	5.654212393002594e-06	-0.0004168788064687	-0.0002820441989648	1.7378793928276785e-07	7.954893016969568e-08	-0.0008550588366522	0.0003139582259735	9.856976765642732e-08	7.311256141370136e-07	0.000282821748274	-9.883155819998209e-08	7.998814129676181e-08	9.767676896236443e-15	0.0	0.0
888.0420887618928	1.424651050589432	788618.7514125856	2.0296306159455724	808.892945341531	0.770776087370109	0.594095776861574	654307.797023297	865.5011123971841	1.0672830797963115	749092.1755607631	1.1390931724195	924.3482928435444	652.0442581104235	1.324906	17.563164	0.0643010037196808	0.0377915073318217	-0.1294983843	-0.138432602	-0.0201197851	0.0770583196	-0.0300572721	0.0232454134	-0.0173517257	-0.0121069382	-0.0543369372	-0.023043691	-0.0149523854	-0.0794993731	-0.0882874492	-0.0338318965	0.0565166867	-0.0712258933	-0.1628281057	-0.038343469	-0.0237135134	-0.0540594079	-0.0358729508	-0.1900969437	0.1565408857	0.0282913476	0.1355514574	0.0151423698	0.0593963409	-0.1117274933	-0.0039728172	0.0486796202	-0.0445752856	0.0516603274	-0.0287130677	-0.0595885232	0.0139686853	0.0897108979	-0.0495681485	0.0911337588	0.0295650269	-0.074456263	-0.035648333	0.0205113187	0.0384327632	-0.0745195827	0.1472595037	0.0818967041	0.0142104822	0.1533677808	-0.0454374261	-0.0360400897	-0.0776631416	-0.0391206385	0.0342428814	0.0383792754	-0.0276564623	-0.1162193801	0.1241214975	0.0908512844	0.1096730748	0.118321213	-0.0566193804	-0.0273296091	-0.0097611276	-0.0128043572	-0.0871031591	-0.0758924574	-0.1398519774	0.0579134357	-0.067780157	0.0220421508	-0.1405930234	-0.0488093787	0.0047677791	-0.0020830837	-0.0563251858	-0.0026932073	-0.1065322641	-0.1171047643	0.0116351017	-0.1230308989	-0.0784664189	-0.1358785052	0.0107416852	-0.0670565853	0.1459432408	0.1165920251	0.0487885105920753	0.000185110949971	0.002380318765793	3.4266063799202e-08	0.0142873398520464	0.0078606850139948	6.179036888924245e-05	0.0002041280800478	-0.0436502711798709	0.0165293246885199	0.0019053461740762	0.0002732185746585	-0.0008389314989574	-0.0004220526924887	7.038060599429101e-07	1.781284752369612e-07	-0.0004826181985413	0.0003724406381109	1.3871202891645437e-07	2.329203255632497e-07	0.0002827974175297	-2.4330744300001764e-08	7.997437936146748e-08	5.919851181920683e-16	0.0	0.0
