global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01
810.9753684194675	n/a	n/a	657681.048183091	963.1303199338706	n/a	927620.01317592	n/a	754.3800810179958	n/a	n/a	569089.306636718	773.5911016484171	620.0629035080372	n/a	n/a	n/a	n/a	-0.0620328271	-0.0871674336	0.1390409045	-0.1326783777	0.0401272197	-0.0094220741	-0.2923813386	0.4789377078	0.1719287797	-0.2046827328	0.2699495416	-0.0640584389	-0.0979514759	-0.1572400662	0.0918829381	-0.1152059534	0.0126752299	-0.0921995658	0.1888225262	-0.0979233967	0.050910659	-0.0158629989	0.1495650494	-0.0876686615	0.0010223531	-0.1300069481	0.1618045958	-0.1663261725	0.1486162681	-0.0580767265	0.0407472613	-0.1541864035	0.2400216629	-0.0983586271	0.0233744215	-0.0311859611	0.1771198126	-0.228588419	0.0624854409	-0.1037260312	0.1571169733	-0.0402832968	0.0640978008	-0.349339902	0.0147401422	-0.0364782524	0.3726911908	-0.0980292025	0.0793618586	-0.2663045807	0.0510809109	-0.0070940693	0.1065631694	-0.1289307521	0.1591895896	-0.0084956124	-0.0388449332	0.1462227805	-0.059314668	0.1048340767	-0.0027907571	0.0330555352	-0.1084243263	0.1078364093	-0.0336902462	0.0547382906	-0.0982557615	0.0578458527	-0.0867502023	0.0191414566	0.0352998774	0.1561451084	0.1560591586	-9.357601129522664e-07	n/a	8.756469889924384e-13	n/a	0.0349488400115092	n/a	0.00122142141815	n/a	-0.0946881449521299	n/a	0.0089658447944755	n/a	0.0004639999626683	n/a	2.152959653561838e-07	n/a	3.716804641840099e-12	n/a	n/a	1.381463674560411e-23	2.953888370883784e-11	n/a	8.725456507642454e-22	n/a	0.0	0.0
809.5676302576129	-1.4077381618545814	1.981726732341716	655399.7479609271	950.027755192348	-13.102564741522656	902552.7356358118	171.67720280579266	752.6859827648009	-1.6940982531949658	2.8699688914782344	566536.1886506141	770.2720618271246	624.2202952378461	1.132656	18.094032	0.1298604034585188	0.0697974414601902	0.046653244	0.0395077751	-0.0827154857	-0.1332985794	-0.034750951	0.0632413148	-0.1075082501	0.0955589699	-0.0417075874	-0.0371645676	0.0535042082	0.2264745841	0.0480321042	-0.0538491737	0.1288786304	-0.1358545395	-0.0989580778	0.0467405573	-0.0496443038	0.0300593425	-0.068985806	0.2484019891	0.2424102999	-0.0692524541	-0.0318407951	0.0086979036	0.1576668509	-0.0078906741	-0.002921566	-0.1195974691	-0.0542099184	0.0288847427	0.1342374048	-0.0099666208	0.1016124001	-0.0025097812	-0.0103455443	0.048425675	-0.0112167039	0.0558394713	0.3343234286	0.0544106479	0.0929268587	-0.0657531933	0.0796672	0.2535246228	-0.0183978577	-0.0889254438	-0.0693261455	-0.1888707514	0.0493280369	0.0128328081	0.2357875316	0.0374858387	0.0377477513	0.0063633723	0.055154863	0.1459127085	-0.11183721	-0.0357400734	0.15607555	-0.1400391342	-0.2526187563	-0.139977896	0.0738618173	0.1150367022	-0.090365686	0.0085018072	-0.0558378799	-0.2365310754	0.1620489923	0.155915944	0.1551433414	5.491648451538822e-05	5.5852244628340486e-05	3.015820271528874e-09	3.119473230023988e-09	0.0842409482532531	0.0492921082417439	0.0070965373626072	0.0024297119349157	-0.0511828524853683	0.0435052924667616	0.0026196843885389	0.0018927104726184	0.0008780002413829	0.0004140002787146	7.708844238684306e-07	1.713962307757665e-07	-0.000325999651604	-0.0003259996553208	1.0627577526928344e-07	1.062757728459294e-07	1.431056111796071e-07	1.4307607229589825e-07	2.047921595108889e-14	2.0470762463621104e-14	0.0	0.0
806.6550756034217	-2.91255465419124	8.482974613651054	650692.4109967619	941.9362139350924	-8.091541257255585	887243.8311223761	65.4730399178693	751.018099569861	-1.6678831949399182	2.7818343519629893	564028.1858815256	768.0076470883466	607.7932054818082	1.224146	19.555567	0.1831955643050749	0.1067762280120481	0.107938873	0.1479012537	0.130368549	0.0129822061	-0.0199279622	0.1433740345	0.0109497488	-0.1119463781	-0.0672037952	0.0118356244	-0.0223482362	-0.0410421164	0.1728860736	0.0940276401	0.2549702484	0.1842631659	-0.0287186349	-0.1001346808	0.0308900607	0.0877290144	0.0119148507	0.235477506	-0.0731903034	0.0194766447	-0.1136901452	0.0323401743	-0.0621439738	-0.1389652672	-0.0460782573	-0.1719300744	0.0607836115	0.1699447031	0.0283374878	0.1342654901	-0.0452495799	0.3100617377	0.0876822143	-0.0170119376	0.0251552865	0.0311452335	0.1156784492	0.1449417102	-0.203367192	0.1778929694	0.0557167379	0.058278991	0.0709584058	0.0293827361	0.116550104	-0.0411534065	0.0604737235	0.2851511656	0.1681190911	-0.0079103014	-0.0529919373	0.0341118917	-0.0168132885	0.3553417132	0.0400659602	-0.1242335366	0.2001457605	-0.1388998714	0.1174001393	0.1452916512	-0.1248128024	-0.1458884676	-0.046610527	0.225851161	0.3053665687	0.1274589883	0.0562255491	0.1554579513	0.1533170814	-0.0132651303768511	-0.0133200468613664	0.0001759636839148	0.0001774236483889	0.001289261893703	-0.0829516863595501	1.6621962305546457e-06	0.0068809822698931	0.0117849856804497	0.062967838165818	0.0001388858874884	0.0039649486432766	0.0006519993826922	-0.0002260008586907	4.251031950310098e-07	5.107638812893375e-08	-7.299994834508716e-05	0.0002529997032589	6.400884984909797e-08	5.328992458385394e-09	2.38091939855638e-08	-1.192964171940433e-07	5.668777182422074e-16	1.423163515533523e-14	0.0	0.0
808.5278272990881	1.8727516956664656	3.507198913621623	653717.2475169841	943.7216573277592	1.7854433926668207	890610.5665094525	3.187808108417607	754.0660022889948	3.0479027191338446	9.289710985303484	568615.5358081063	770.5636878036871	616.0510422194085	1.325652	21.177124	0.1355536615996992	0.1013550069005962	0.0207609715	-0.078248931	-0.0109354224	-0.1046709142	0.2467882658	-0.1903545171	0.0896734037	-0.0025860926	-0.0712643077	-0.0180248542	0.099210111	0.0241824918	-0.0334825619	-0.0349829788	0.0022240113	-0.0590978602	-0.0503539533	-0.2928727587	-0.0363794569	0.2318041281	0.1646187061	0.033200523	-0.154543044	0.0151947391	0.2400708762	0.0204821022	0.0741068748	-0.0964887828	-0.2103577576	0.0212826534	0.0137505892	-0.0275799328	-0.0428434145	-0.0559095304	0.0605030433	-0.003660178	0.1850788094	0.041805528	-0.2285960706	-0.1001901546	-0.1345509173	0.2912078009	0.0074168445	0.1944545506	-0.092295613	0.1422880675	-0.0057615294	-0.0366051856	0.0033447433	0.0854758834	0.0517520653	0.0099013017	0.0574939214	0.1145801417	0.3679674985	0.0637586733	0.1734001573	0.035231379	-0.1183542241	0.1071418037	-0.0401773023	0.1346927598	0.2655263912	0.1278884612	0.2549541332	-0.008257824	0.0403096694	0.0469881705	0.1213246033	0.156738782	0.1370076363	0.1547718027	0.1505910958	-0.018035848788287	-0.0047707184114358	0.0003252918415139	2.2759754161213456e-05	0.0993682899748478	0.0980790280811448	0.0098740570525254	0.0096194957493419	0.0197809257113021	0.0079959400308523	0.000391285021996	6.393505697698786e-05	0.0006669996632348	1.500028054260004e-05	4.448885507553367e-07	2.2500841635670535e-10	0.0004060000445627	0.0004789999929077	2.2944099320566013e-07	1.648360361849144e-07	-1.3541888095104128e-07	-1.592280749366051e-07	1.8338273318032293e-14	2.5353579848017124e-14	0.0	0.0
811.1147843777766	2.5869570786884424	6.69234692697624	657907.193436207	945.5507850151556	1.829127687396408	894066.287042777	3.345708096800132	756.7920701925465	2.726067903551666	7.431446214774575	572734.2375063202	772.7388621047814	618.457729735342	1.160355	18.536516	0.0631252453509087	0.0330409228154351	-0.0046666687	-0.0714589358	-0.0877469571	0.051901887	-0.0729168798	0.1273190476	0.1884920888	0.040666179	-0.0721622909	0.040056229	0.1089383604	0.041631222	-0.2114465576	0.074375365	-0.1719738155	-0.0513530348	-0.1713989562	-0.049751164	0.0119102105	-0.0212806708	-0.1836613863	0.0496753094	-0.1940284908	-0.0611572311	0.0241267347	0.0703836712	-0.0797594891	-0.1898309395	-0.061692267	0.0733215671	-0.1086525739	-0.1655363851	-0.206601316	0.007503597	0.0758102032	-0.14664454	0.0791732294	0.0968009339	0.0565657086	0.2315768636	-0.140082569	0.1683729732	0.0131259271	0.0254534191	-0.0461869262	0.0920272028	0.0888619612	-0.0510398679	-0.0748807049	-0.0417346766	-0.0084024502	-0.0074561908	0.0151120067	0.0744615862	0.155709778	0.0236210506	0.0435903101	0.0862501408	-0.0368354807	0.1492142212	0.0086064367	0.4227933818	-0.1213583438	-0.0051890898	-0.0219650319	0.080125181	0.0203969427	-0.1241877332	0.0367718754	0.0142547343	-0.195277249	0.1538585052	0.1469813818	-0.0175164149767681	0.0005194338115188	0.0003068247936383	2.698114845490489e-07	0.0993538988534368	-1.4391121410994856e-05	0.0098711972173789	2.0710437546599456e-10	-0.0052550123667742	-0.0250359380780763	2.7615154974949783e-05	0.0006267981954492	0.0002529906131669	-0.0004140090500679	6.400425035056403e-08	1.7140349353812499e-07	0.000173012936087	-0.0002329871084757	5.42829927158676e-08	2.9933476053444345e-08	0.0001039780693735	0.0001041134882544	1.0811438910640381e-08	1.0839618436509716e-08	0.0	0.0
811.599582326095	0.4847979483183735	0.2350290506937043	658693.8820318917	947.7313677469888	2.1805827318331694	898194.7454115781	4.754941050369008	755.2365614698112	-1.555508722735226	2.419607386505374	570382.2637807439	772.0799938667111	629.6582859195008	1.302234	20.803019	0.0898319688746164	0.0544063200278349	-0.1174234794	0.1019300226	-0.0087714612	0.1396438935	-0.0504472591	-0.2161983116	0.0317588452	-0.0398500711	0.1840948842	0.17591085	-0.0990819858	0.0494129268	-0.0763519988	0.2119732276	-0.0485004127	0.0632632783	0.1657067021	0.0495948239	-0.0354239382	0.0210320745	0.0414240184	-0.1371744053	-0.0217097888	-0.0946685391	-0.0468040502	-0.0742936626	-0.0226267182	-0.1322055142	-0.060706022	-0.1266695772	0.0993294527	-0.0654598056	-0.0822662388	0.1602114402	-0.1688694171	-0.0331579336	-0.1290947734	0.0156844598	-0.0600836465	-0.0857009467	-0.0777827235	-0.0931517756	-0.0548810672	0.0176196842	0.0848986459	-0.0733746796	0.197036367	0.1977864713	0.0207913618	-0.0261488958	-0.0435079159	0.0833577149	0.0333768259	0.084037683	-0.04093348	-0.0236224067	-0.0571596766	-0.0251972	0.2427784066	-0.2505504972	-0.1818219899	0.1900824109	0.0962235817	0.100600997	-0.0028892534	-0.0044348859	-0.1602005582	-0.0225078628	-0.2002058335	0.0642180356	-0.1545873873	0.152719399	0.1425091225	-0.0225778035171799	-0.0050613885404117	0.0005097572116603	2.561765395701188e-05	0.0498744561173367	-0.0494794427361001	0.0024874613730001	0.002448215253475	0.011836875964164	0.0170918883309382	0.000140111632591	0.0002921326467172	6.799999547224956e-05	-0.0001849906176946	4.623999384225961e-09	3.422152863504831e-08	9.799996438952796e-05	-7.501297169747203e-05	5.626945922885741e-09	9.603993020348748e-09	-3.326577705064072e-09	-0.0001039813959512	1.1066119227829348e-17	1.0812130703961283e-08	0.0	0.0
811.3646415460589	-0.2349407800360268	0.0551971701239367	658312.5815511647	946.2543200207996	-1.4770477261891983	895397.2381580258	2.181669985440681	754.1733820391528	-1.0631794306584652	1.1303505017752582	568777.4901763739	771.196678666703	627.7615967834888	1.214782	19.405985	0.1273702829733597	0.0708633287027161	-0.1382242727	-0.1455954918	0.0344227506	-0.02401584	-0.0594706181	0.0036811668	0.1102028689	0.0115800343	0.0297459476	-0.0964512185	-0.1333554294	-0.0261797092	-0.0416612755	-0.1294678972	-0.1098712768	-0.010124193	-0.0344732742	0.0114883342	-0.0130244948	-0.0510408335	-0.0745751607	-0.0784150581	0.0223528277	-0.0380458649	-0.0946460401	-0.0597026192	0.0032725791	-0.0814333085	0.19855504	-0.2601397716	-0.134658817	-0.0471747353	-0.043935687	-0.1430416395	0.0286007001	-0.0221396808	0.0063943734	0.0436292019	-0.0424785323	0.0536973409	-0.0545588788	-0.1535668973	-0.0061013164	0.007106863	0.1049202995	0.0216573403	0.1045241888	-0.1302124386	0.0642619444	-0.040150903	-0.0720300974	0.0030449048	0.0662020358	-0.0087088726	0.0700662204	-0.1348422863	0.0227378817	-0.0680991168	0.053921202	-0.0749673648	-0.0587778187	0.1581968714	0.0203579135	-0.0168436443	0.0050871144	0.0302100296	0.051038778	0.0549980603	-0.1372635888	-0.1540446918	-0.008614137	0.1513561561	0.1372005631	-0.0170974611855143	0.0054803423316656	0.0002923231789901	3.003415207224595e-05	0.0164951555126151	-0.0333793006047216	0.0002720901553853	0.0011141777088603	-0.0382224105833586	-0.0500592865475226	0.0014609526708028	0.0025059321696469	0.0006669997699072	0.0005989997744349	4.448886930562578e-07	3.588007297731215e-07	-7.199997907458844e-05	-0.0001699999434641	2.889998077780277e-08	5.1839969867411734e-09	2.4025312226054907e-08	2.7351889931118983e-08	5.7721562755942345e-16	7.481258828040478e-16	0.0	0.0
810.4327878096967	-0.9318537363622	0.8683513859721924	656801.3035569969	947.1550696401883	0.900749619388762	897102.7259451101	0.8113498768289994	752.9285448372019	-1.2448372019508724	1.549619659360877	566901.3936306664	770.2649205649772	631.5875027844695	1.100039	17.572987	0.20756188640494	0.1241427670833612	-0.0269823691	0.0733125639	-0.1443466671	0.0404811139	-0.1031000314	-0.0274788488	0.0752852633	-0.0392594985	-0.0034414616	0.0750882444	-0.1093606307	0.0659687292	0.0716754293	0.0966713083	-0.0018352326	-0.0533068386	-0.0328911426	0.1154029684	-0.0204992317	-0.0132226478	-0.116350461	-0.1907843945	0.0227817332	-0.120006659	0.0684490565	-0.1585932779	0.1660188269	-0.0568775712	0.1509391272	-0.0540310907	0.0246583075	0.0754429113	-0.0234703432	0.0962429816	0.0439183144	-0.0176416047	-0.1479844845	0.0750780986	-0.0316900084	0.0299178242	-0.1249574943	-0.1043324616	0.0719232115	-0.2177904117	0.0922000238	0.0517792871	0.1369847609	0.0358495521	-0.1909255671	0.0360906262	0.0086598211	0.0305891908	0.0754411591	0.0773326749	0.0145729096	0.0525044516	-0.0846597285	-0.0666741998	0.1947447796	-0.1413118481	-0.0511656408	0.1827141673	-0.1556824855	0.086262005	-0.0554599325	-0.0227882725	0.0002181218	0.0108987081	0.0175615253	-0.1193818797	0.0235732965	0.1497707771	0.1310868562	-0.0309249139179854	-0.0138274527324711	0.0009563503008348	0.0001911984490687	0.122026205520342	0.1055310500077269	0.0148903948336927	0.0111368025157333	0.0160794144115357	0.0543018249948943	0.0002585475678179	0.0029486881977761	0.0001590003495976	-0.0005079994203096	2.5281111172159012e-08	2.580634110348897e-07	9.79999743517812e-05	0.0001699999534263	2.8899984164967848e-08	9.603994972949774e-09	-7.774348758456031e-09	-3.1799660984510945e-08	6.044049861810683e-17	1.0112184387298272e-15	0.0	0.0
808.7263668554328	-1.7064209542638764	2.9118724731508387	654038.3364471882	946.8411303268366	-0.3139393133517387	896508.1260786016	0.0985578924677612	752.5669344687049	-0.3616103684970539	0.1307620586045751	566356.990855624	770.1606449778487	624.7564966889465	1.230968	19.66456	0.1494334745744914	0.1090458885519672	-0.0658583205	0.019447724	0.2385063799	-0.0303519958	0.0764994734	0.0298061783	-0.0499556198	-0.0468570235	0.047146274	-0.0726881665	-0.1171447434	-0.2493530683	0.0587226438	-0.1447709039	0.0684428052	0.0405432185	0.0426156214	-0.1102243696	0.1114441237	0.0074463619	0.0289811444	-0.1114423998	0.0603344118	0.124171692	-0.0024919292	0.0717576297	0.0190235206	-0.0033294733	0.3061570324	0.079369555	0.025842022	0.0505048213	0.0984416516	-0.1064267289	-0.0710313898	0.0883848488	0.0700167289	-0.1419357243	-0.006174446	-0.0941132475	-0.0968050922	-0.1262771354	-0.0305548359	-0.1365885481	0.0443006333	0.1059055856	-0.0637158171	0.0027699912	0.1335446437	-0.0078028363	0.0255119492	0.1121725668	-0.057432736	-0.1713665769	0.0973120309	-0.0103217687	0.0221816781	-0.1217368764	0.0501290474	-0.111061188	-0.0285822258	0.0092727315	-0.1348880057	-0.0744069845	-0.0163360943	-0.0488710255	0.0096697184	-0.0735422782	0.0962679324	0.1461003384	-0.1688116979	0.1479655889	0.1242038795	-0.0235548189032641	0.0073700950147213	0.0005548294935655	5.431830052601977e-05	0.0176738423135986	-0.1043523632067434	0.0003123647021259	0.010889415706832	-0.0151312672620633	-0.031210681673599	0.0002289552489559	0.0009741066505307	2.900002436595533e-05	-0.0001300003252316	8.410014132260027e-10	1.6900084560333387e-08	9.799998383064334e-05	9.478862139644662e-12	8.984882746238897e-23	9.603996830806357e-09	-1.415470710559952e-09	6.3588780478960794e-09	2.0035573324530957e-18	4.043533002801465e-17	0.0	0.0
808.7999460039762	0.073579148543331	0.0054138911003615	654157.3526560348	946.7481173560732	-0.093012970763425	896331.9977172689	0.0086514127302377	753.4556771162618	0.88874264755691	0.789863493586466	567695.4573787245	770.9954580486444	617.8580269262093	1.19042	19.016809	0.1430552465928758	0.1032644765598421	0.072550084	-0.0361424154	-0.125579534	-0.0256889002	0.0336300776	0.0485038024	-0.0071604839	0.0262009595	-0.2068421747	-0.1441892356	-0.1220799419	0.1164358617	0.0357829662	-0.0297112801	0.0905167589	-0.0845459373	-0.1366072322	0.1088965683	0.0147816089	0.0048647256	0.0013232238	0.1067669222	-0.0008115413	0.0365067327	0.0168213783	-0.0470448016	0.0752513374	0.2369269204	-0.0704076847	0.0931694618	0.0003653422	0.025439952	0.0811960776	-0.0092234738	0.1730897315	0.0300050238	-0.0283092986	0.0975320684	0.0065756022	0.0088434838	0.1135719714	-0.0003303066	-0.0719903189	-0.1157382776	-0.0357149482	-0.0536682445	-0.1921514198	-0.0746746349	-0.1467574044	-0.0131613556	0.0775937554	-0.1154095958	0.0342486928	-0.0848711241	-0.0263799282	0.0516742446	0.0536804182	-0.072008199	0.1066775249	-0.0293958396	0.0664126122	-0.0197639173	-0.0831308009	-0.2471723182	-0.0151616731	0.0255614614	-0.0472369497	0.0926621338	-0.0837222132	0.0723106081	-0.028733929	0.1459432408	0.1165920251	-0.0163294278962098	0.0072253910070542	0.0002666502154175	5.220627520482114e-05	0.1174235459328087	0.0997497036192101	0.0137882891394344	0.0099500033721202	-0.0301603848631799	-0.0150291176011166	0.0009096488150951	0.0002258743758681	-0.0003920000016977	-0.0004210000260636	1.536640013309968e-07	1.772410219455985e-07	9.80000069807918e-05	2.3150148451326312e-11	5.3592937331844595e-22	9.60400136823524e-09	1.9222625382322696e-08	2.0638096092882652e-08	3.695093265891168e-16	4.2593101033905805e-16	0.0	0.0
